id,cluster_name,authors,a1,title,affiliation,proceeding,location,a2,a3,pages,editor,a4,a5
1005,kearns1994d,"m. j. kearns, r. e. schapire, and l. m. sellie.","17:115 141,",toward efficient agnostic learning.,,"machine learning,",,,1994,,,,
1006,kearns1994d,"m. kearns, r. schapire, and l. sellie.",,toward efficient agnostic learning.,,"machine learning,",,,,,,,
1007,kearns1994d,"m. j. kearns, r. e. schapire, and l. m. sellie.",17,toward efficient agnostic learning.,,"machine learning,",,,1994,"115-141,",,,
1008,kearns1994d,"m. j. kearns, r. e. schapire, and l. m. sellie.","17:115 141,",toward efficient agnostic learning.,,"machine learning,",,,1994,,,,
1009,kearns1994d,"michael j. kearns, robert e. schapire, and linda m. sellie.",,toward efficient agnostic learning.,,"machine learning,",,,,,,,
1010,kearns1994d,"m. kearns, r. schapire, and l. sellie.",17,toward efficient agnostic learning.,,"machine learning,",,,1994,"115-141,",,,
1011,kearns1994d,"michael j. kearns, robert e. schapire, and linda m. sellie.",,toward efficient agnostic learning.,,"machine learning,",,,,,,,
1012,kearns1994d,"michael j. kearns, robert e. schapire, and linda m. sellie.",17,toward efficient agnostic learning.,,"machine learning,",,,1994,"115-141,",,,
1013,kearns1994e,"kearns, m., li, m., and valiant, l.",,"learning boolean formulas,",,"acm 41,",,,"(1994a),",1298-1328.,j.,,
1014,kearns1994e,"m. kearns, m. li, and l. valiant.",41,learning boolean formulas.,,"journal of the acm,",,,1994,"1298-1328,",,,
1015,kearns1994e,"m. kearns, m. li, and l. valiant.",41(6),learning boolean formulae.,,"journal of the association for computing machinery,",,,1995,"1298-1328,",,,
1016,kearns1994e,"m. kearns, m. li and l. valiant.",41(6),learn ing boolean formulas.,,"journal of the acm,",,,1994,"1298-1328,",,,
1017,kearns1994f,"m. kearns, y. mansour, d. ron, r. rubinfeld, r. schapire, and l. sellie.",,efficient learning of typical finite automata from random walks.,,"in proc. 26th stoc,",,"acm,",1994,pages 273-282.,,,
1018,kearns1993b,"kearns, m. & h.s.","18,","seung (1995), learning from a population of hypotheses,",,"machine learning,",,kluwer academic publishers.,,"pp. 255-276,",,,
1019,kearns1993b,m. kearns and h. s.,18,"seung (1995). learning from a population of hypotheses,",,"machine learning,",,,,255-276.,,,
1020,kearns1993b,m. kearns and h. seung.,18,learning from a population of hypotheses.,,"machine learning,",,,1995,"255-276,",,,
1021,kearns1995b,"kearns, m.; mansour, y.; ng, a.; and ron, d.",,an experimental and theoretical comparison of model selection methods.,,in proceedings colt-95.,,,1995,,,,
1022,kearns1995b,"m. j. kearns, y. mansour, a. ng, , and d. ron.",,an experimental and theoretical comparison of model selection methods.,,"in proceedings of the eighth annual acm workshop on computational learning theory,",,,1995,"pages 21-30,",,"to appear in machine learning, colt95 special issue.",
1023,kearns1995b,"michael kearns, yishay mansour, andrew y. ng, and dana ron.",,an experimental and theoretical comparison of model selection methods.,,"in proceedings of the eighth annual conference on computational learning theory,",,,1995,,,,32
1024,kearns1995b,"m. kearns, y. mansour, a. y. ng, and d. ron.",,an experimental and theoretical comparison of model selection methods.,,"in proceedings of the eighth annual conference on computational learning theory,",,,1995,"pages 21-30,",,,july
1025,kearns1995b,"m. kearns, y. mansour, a. ng, and d. ron.",,an experimental and theoretical comparison of model selection methods.,,"in proceedings of the eigth annual acm conference on computational learning theory,",,,1995,,,,
1026,kearns1995b,"m. kearns, y. mansour, a. ng, and d. ron.",,an experimental and theoretical comparison of model selection methods.,,"in colt-95,",,,1995,,,,
1027,kearns1995b,"m. kearns, y. mansour, a. y. ng and d. ron,",,"an experimental and theoretical comparison of model selection methods',",,"in proceedings of the seventh workshop on computational learning theory',",,"acm press,",,,,,
1028,kearns1995b,"m. j. kearns, y. mansour, a. ng, , and d. ron.",,an experimental and theoretical comparison of model selection methods.,,"in proceedings of the eighth annual acm workshop on computational learning theory,",,,1995,"pages 21-30,",,"to appear in machine learning, colt95 special issue.",
1029,kearns1995b,"m. kearns, y. mansour, a. y. ng, and d. ron.",,an experimental and theoretical comparison of model selection methods.,,"in proc. of the workshop on computational learning theory,",,,1995,,,,
1030,kearns1995b,"kearns, m. j., mansour, y., ng, a. y., and ron, d.",,an experimental and theoretical comparison of model selection methods.,,"in proceedings of the eighth acm conference on computational learning theory,",,acm press.,(1995).,pages 21-30.,,,
1031,kearns1996a,"kearns, m.",,"a bound on the error of cross validation using the approximation and estimation rates, with consequences for training-test split', neural information processing 8,",,,,"morgan kaufmann,",(1996).,pp. 183-189.,"ed: d.s. touretzky, m,c. mozer and m.e. hasselmo.",,
1032,kearns1996a,"kearns, m.",,"a bound on the error of cross validation using the approximation and estimation rates, with consequences for the training-test split.",,"advances in neural information processing systems, number 8 in nips.",,mit press.,(1996).,,"in touretzky, d. s., mozer, m. c., and hasselmo, m. e., editors,",,
1033,kearns1996a,"kearns, m.,",,"`a bound on the error of cross validation using the approximation and estimation rates, with consequences for the training-test split,'",,"in advances in neural information processing 8,","cambridge, ma:","the mit press,",1996,"183-189,","touretzky, d. s., mozer, m. c., and hasselmo, m. e. (eds.),",,
1034,kearns1996a,"kearns, m. j.",,"a bound on the error of cross validation using the approximation and estimation rates, with consequences for the training-test split.",,"in advances in neural information processing systems 8,",,morgan kaufmann.,(1996).,pages 183-189.,,,
1035,kearns1996a,m. kearns.,,"a bound on the error of cross validation, with consequences for the training-test split.",,"in advances in neural information processing systems 8,",,,1996,"pages 183-189,",,to appear in neural computation.,
1036,kearns1996a,michael kearns.,"volume 8,","a bound on the error of cross validation using the approximation and estimation rates, with consequences for the training-test split.",,"in advances in neural information processing systems,",,"mit press,",1996,pages 183-189.,,,
1037,kearns1996a,m. kearns.,,"a bound on the error of cross validation, with consequences for the training-test split.",,in advances in neural information processing systems 8.,,"the mit press,",1996,,,to appear.,
1038,kearns1996a,m. kearns.,,"a bound on the error of cross validation, with consequences for the training--test split.",,"in advances in neural information processing systems 8,",,,1996,"pages 183-189,",,to appear in neural computation.,
1039,kearns1996a,"kearns, m. j.",,"a bound on the error of cross validation using the approxima-tion and estimation rates, with consequences for the training-test split.",,"in advances in neural information processing systems 8,",,morgan kaufmann.,(1996).,pages 183-189.,,,
1040,kearns1996a,"kearns, m. j.",,"a bound on the error of cross validation using the approximation and estimation rates, with consequences for the training-test split.",,"in advances in neural information processing systems 8,",,morgan kaufmann.,(1996).,pages 183-189.,,,
1041,kearns1996b,"kearns, m. and y.",,mansour (1996). on the boosting ability of top-down decision tree learning algorithms.,,to appear in proceedings of the 28th acm symposium on the theory of computing.,"new york, ny.",acm press:,,,,,
1042,kearns1996b,michael kearns and yishay mansour.,,on the boosting ability of top-down decision tree learning algorithms.,,"in proceedings of the twenty-eighth annual acm symposium on the theory of computing,",,,1996,,,,
1043,kearns1996b,michael kearns and yishay mansour.,,on the boosting ability of top-down decision tree learning algorithms.,,"in proceedings of the twenty-eighth annual acm symposium on the theory of computing,",,,1996,,,,
1044,kearns1996b,m. kearns and y. mansour.,,on the boosting ability of top-down decision tree learning algorithms.,,"in proceedings of the 28th acm symposium on the theory of computing,",,,1996,"pages 459-468,",,,
1045,kearns1996b,michael kearns and yishay mansour.,,on the boosting ability of top-down decision tree learning algorithms.,,"proceedings of the 28th annual acm symposium on the theory of computing,",,"acm press,",1996,"pages 459-468,",,,
1046,kearns1997a,"kearns, m., mansour, y., ng, a. y., & ron, d.","27,",an experimental and theoretical comparsion of model selection methods.,,"machine learning,",,,(1997).,750,,,
1047,kearns1997a,"kearns, m., mansour, y., ng, a., and ron, d.",27,an experimental and theoretical comparison of model selection methods.,,"machine learning,",,,(1997).,7-50.,,,
1048,kearns1997a,"kearns, m. j. and ron, d.",,algorithmic stability and sanity-check bounds for leave-one-out cross-validation.,,in proceedings of the tenth annual conference on computational learning theory.,,morgan kaufmann.,(1997).,,,,
1049,kearns1997a,"kearns, m. j., mansour, y., ng, a. y., and ron, d.",27(1),an experimental and theoretical comparison of model selection methods.,,"machine learning journal,",,,(1997).,7-50.,,,
1050,kearns1997a,"m. kearns, y. mansour, a. ng, and d. ron.",,an experimental and theoretical comparison of model selection methods.,,in machine learning 27:,,,1997,7-50.,,,
1051,kearns1997a,"m. kearns, y. mansour, a. ng, d. ron.",27(1),an experimental and theoretical comparison of model selection methods.,,"machine learning,",,,1997,"7-50,",,,
1052,kearns1997b,"m. kearns, y. mansour, a. ng,",,"an information-theoretic analysis of hard and soft assignment methods for clustering,'",,"proc. 13th conference on uncertainty in artificial intelligence,",,,1997,,,,
1053,kearns1997b,"m. kearns, y. mansour, a. ng.",,"an information--theoretic analysis of hard and soft assignment methods for clustering,'",,"proc. 13th conference on uncertainty in artificial intelligence,",,,1997,,,,
1054,kearns1997b,"m. kearns, y. mansour, and a. y. ng.",,an information-theoretic analysis of hard and soft assignment methods for clustering.,,"in proceedings of the thirteenth conference on uncertainty in artificial intelligence,",,"morgan kaufmann,",1997,pages 282 - 293.,,,
1055,kearns1997b,"kearns, m., mansour, y., and ng, a. y.",,an information-theoretic analysis of hard and soft assignment methods for clustering.,,"in proceedings of the thirteenth annual conference on uncertainty in artificial intelligence (1997),",,,,pp. 282-293.,,,
1056,kearns1998,"kearns, m. and ron, d.",,testing problems with sub-learning sample complexity.,,to appear in proceedings of the eleventh annual acm conference on computational learning theory.,,,1998,,,,
1057,kearns1998,m. kearns and d. ron.,,testing problems with sub-learning sample complexity.,,"manuscript,",,,1998,,,,
1058,kearns1999a,michael kearns and satinder singh.,,finite-sample convergence rates for q-learning and indirect algorithms.,,in neural information processing systems 12.,,"mit press, (to appear),",1999,,,,
1059,kearns1999b,"m. kearns, y. mansour, and a. ng.",,a sparse sampling algorithm for near-optimal planning in large markov decision processes. 1999.,,unpublished manuscript.,,,,,,,
1060,lewis1996,"d. d. lewis, r. e. schapire, j. p. callan, and r. papka.",,training algorithms for linear classifiers.,,"in proc. of the 19th annual international acm-sigir conference on research and development in information retrieval,",,"hartung-gorre verlag,",1996,pages 298-306.,,,
1061,lewis1996,"lewis, d. d., schapire, r. e., callan, j. p., & papka, r.",,training algorithms for linear text classifiers.,,proceedings of the nineteenth annual international acm sigir conference on research and development in information retrieval (pp.,"zurich, switzerland.",,(1996).,298-315).,,,
1062,lewis1996,"lewis, d., r. e. schapire, j. p. callan, and r. papka.",,training algorithms for linear text classifiers.,,"in sigir '96: proc. of the 19th int. conference on research and development in information retrieval,",,,1996,,,,
1063,lewis1996,"lewis, d.; schapire, r. e.; callan, j. p.; and papka, r.",,training algorithms for linear text classifiers.,,in proc. of the 19th annual int. acm sigir conf.,,,1996,,,,
1064,lewis1996,"lewis, d.; schapire, r.; callan, j.; and papka, r.",,training algorithms for linear text classifiers.,,in proceedings of acm sigir conference.,,,1996,,,,
1065,lewis1996,"david lewis, robert schapire, james p. callan, and ron papka.",,training algorithms for linear classifiers.,,"in nineteenth annual international acm sigir conference on research and development in information retrieval,","zurich, switzerland,",,1996,,,,
1066,lewis1996,"lewis, d. d., schapire, r. e., callan, j. p., and papka, r.",,training algorithms for linear text classifiers.,,in proceedings of acm/sigir (1996).,,,,,,,
1067,lewis1996,"d. d. lewis, r. e. schapire, j. p. callan, and r. papka.",,training algorithms for linear text classifiers.,association for computing machinery.,"in proceedings of the nineteenth annual international acm sigir conference on research and development in information retrieval,","zurich,",,1996,"pages 298-306,",,,
1068,lewis1996,"david d. lewis, robert e. schapire, james p. callan, and ron papka.",,training algorithms for linear text classifiers.,,"in sigir '96: proceedings of the 19th annual international acm sigir conference on research and development in information retrieval,",,,1996,,,to appear.,
1069,lewis1996,"david d. lewis, robert e. schapire, james p. callan, and ron papka.",,training algorithms for linear text classifiers.,,"in sigir '96: proceedings of the 19th annual international acm sigir conference on research and development in information retrieval,",,,1996,298-306.,,,
1070,lewis1996,"d. lewis, r. schapire, j. callan, and r. papka,",,"training algorithms for linear text classifiers,'",,"proceeding of sigir,",,,1996,"298-306,",,,
1071,lewis1996,"d. lewis, r. schapire, j. callan, and r. papka.",,training algorithms for linear text classifiers.,,"in proceedings of sigir '96,",,,1996,"pages 298-306,",,,
1072,lewis1996,"d. lewis, r. schapire, j. callan, and r. papka,",,"training algorithms for linear text classifiers,'",,"proceedings of sigir,",,,1996,"298-306,",,,11
1073,lewis1996,"david lewis, robert schapire, james callan, and ron papka.",,"training algorithm for linear text classi fiers. in hans-peter frei, donna harman,","association for computing machinery,","proceedings of the nineteenth annual international acm sigir conference on research and development in information retrieval,","new york,",,1996,pages 298-306.,"peter schauble, and ross wilkinson, editors,",,13
1074,lewis1996,"d. lewis, r. schapire, j. callan, and r. papka.",,training algorithms for linear text classifiers.,,"in sigir-96,",,,1996,"pages 298-306,",,,
1075,lewis1996,"david lewis, robert schapire, james callan, and ron papka.",,training algorithm for linear text classifiers.,,"in proceedings of the nineteenth annual international acm sigir conference on research and development in information retrieval,",,,1996,"pages 298-306,",,,august
1076,lewis1996,"d. lewis, r. schapire, j. callan, and r. papka,",,"training algorithms for linear text classifiers',",,"proceedings of sigir 1996,",,,,pp. 298-306.,,,
1077,lewis1996,"d. lewis, r. e. shapire, j. p. callan, and r. papka.",,training algorithms for linear text classifiers.,,"in proceedings of the nineteenth annual international acm sigir conference on research and development in information retrieval,",,,1996,"pages 298-306,",,,
1078,lewis1996,"david d. lewis, robert e. schapire, james p. callan, and ron papka.",,training algorithms for linear text classifiers.,,"in sigir '96: proceedings of the 19th annual international acm sigir conference on research and development in information retrieval,",,,1996,298-306.,,,
1079,lewis1996,"david d. lewis, robert e. schapire, james p. callan, and ron papka.",,training algorithms for linear text classifiers.,,"in sigir '96: proceedings of the 19th annual international acm sigir conference on research and development in information retrieval,",,,1996,298-306.,,,
1080,lewis1996,"david d. lewis, robert e. shapire, james p. callan, and ron papka.",,training algorithms for linear text classifiers.,,"in proceedings of the 19 th annual international acm sigir conference on research and development in information retrieval,",,,1996,"pages 298-306,",,,
1081,littlestone,"littlestone, n, schapire, and warmuth, m.,",,"hypothesis schemas,",,in progress.,,,,,,,
1082,rivest1987,"rivest, r. & schapire, r.",,a new approach to unsupervised learning in deterministic environments.,,"in proceedings of the fourth international workshop on machine learning,","irvine, ca.",,(1987).,"(pp. 364-375),",,,
1083,rivest1987,"rivest, r. l. & schapire, r. e.",,"a new approach to unsupervised learning in deterministic environments. in langley,",,proceedings of the fourth international workshop on machine learning.,,,(1987b).,,"p. (ed.),",,
1084,rivest1987,"rivest, r. l., & schapire, r. e.",,(1987) a new approach to unsupervised learning in deterministic environments.,,"proceedings of the fourth international workshop on machine learning,","irvine, ca.","morgan kaufmann,",,364-375.,,,
1085,rivest1987,"rivest, r.l., & schapire, r.e.",,a new approach to unsupervised learning in deterministic environments.,,"proceedings of the fourth international workshop on machine learning, pat langley,",,"ed.,",(1987).,pp. 364-375.,,,
1086,rivest1987,r. l. rivest and r. e. schapire.,,"a new approach to unsupervised learning in deterministic environments. in pat langley, editor,",,"proceedings of the fourth international workshop on machine learning,","irvine, ca,",,1987,"pages 364-375,",,,june
1087,rivest1987,r. l. rivest and r. e. schapire.,,a new approach to unsupervised learning in deterministic environments.,,"proceedings of the fourth international workshop on machine learning,","irvine, california,",,1987,"pages 364375,","in p. langley, editor,",,june
1088,rivest1987,"rivest, r. l. and schapire, r. e.",,"a new approach to unsupervised learning in deterministic environments. in langley,",,"proceedings of the fourth international workshop on machine learning,","irvine, ca.",,(1987).,pages 364-375.,"p., editor,",,
1089,rivest1987d,r. rivest and r. schapire.,,diversity-based inference of finite automata.,,"proceedings of the 28th ieee symposium on foundations of computer science,",,,(1987).,(pp. 78-87).,,to appear in jacm.,
1090,rivest1987d,"rivest, r. l. & schapire, r. e.",,diversity-based inference of finite au tomata.,,"in proceedings of the twenty-eighth annual symposium on foundations of computer science,",,,(1987a).,(pp. 78-87).,,,
1091,rivest1987d,"rivest, r. l., & schapire, r. e.",,diversity-based inference of finite automata.,,"in proceedings of the 28th ieee symp. on foundations of computer science,",,,(1987).,pp. 78-87.,,,
1092,rivest1987d,"rivest, r.l. and schapire, r.e.",,diversity-based inference of finite automata.,,in proceedings of 28th foundation of computer science. ieee.,,,1987,,,,
1093,rivest1987d,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite automata.,,"in proceedings of foundations of computer science,",,,1987,,,,
1094,rivest1987d,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite automata.,,"in proceedings of the 29th acm symposium on foundations of computer science,",,,1987,"pages 78-87,",,,
1095,rivest1987d,r. rivest and s. schapire.,,diversity-based inference of finite automata.,,"in proc. 28th focs,",,"ieee,",1987,pages 78-87.,,,
1096,rivest1987d,r. l. rivest and r. e. schapire.,,diversity-based inference of finite automata.,,"in proceedings of focs-87,",,,1987,,,,october
1097,rivest1987d,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite automata.,,"in 28th annual symposium on foundations of computer science,",,,1987,"pages 78-87,",,"to appear, journal of the association for computing machinery.",october
1098,rivest1987d,r. l. rivest and r. e. schapire.,,diversity-based inference of finite automata.,,"in proceedings of foundations of computer science,",,,1987,,,,
1099,rivest1987d,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite au tomata.,,"in proceeding of the twenty-eighth annual symposium on foundations of computer science,","los angeles, california,",,1987,"pages 78-87,",,,october
1100,rivest1987d,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite automata.,,"in proceeding of the twenty-eighth annual symposium on foundations of computer science,","los angeles, california,",,1987,"pages 78-87,",,,october
1101,rivest1987d,r. l. rivest and r. e. schapire.,,diversity based inference of finite automata.,,"in ieee symposium on the foundations of computer science,",,,1987,"pages 78-87,",,,
1102,rivest1987d,r. l. rivest and r. e. schapire.,,diversity-based inference of finite automata.,,"in proc. 28th ieee symp. on foundations of computer science,",,,1987,"pages 78-87,",,,23
1103,rivest1987d,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite automata.,,"in proceedings of the twenty-eighth annual symposium on foundations of computer science,","los an-geles, california,",,1987,"pages 78-87,",,,october
1104,rivest1987d,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite automata.,,"in proceedings of the twenty-eighth annual symposium on foundations of computer science,","los angeles, california,",,1987,"pages 78-87,",,,october
1105,rivest1989,"rivest, r. l., & schapire, r. e.",,inference of finite automata using homing sequences.,,"in proceedings of the 21th acm symp. on theory of computing,",,,(1989).,pp. 411-420.,,,
1106,rivest1989,"rivest, r.l. and schapire, r.e.",,inference of finite automata using homing sequences.,,in proceedings of 21th annual acm sympposium on theory of computing.,,,1989,,,,
1107,rivest1989,r. l. rivest and r. e. schapire.,,inference of finite automata using homing sequences.,,"in proceedings of the 21th acm symposium on theory and computing,",,,1989,"pages 411-420,",,,
1108,rivest1989,r. rivest and r. schapire.,,inference of finite automata using homing sequences.,,"in proceedings of 21th annual acm symposium on theory of computing,",,,1989,,,,
1109,rivest1989,ronald l. rivest and robert e. schapire.,,inference of finite automata using homing sequences.,,"in proceedings of the twenty first annual acm symposium on theoretical computing,",,,1989,"pages 411-420,",,,
1110,rivest1989,r. rivest and s. schapire.,,inference of finite automata using homing sequences.,,"in proc. 21st stoc,",,"acm,",1989,pages 411-420.,,,
1111,rivest1989,ronald l. rivest and robert e. schapire.,,inference of finite automata using homing sequences.,,"in proceedings of the twenty first annual acm symposium on theory of computing,",,,1989,"pages 411-420,",,"to appear, information and computation.",may
1112,rivest1989,r. l. rivest and r. e. schapire.,,inference of finite automata using homing sequences (extended abstract).,,"in proceedings of the twenty-first annual acm symposium on theory of computing,","seattle, washington,",,1989,"pages 411-420,",,,
1113,rivest1989,r. rivest and r. schapire.,,inference of finite automata using homing sequences.,,"proceedings of the 21st annual acm symposium on theory of computing,",,,1989,"pages 411-420,",,,
1114,rivest1989,ronald l. rivest and robert e. schapire.,,inference of finite automata using homing sequences.,,"in proceedings of the twenty-first annual acm symposium on theory of computing,",,,1989,"pages 411-420,",,,may
1115,rivest1989,"rivest, ronald l. and robert e. schapire.",,"inference of finite automata using homing sequences,'",,"proceedings of the twenty-first annual acm symposium on theory of computing, acm,","seattle, washington,",,"1989,",pp. 411-420.,,,may
1116,rivest1989,r. l. rivest and r. e. schapire.,,inference of finite automata using homing sequences.,"association for computing machinery,","in proceedings of the twenty first annual acm symposium on theory of computing,",,,1989,pages 411-420.,,,
1117,rivest1989,r. l. rivest and r. e. schapire.,,inference of finite automata using homing sequences.,,"in acm symposium on the theory of computing,",,,1989,"pages 411-420,",,,
1118,rivest1989,ronald l. rivest and robert e. schapire.,,inference of finite automata using homing sequences.,,"in proceedings of the twenty first annual acm symposium on theory of computing,",,,1989,"pages 411-420,",,,may
1119,rivest1989,ronald l. rivest and robert e. schapire.,,inference of finite automata using homing sequences.,,"in proc. 21st ann. acm symp. on theoretical computing,",,,1989,,,,
1120,rivest1992,"r. rivest,",,"the md5 message-digest algorithm,' network working group request for comments rfc 1321,",,"ietf,",,,1993,,,"h. schulzrinne expires 03/01/94 [page 56] internet-draft draft-ietf-avt-issues-01.ps october 20,",apr.
1121,rivest1992,"r. rivest,",,"the md5 message-digest algorithm, request for comments (informational) rfc 1321,","internet engineering task force,",,,,1992,,,schulzrinne/casner/frederick/jacobson expires 9/1/95 [page 62],apr.
1122,rivest1993,r. rivest and r. schapire.,"103,",inference of finite automata using homing sequences.,,"information and computation,",,,(1993).,299-347.,,,
1123,rivest1993,"rivest, r. & schapire, r.",299 - 347.,"inference of finite automata using homing sequences',",,"information and computation 103(2),",,,"(1993),",,,,
1124,rivest1993,"rivest, r. l. & schapire, r. e.","103(2),",inference of finite automata using homing sequences.,,"information and computation,",,,(1993).,299-347.,,,
1125,rivest1993,"rivest, r. l., & schapire, r. e.",,inference of finite automata using homing sequences.,,"information and computation,",,,(1993).,"103 , 299-347.",,,
1126,rivest1993,"rivest, r. l., and schapire, r. e.",,inference of finite automata using homing sequences.,,information and computation 103(2),,,1993,299-347.,,,
1127,rivest1993,"rivest, r.l. and r.e. schapire,","103:2,",1993 inference of finite automata using homing sequences.,,"information and computation,",,,,pp. 299-347.,,,
1128,rivest1993,r. rivest and r. schapire.,103,inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,
1129,rivest1993,r. rivest and r. schapire.,,inference of finite automata using homing sequences.,,,,,1993,,,"information and computation (to appear),",
1130,rivest1993,ronald. l. rivest and robert. e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,
1131,rivest1993,r. rivest and r. schapire.,103,inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,
1132,rivest1993,r.e. schapire r. l. rivest.,,inference of finite automata using homing sequences. in r.l.,,"machine learning: from theory to applications,",,"springer,",1993,pages 51-73.,"rivest s. j. hanson, w. remmele, editor,",,
1133,rivest1993,r. rivest and r. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,
1134,rivest1993,"r.l. rivest and r.e. schapire,",,"inference of finite automata using homing sequences,",,"in formation and computation 103 #2 (1993),",,,,299-347.,,,
1135,rivest1993,ronald. l. rivest and robert. e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,
1136,rivest1993,r. l. rivest and r. e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,
1137,rivest1993,r. l. rivest and r. e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,
1138,rivest1993,r. rivest and r. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,
1139,rivest1993,ronald l. rivest and robert e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,april
1140,rivest1993,ronald l. rivest and robert e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,16
1141,rivest1993,r.l. rivest and r.e. schapire.,,inference of finite automata using homing sequences.,,"information and computation,",,,1993,,,,
1142,rivest1993,r. l. rivest and r. e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,apr.
1143,rivest1993,r. rivest and r. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,12
1144,rivest1993,ronald l. rivest and robert e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,april
1145,rivest1993,ronald l. rivest and robert e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,april
1146,rivest1993,rivest r.l. and schapire r.e.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1997,"299-347,",,,april
1147,rivest1993,r. l. rivest and r. e. schapire.,103,inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,
1148,rivest1993,ronald l. rivest and robert e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,april
1149,rivest1993,ronald l. rivest and robert e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,120 bibliography,april
1150,rivest1993,r.e. schapire r. l. rivest.,,inference of finite automata using homing sequences. in r.l.,,"machine learning: from theory to applications,",,"springer,",1993,pages 51-73.,"rivest s. j. hanson, w. remmele, editor,",,
1151,rivest1993,ronald l. rivest and robert e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,april
1152,rivest1993,ronald l. rivest and robert e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,
1153,rivest1993,r. l. rivest and r. e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,
1154,rivest1993,r. l. rivest and r. e. schapire.,,"inference of finite automata using homing sequences. information and computation,",,,"103:299347,",,1993,,,,
1155,rivest1993,r. rivest and r. schapire.,103(2),inference of finite automata using homing sequences.,,"information and compuation,",,,1993,page 9,,,
1156,rivest1993,ronald l. rivest and robert e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,april
1157,rivest1993,"rivest, r., and schapire, r.",,inference of finite automata using homing sequences.,,information and computation 103,,,1993,299-347.,,,
1158,rivest1993,"rivest, r. l. and schapire, r. e.",103(2),inference of finite automata using homing sequences.,,"information and computation,",,,(1993).,299-347.,,,
1159,rivest1994,r. rivest and r. schapire.,43(3),diversity-based inference of finite automata.,,"journal of the association for computing machinery,",,,1994,"555-589,",,,
1160,rivest1994,r. l. rivest and r. e. schapire.,43(3),diversity-based inference of finite automata.,,"journal of the association for computing machinery,",,,1994,"555-589,",,,
1161,rivest1994,r. rivest and r. schapire.,43(3),diversity-based inference of finite automata.,,"journal of the association for computing machinery,",,,1994,"555-589,",,,
1162,rivest1994,r. rivest and r. schapire.,43(3),diversity-based inference of finite automata.,,"journal of the association for computing machinery,",,,1994,"555-589,",,,
1163,rivest1994,r. l. rivest and r. e. schapire.,,diversity-based inference of finite automata.,,"journal of the association for computing machinery,",,,1993,,,,
1164,schapire,"robert e. schapire, yoav freund, peter bartlett, and wee sun lee.",,boosting the margin: a new explanation for the effectiveness of voting methods.,,"annals of statistics,",,,,,,to appear.,
1165,schapire,"robert e. schapire, yoav freund, peter bartlett, and wee sun lee.",,boosting the margin: a new explanation for the effectiveness of voting methods.,,"annals of statistics,",,,,,,to appear.,
1166,schapire1988,"schapire, r. e.",,diversity-based inference of finite automata.,"massachusetts institute of technology,","master's thesis,","cambridge, ma.",,(1988).,,,,
1167,schapire1989,r. schapire.,,on the strength of weak learnability.,,"proceedings of the 30th i.e.e.e. symposium on the foundations of computer science,",,,"1989,",pp. 28-33.,,,
1168,schapire1989,r. schapire.,,on the strength of weak learnability.,,"42 proceedings of the 30th i.e.e.e. symposium on the foundations of computer science,",,,"1989,",pp. 28-33.,,,
1169,schapire1990,robert e. schapire.,5(2),the strength of weak learnability.,,"machine learning,",,,1990,"197-227,",,,
