label,left_id,left_cluster_name,left_authors,left_a1,left_title,left_affiliation,left_proceeding,left_location,left_a2,left_a3,left_pages,left_editor,left_a4,left_a5,right_id,right_cluster_name,right_authors,right_a1,right_title,right_affiliation,right_proceeding,right_location,right_a2,right_a3,right_pages,right_editor,right_a4,right_a5,id
0,332,freund1996a,yoav freund.,,predicting a binary sequence almost as well as the optimal biased coin.,,"in proceedings of the ninth annual conference on computational learning theory,",,,1996,,,,,179,freund0000a,yoav freund and robert e. schapire.,,"adaptive game playing using multiplicative weights. games and economic behavior,",,,,,,,,(to appear).,,1273
0,509,haussler1991,"d. haussler, m. kearns, n. littlestone, and m. k. warmuth.",95(2),equivalence of models for polynomial learnability.,,"inform. comput.,",,,1991,"129-161,",,,december,179,freund0000a,yoav freund and robert e. schapire.,,"adaptive game playing using multiplicative weights. games and economic behavior,",,,,,,,,(to appear).,,1274
0,175,feder1995,"m. feder, y. freund, and y. mansour.",,optimal universal learning and prediction of probabilistic concepts.,,"in proc. of ieee information theory conference,",,"ieee,",1995,page 233.,,,,179,freund0000a,yoav freund and robert e. schapire.,,"adaptive game playing using multiplicative weights. games and economic behavior,",,,,,,,,(to appear).,,1275
0,90,dietterich1996,"tom dietterich, michael kearns, and yishay mansour.",,applying the weak learning framework to understand and improve c4.5.,,"in machine learning: proceedings of the thirteenth international conference,",,,1996,,,,,179,freund0000a,yoav freund and robert e. schapire.,,"adaptive game playing using multiplicative weights. games and economic behavior,",,,,,,,,(to appear).,,1276
0,1264,bauer1992,"eric bauer and ron kohavi wolpert, d. h.",,"`stacked generalization',",,"neural networks 5,",,,"(1992),",241-259.,,,,669,kearns1987,"m. kearns, m. li, l. pitt, and l. valiant,",,"on the learnability of boolean formulae,",,"in proc. 19 th acm symposium on theory of computing,",,"acm,",1987,pages 285-295.,,,,1277
0,136,ehrenfeucht1988,"a. ehrenfeucht, d. haussler, m. kearns. l.g. valiant.",,a general lower bound on the number of examples needed for learning.,,"33 proceedings of the 1988 workshop on computational learning theory,",,"morgan kaufmann publishers,","1988,",pp. 139-154.,,,,669,kearns1987,"m. kearns, m. li, l. pitt, and l. valiant,",,"on the learnability of boolean formulae,",,"in proc. 19 th acm symposium on theory of computing,",,"acm,",1987,pages 285-295.,,,,1278
0,101,drucker1992,"drucker, h., schapire, r., and simard, r.",,improving performance in neural networks using a boosting algorithm.,,"advances in neural information processing systems 5,","san mateo, ca.",morgan kaufmann.,1993,"pages 42-49,","in hanson, s. j., cowan, j. d., and giles, c. l., editors,",,,669,kearns1987,"m. kearns, m. li, l. pitt, and l. valiant,",,"on the learnability of boolean formulae,",,"in proc. 19 th acm symposium on theory of computing,",,"acm,",1987,pages 285-295.,,,,1279
0,1264,bauer1992,"eric bauer and ron kohavi wolpert, d. h.",,"`stacked generalization',",,"neural networks 5,",,,"(1992),",241-259.,,,,264,freund1993b,"freund, y.",,data filtering and distribution modeling algorithms for machine learning.,university of california at santa cruz.,"phd thesis,",,,(1993).,,,available as technical report ucsc-crl-93-37.,,1280
0,1274,schapire1997,"r. schapire, y. freund, p. bartlett, and w. s. lee.",,boosting the margin; a new explanation for the effectiveness of voting methods.,,in proceedings of the fourteenth international conference on machine learning.,,"morgan kaufmann publishers, inc.,",1997,,,to appear. 11,,264,freund1993b,"freund, y.",,data filtering and distribution modeling algorithms for machine learning.,university of california at santa cruz.,"phd thesis,",,,(1993).,,,available as technical report ucsc-crl-93-37.,,1281
0,1152,rivest1993,ronald l. rivest and robert e. schapire.,103(2),inference of finite automata using homing sequences.,,"information and computation,",,,1993,"299-347,",,,,264,freund1993b,"freund, y.",,data filtering and distribution modeling algorithms for machine learning.,university of california at santa cruz.,"phd thesis,",,,(1993).,,,available as technical report ucsc-crl-93-37.,,1282
0,618,kautz1993,"kautz, h., kearns, m., and selman, b.",,reasoning with characteristic models.,,"in proc. of the national conference on artificial intelligence (1993),",,,1993,pp. 34-39.,,,,264,freund1993b,"freund, y.",,data filtering and distribution modeling algorithms for machine learning.,university of california at santa cruz.,"phd thesis,",,,(1993).,,,available as technical report ucsc-crl-93-37.,,1283
0,1006,kearns1994d,"m. kearns, r. schapire, and l. sellie.",,toward efficient agnostic learning.,,"machine learning,",,,,,,,,264,freund1993b,"freund, y.",,data filtering and distribution modeling algorithms for machine learning.,university of california at santa cruz.,"phd thesis,",,,(1993).,,,available as technical report ucsc-crl-93-37.,,1284
0,130,ehrenfeucht1988,"ehrenfeucht, a.; haussler, d.; kearns, m.; and valiant, l.g.",,a general lower bound on the number of examples needed for learning.,,"in proceedings of the first workshop on computational learning theory,","boston, ma:",morgan kaufmann.,1988,139-154.,,,,264,freund1993b,"freund, y.",,data filtering and distribution modeling algorithms for machine learning.,university of california at santa cruz.,"phd thesis,",,,(1993).,,,available as technical report ucsc-crl-93-37.,,1285
0,1264,bauer1992,"eric bauer and ron kohavi wolpert, d. h.",,"`stacked generalization',",,"neural networks 5,",,,"(1992),",241-259.,,,,1097,rivest1987d,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite automata.,,"in 28th annual symposium on foundations of computer science,",,,1987,"pages 78-87,",,"to appear, journal of the association for computing machinery.",october,1286
1,1094,rivest1987d,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite automata.,,"in proceedings of the 29th acm symposium on foundations of computer science,",,,1987,"pages 78-87,",,,,1097,rivest1987d,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite automata.,,"in 28th annual symposium on foundations of computer science,",,,1987,"pages 78-87,",,"to appear, journal of the association for computing machinery.",october,1287
1,1090,rivest1987d,"rivest, r. l. & schapire, r. e.",,diversity-based inference of finite au tomata.,,"in proceedings of the twenty-eighth annual symposium on foundations of computer science,",,,(1987a).,(pp. 78-87).,,,,1097,rivest1987d,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite automata.,,"in 28th annual symposium on foundations of computer science,",,,1987,"pages 78-87,",,"to appear, journal of the association for computing machinery.",october,1288
0,1264,bauer1992,"eric bauer and ron kohavi wolpert, d. h.",,"`stacked generalization',",,"neural networks 5,",,,"(1992),",241-259.,,,,324,freund1995f,"yoav freund, michael j. kearns, yishay mansour, dana ron, ronitt rubinfeld, and robert e. schapire.",,efficient algorithms for learning to play repeated games against computationally bounded adversaries.,,"to appear in proceedings of the thirty sixth annual symposium on foundations of computer science,",,,1995,,,,,1289
0,922,kearns1994a,"m. kearns, y. mansour, d. ron, r. rubinfeld, r. e. schapire, and l. sellie.",,on the learnability of discrete distributions.,,"in acm symposium on the theory of computing,",,,1994,"pages 273-282,",,,,324,freund1995f,"yoav freund, michael j. kearns, yishay mansour, dana ron, ronitt rubinfeld, and robert e. schapire.",,efficient algorithms for learning to play repeated games against computationally bounded adversaries.,,"to appear in proceedings of the thirty sixth annual symposium on foundations of computer science,",,,1995,,,,,1290
0,338,freund1996b,"y. freund and r. schapire,",,"game theory, on-line prediction and boosting,",,"in proceedings of the 9th annual conference on computational learning theory,",,,1996,,,,,324,freund1995f,"yoav freund, michael j. kearns, yishay mansour, dana ron, ronitt rubinfeld, and robert e. schapire.",,efficient algorithms for learning to play repeated games against computationally bounded adversaries.,,"to appear in proceedings of the thirty sixth annual symposium on foundations of computer science,",,,1995,,,,,1291
0,1264,bauer1992,"eric bauer and ron kohavi wolpert, d. h.",,"`stacked generalization',",,"neural networks 5,",,,"(1992),",241-259.,,,,991,kearns1994cryp,m. kearns and l. valiant.,41,cryptographic limitations on learning boolean formulae and finite automata.,,"journal of the association for computing machinery,",,,1994,"67-95,",,an extended abstract of this paper appeared in stoc89.,,1292
0,815,kearns1992c,"m. j. kearns, r. e. schapire, and l. m. sallie,",,"toward efficient agnostic learning,",,"in 'proceedings of the 5th annual workshop on computational learning theory,",,,"1992,'",pp. 341-353.,,,,991,kearns1994cryp,m. kearns and l. valiant.,41,cryptographic limitations on learning boolean formulae and finite automata.,,"journal of the association for computing machinery,",,,1994,"67-95,",,an extended abstract of this paper appeared in stoc89.,,1293
1,979,kearns1994cryp,m. kearns and l. valiant.,,cryptographic limitations on learning boolean formulae and finite automata.,,"journal of the association for computing machinery,",,,(1994).,"41 , 67-95.",,,,991,kearns1994cryp,m. kearns and l. valiant.,41,cryptographic limitations on learning boolean formulae and finite automata.,,"journal of the association for computing machinery,",,,1994,"67-95,",,an extended abstract of this paper appeared in stoc89.,,1294
1,987,kearns1994cryp,m. kearns and l. g. valiant.,41(1),cryptographic limitations on learning boolean formulae and finite automata.,,"journal of the acm,",,,1994,"67-95,",,,,991,kearns1994cryp,m. kearns and l. valiant.,41,cryptographic limitations on learning boolean formulae and finite automata.,,"journal of the association for computing machinery,",,,1994,"67-95,",,an extended abstract of this paper appeared in stoc89.,,1295
0,1264,bauer1992,"eric bauer and ron kohavi wolpert, d. h.",,"`stacked generalization',",,"neural networks 5,",,,"(1992),",241-259.,,,,180,freund0000a,yoav freund and robert e. schapire.,,"adaptive game playing using multiplicative weights. games and economic behavior,",,,,,,,,(to appear).,,1296
0,1056,kearns1998,"kearns, m. and ron, d.",,testing problems with sub-learning sample complexity.,,to appear in proceedings of the eleventh annual acm conference on computational learning theory.,,,1998,,,,,180,freund0000a,yoav freund and robert e. schapire.,,"adaptive game playing using multiplicative weights. games and economic behavior,",,,,,,,,(to appear).,,1297
0,553,haussler1994,"haussler, d., kearns, m., seung, h. s., & tishby, n.",,rigorous learning curve bounds from statistical mechanics.,,"in proc. 7th annu. acm workshop on comput. learning theory,","new york, ny.","acm press,",(1994).,pp. 76-87.,,,,180,freund0000a,yoav freund and robert e. schapire.,,"adaptive game playing using multiplicative weights. games and economic behavior,",,,,,,,,(to appear).,,1298
0,326,freund1995f,"y. freund, m. kearns, y. mansour, d. ron, r. rubinfeld, and r. e. schapire.",,efficient algorithms for learning to play repeated games against computationally bounded adversaries.,,"in proceedings of the thirty sixth annual symposium on foundations of computer science,",,,1995,"pages 332-341,",,,,180,freund0000a,yoav freund and robert e. schapire.,,"adaptive game playing using multiplicative weights. games and economic behavior,",,,,,,,,(to appear).,,1299
0,239,freund1992c,"freund, y., and haussler, d.,",,unsupervised learning of distributions on binary vectors using two layer networks. pp.,,"912919 in neural information processing systems 4, edited by j.moody, s.j.hanson and r.p.lippmann.","san mateo, ca,","morgan kaufmann publishers,",1992,,,,,180,freund0000a,yoav freund and robert e. schapire.,,"adaptive game playing using multiplicative weights. games and economic behavior,",,,,,,,,(to appear).,,1300
0,1262,schapire1997,"schapire, r. e., freund, y., bartlett, p. & lee, w. s.",,"boosting the margin: a new explanation for the effectiveness of voting methods,",,"`machine learning: proceedings of the fourteenth international conference',",,"morgan kaufmann,","(1997),",pp. 322-330.,"in d. fisher, ed.,",,,180,freund0000a,yoav freund and robert e. schapire.,,"adaptive game playing using multiplicative weights. games and economic behavior,",,,,,,,,(to appear).,,1301
0,452,goldman1990a,"sally a. goldman, michael j. kearns, and robert e. schapire.",,on the sample complexity of weak learning.,,"in proceedings of the third annual workshop on computational learning theory,",,"morgan kaufmann,",1990,pages 217-231.,,,,180,freund0000a,yoav freund and robert e. schapire.,,"adaptive game playing using multiplicative weights. games and economic behavior,",,,,,,,,(to appear).,,1302
0,910,kearns1994a,"m. j. kearns, y. mansour, d. ron, r. rubinfeld, r. e. schapire, and l. sellie.",,on the learnability of discrete distributions.,,"in the 25th annual acm symposium on theory of computing,",,,1994,"pages 273-282,",,,,180,freund0000a,yoav freund and robert e. schapire.,,"adaptive game playing using multiplicative weights. games and economic behavior,",,,,,,,,(to appear).,,1303
0,228,freund1992b,yoav freund.,,an improved boosting algorithm and its implications on learning complexity.,,"in proceedings of the fifth annual acm workshop on computational learning theory,",,"acm press,",1992,pages 391-398.,,,,180,freund0000a,yoav freund and robert e. schapire.,,"adaptive game playing using multiplicative weights. games and economic behavior,",,,,,,,,(to appear).,,1304
0,136,ehrenfeucht1988,"a. ehrenfeucht, d. haussler, m. kearns. l.g. valiant.",,a general lower bound on the number of examples needed for learning.,,"33 proceedings of the 1988 workshop on computational learning theory,",,"morgan kaufmann publishers,","1988,",pp. 139-154.,,,,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1305
0,1164,schapire,"robert e. schapire, yoav freund, peter bartlett, and wee sun lee.",,boosting the margin: a new explanation for the effectiveness of voting methods.,,"annals of statistics,",,,,,,to appear.,,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1306
0,1286,schapire1997u,robert e. schapire.,,using output codes to boost multiclass learning problems.,,"in machine learning: proceedings of the fourteenth international conference,",,,1997,"pages 313-321,",,,,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1307
0,1286,schapire1997u,robert e. schapire.,,using output codes to boost multiclass learning problems.,,"in machine learning: proceedings of the fourteenth international conference,",,,1997,"pages 313-321,",,,,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1308
0,1162,rivest1994,r. rivest and r. schapire.,43(3),diversity-based inference of finite automata.,,"journal of the association for computing machinery,",,,1994,"555-589,",,,,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1309
0,1027,kearns1995b,"m. kearns, y. mansour, a. y. ng and d. ron,",,"an experimental and theoretical comparison of model selection methods',",,"in proceedings of the seventh workshop on computational learning theory',",,"acm press,",,,,,,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1310
0,683,kearns1987b,"michael kearns, ming li, leonard pitt, and leslie valiant.",,recent results on boolean concept learning.,"university of california, irvine,","in proceedings of the fourth international workshop on machine learning,",,,1987,"pages 337-352,",,,june,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1311
0,458,goldman1990c,"sally a. goldman, ronald l. rivest, and robert e. schapire.",,learning binary relations and total orders.,"mit laboratory for computer science,","technical report mit/lcs/tm-413,",,,1989,,,"a preliminary version is available in proceedings of the thirtieth annual symposium on foundations of computer science, pages 46-51,",may,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1312
0,792,kearns1990c,michael j. kearns and robert e. schapire.,"volume i,",efficient distribution-free learning of probablistic concepts.,,"in proceedings of the thirty-first annual symposium on foundations of computer science,",,"ieee,",1990,pages 382-391.,,,,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1313
0,1045,kearns1996b,michael kearns and yishay mansour.,,on the boosting ability of top-down decision tree learning algorithms.,,"proceedings of the 28th annual acm symposium on the theory of computing,",,"acm press,",1996,"pages 459-468,",,,,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1314
0,1161,rivest1994,r. rivest and r. schapire.,43(3),diversity-based inference of finite automata.,,"journal of the association for computing machinery,",,,1994,"555-589,",,,,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1315
0,1262,schapire1997,"schapire, r. e., freund, y., bartlett, p. & lee, w. s.",,"boosting the margin: a new explanation for the effectiveness of voting methods,",,"`machine learning: proceedings of the fourteenth international conference',",,"morgan kaufmann,","(1997),",pp. 322-330.,"in d. fisher, ed.,",,,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1316
0,433,freund1997d,y. freund and y. mansour.,,learning under persistent drift.,,"proceedings of the 1997 european conference on computational learning theory,",,,1997,,,,,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1317
0,557,haussler1994,"d. haussler, m. kearns, h. s. seung, and n. tishby.",,rigorous learning curve bounds from statistical mechanics.,,"in proceedings of the seventh annual acm conference on computational learning theory,","new york, 1994.",acm.,,"pages 76-87,",,,,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1318
0,1087,rivest1987,r. l. rivest and r. e. schapire.,,a new approach to unsupervised learning in deterministic environments.,,"proceedings of the fourth international workshop on machine learning,","irvine, california,",,1987,"pages 364375,","in p. langley, editor,",,june,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1319
0,1099,rivest1987d,ronald l. rivest and robert e. schapire.,,diversity-based inference of finite au tomata.,,"in proceeding of the twenty-eighth annual symposium on foundations of computer science,","los angeles, california,",,1987,"pages 78-87,",,,october,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1320
0,1288,schapire1998,"schapire, r. & singer, y.",,"improved boosting algorithms using confidence-rated predictions,",,in `proceedings of the eleventh annual conference on computational learning theory'.,,,"(1998),",43,,,,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1321
0,399,freund1996d,"freund, y. and schapire, r.e.",,a decision-theoretic generalization of on-line learning and an application to boosting.,,,,,,,,unpublished manuscript (available at http://www.research.att.com/~yoav).,,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1322
0,287,freund1995b,yoav freund and robert e. schapire.,"eurocolt '95,",a decision-theoretic generalization of on-line learning and an application to boosting.,,"in computational learning theory: second european conference,",,"springer-verlag,",1995,pages 23-37.,,,,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1323
0,1001,kearns1994d,"m. kearns, r. schapire, and l. sellie.",,toward efficient agnostic learning.,,"machine learning,",,,,,,,,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1324
0,182,freund1995a,"freund, y.",,"boosting a weak learning algorithm by majority,",,"in 'proceedings of the third annual workshop on computational learning theory',",,,"(1990),",pp. 202-216.,,to appear in information and computation.,,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1325
0,603,helmbold1996,"helmbold, d. p., r. e. schapire, y. singer and m. k.",,warmuth (1996). on-line portfolio selection using multilpicative upyears.,,in: machine learning: proceedings of the thirteenth international conference.,,,1997,,,,"revised july,",1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1326
0,620,kautz1993,"kautz, h.; kearns, m.; and selman, b.",,reasoning with characteristic models.,,"in proceedings of the national conference on artificial intelligence,",,,1993,34-39.,,,,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1327
0,92,dietterich1996,"t. dietterich, m. kearns, and y. mansour.",,applying the weak learning framework to understand and improve c4.5.,,"unpublished manuscript,",,,1996,,,,,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1328
0,207,freund1992a,"freund, y.; seung, h.s.; shamir, e.; and tishby, n.",,"information, prediction, and query by committee.",,"in advances in neural informations processing systems 5,","san mateo, ca.",morgan kaufmann.,1992,483-490.,,,,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1329
0,510,haussler1991,"david haussler, michael kearns, nick littlestone, and manfred k. warmuth.",95(2),equivalence of models for polynomial learnability.,,"information and computation,",,,1991,"129-161,",,,december,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1330
0,237,freund1992c,y. freund and d. haussler.,,unsupervised learning of distributions on binary vectors using 2-layer networks.,,"in advances in neural information processing systems 4,",,"morgan kaufmann publishers,",1992,pages 912-919.,,,,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1331
0,926,kearns1994b,"kearns, m. & vazirani, u.",,an introduction to computational learning theory.,,,"cam-bridge, ma:",mit press.,(1994).,,,,,1256,schapire1995,"schapire, r.e., and y. freund,",,a decision theoretic generalization of on-line learning and its application to boosting'.,,"in eurocolt '95,pp.",,"springer verlag,",1995,"23-27,",,,,1332
0,136,ehrenfeucht1988,"a. ehrenfeucht, d. haussler, m. kearns. l.g. valiant.",,a general lower bound on the number of examples needed for learning.,,"33 proceedings of the 1988 workshop on computational learning theory,",,"morgan kaufmann publishers,","1988,",pp. 139-154.,,,,603,helmbold1996,"helmbold, d. p., r. e. schapire, y. singer and m. k.",,warmuth (1996). on-line portfolio selection using multilpicative upyears.,,in: machine learning: proceedings of the thirteenth international conference.,,,1997,,,,"revised july,",1333
0,500,haussler1991,"d. haussler, m. kearns, n. littlestone, and m. k. warmuth.",95(2),equivalence of models for polynomial learnability.,,"inform. comput.,",,,1991,"129-161,",,,december,603,helmbold1996,"helmbold, d. p., r. e. schapire, y. singer and m. k.",,warmuth (1996). on-line portfolio selection using multilpicative upyears.,,in: machine learning: proceedings of the thirteenth international conference.,,,1997,,,,"revised july,",1334
0,555,haussler1994,"haussler, d., kearns, m., seung, h. s., and tishby, n.",,rigorous learning curve bounds from statistical mechanics.,,"in proceedings of the 7th annual acm workshop on computational learning theory,","san mateo, ca.",morgan kauffman.,(1994).,"pages 76-87,",,,,603,helmbold1996,"helmbold, d. p., r. e. schapire, y. singer and m. k.",,warmuth (1996). on-line portfolio selection using multilpicative upyears.,,in: machine learning: proceedings of the thirteenth international conference.,,,1997,,,,"revised july,",1335
0,136,ehrenfeucht1988,"a. ehrenfeucht, d. haussler, m. kearns. l.g. valiant.",,a general lower bound on the number of examples needed for learning.,,"33 proceedings of the 1988 workshop on computational learning theory,",,"morgan kaufmann publishers,","1988,",pp. 139-154.,,,,636,kautz1995,"henry a. kautz, michael j. kearns and bart selman,",,"horn approximations of empirical data,",,artif. intell.,,,,,,(to appear).,,1336
0,590,helmbold1995,david p. helmbold and robert e. schapire.,,predicting nearly as well as the best pruning of a decision tree.,,"in proceedings of the eighth annual conference on computational learning theory,",,,1995,"pages 61-68,",,,,636,kautz1995,"henry a. kautz, michael j. kearns and bart selman,",,"horn approximations of empirical data,",,artif. intell.,,,,,,(to appear).,,1337
1,635,kautz1995,"kautz, henry a.; kearns, michael j.; and selman, bart ppear.",,horn approximations of empirical data.,,artificial intelligence.,,,,,,,,636,kautz1995,"henry a. kautz, michael j. kearns and bart selman,",,"horn approximations of empirical data,",,artif. intell.,,,,,,(to appear).,,1338
0,760,kearns1990,"kearns, m. j.",,"the computational complexity of machine learning,",,,"cambridge, mas-sachusetts, usa.","mit press,",(1990).,,,,,636,kautz1995,"henry a. kautz, michael j. kearns and bart selman,",,"horn approximations of empirical data,",,artif. intell.,,,,,,(to appear).,,1339
1,626,kautz1995,"kautz, h. a., kearns, m. j., & selman.","vol. 74,",b (1995) horn approximations of empirical data.,,"artificial intelligence,",,,,129-145.,,,,636,kautz1995,"henry a. kautz, michael j. kearns and bart selman,",,"horn approximations of empirical data,",,artif. intell.,,,,,,(to appear).,,1340
1,632,kautz1995,"kautz, h.; kearns, m.; and selman, b.",,horn approximations of empirical data.,,artificial intelligence. forthcoming.,,,1994,,,,,636,kautz1995,"henry a. kautz, michael j. kearns and bart selman,",,"horn approximations of empirical data,",,artif. intell.,,,,,,(to appear).,,1341
0,136,ehrenfeucht1988,"a. ehrenfeucht, d. haussler, m. kearns. l.g. valiant.",,a general lower bound on the number of examples needed for learning.,,"33 proceedings of the 1988 workshop on computational learning theory,",,"morgan kaufmann publishers,","1988,",pp. 139-154.,,,,203,freund1992a,"freund y., seung h.s., shamir e. and tishby n.",,"information, prediction, and query by committee.",,preprint.,,,(1995).,,,,,1342
0,1257,schapire1996,r. e. schapire and l. m. sellie.,52(2),learning sparse multivariate polynomials over a field with queries and counterexamples.,,"j. of computer and system sciences,",,,1996,"201-213,",,,,203,freund1992a,"freund y., seung h.s., shamir e. and tishby n.",,"information, prediction, and query by committee.",,preprint.,,,(1995).,,,,,1343
0,490,goldman1995,s. a. goldman and m. j. kearns.,50(1),on the complexity of teaching.,,"journal of computer and system sciences,",,,1995,"20-31,",,,february,203,freund1992a,"freund y., seung h.s., shamir e. and tishby n.",,"information, prediction, and query by committee.",,preprint.,,,(1995).,,,,,1344
0,136,ehrenfeucht1988,"a. ehrenfeucht, d. haussler, m. kearns. l.g. valiant.",,a general lower bound on the number of examples needed for learning.,,"33 proceedings of the 1988 workshop on computational learning theory,",,"morgan kaufmann publishers,","1988,",pp. 139-154.,,,,787,kearns1990c,m. j. kearns and r. e. schapire.,,efficient distribution-free learning of probabilistic concepts.,,"in proc. of the 31st symposium on the foundations of comp. sci.,","ca,","ieee computer society press, los alamitos,",1990,pages 382-391.,,,,1345
0,1275,schapire1997,"schapire, r. e., freund, y., bartlett, p., & lee, w. s.",,boosting the margin: a new explanation for the effectiveness of voting methods.,,,,,(1997).,,,,,787,kearns1990c,m. j. kearns and r. e. schapire.,,efficient distribution-free learning of probabilistic concepts.,,"in proc. of the 31st symposium on the foundations of comp. sci.,","ca,","ieee computer society press, los alamitos,",1990,pages 382-391.,,,,1346
0,968,kearns1994c,"kearns, m. j., and schapire, r. e.",,efficient distribution-free learning of probabilistic concepts.,,jcss 48(3):,,,(1994).,464-497.,,,,787,kearns1990c,m. j. kearns and r. e. schapire.,,efficient distribution-free learning of probabilistic concepts.,,"in proc. of the 31st symposium on the foundations of comp. sci.,","ca,","ieee computer society press, los alamitos,",1990,pages 382-391.,,,,1347
1,781,kearns1990c,"kearns, m. & schapire, r.",,efficient distribution-free learning of probabilistic concepts.,,proceedings of the 31st annual symposium on the foundations of computer science (pp.,,ieee computer society press.,(1990).,382-391).,,,,787,kearns1990c,m. j. kearns and r. e. schapire.,,efficient distribution-free learning of probabilistic concepts.,,"in proc. of the 31st symposium on the foundations of comp. sci.,","ca,","ieee computer society press, los alamitos,",1990,pages 382-391.,,,,1348
