ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes
languages for multi-database interoperability,"fr &#233; d &#233; ric gingras , laks v. s. lakshmanan , iyer n. subramanian , despina papoulis , nematollaah shiri",international conference on management of data,1997,schemasql - a language for interoperability in relational multi-database systems,"laks v. s. lakshmanan , frédéric gingras , nematollaah shiri , despina papoulis , iyer n. subramanian",sigmod conference,1997,"('title',)"
languages for multi-database interoperability,"fr &#233; d &#233; ric gingras , laks v. s. lakshmanan , iyer n. subramanian , despina papoulis , nematollaah shiri",international conference on management of data,1997,languages for multi-database interoperability,"laks v. s. lakshmanan , frédéric gingras , nematollaah shiri , despina papoulis , iyer n. subramanian",very large data bases,1997,"('venue',)"
languages for multi-database interoperability,"fr &#233; d &#233; ric gingras , laks v. s. lakshmanan , iyer n. subramanian , despina papoulis , nematollaah shiri",international conference on management of data,1997,languages for multi-database interoperability,"laks v. s. lakshmanan , frédéric gingras , nematollaah shiri , despina papoulis , iyer n. subramanian",sigmod conference,1996,"('year',)"
data mining techniques,jiawei han,sigmod conference,1996,query processing techniques for arrays,jiawei han,international conference on management of data,1996,"('title',)"
data mining techniques,jiawei han,sigmod conference,1996,data mining techniques,"kenneth salem , arunprasad p. marathe",international conference on management of data,1996,"('authors',)"
data mining techniques,jiawei han,sigmod conference,1996,data mining techniques,jiawei han,sigmod conference,1996,"('venue',)"
data mining techniques,jiawei han,sigmod conference,1996,data mining techniques,jiawei han,international conference on management of data,1999,"('year',)"
data mining techniques,jiawei han,international conference on management of data,1996,scalable techniques for mining causal structures,jiawei han,sigmod conference,1996,"('title',)"
data mining techniques,jiawei han,international conference on management of data,1996,data mining techniques,"craig silverstein , sergey brin , rajeev motwani , jeffrey d. ullman",sigmod conference,1996,"('authors',)"
data mining techniques,jiawei han,international conference on management of data,1996,data mining techniques,jiawei han,sigmod conference,1998,"('year',)"
data mining techniques,jiawei han,international conference on management of data,1996,query processing techniques for arrays,jiawei han,sigmod conference,1996,"('title',)"
data mining techniques,jiawei han,international conference on management of data,1996,data mining techniques,"arunprasad p. marathe , kenneth salem",sigmod conference,1996,"('authors',)"
data mining techniques,jiawei han,international conference on management of data,1996,data mining techniques,jiawei han,international conference on management of data,1996,"('venue',)"
data mining techniques,jiawei han,international conference on management of data,1996,data mining techniques,jiawei han,sigmod conference,1999,"('year',)"
dblearn : a system prototype for knowledge discovery in relational databases,"yue huang , yandong cai , yongjian fu , nick cercone , jiawei han",sigmod conference,1994,geominer : a system prototype for spatial data mining,"jiawei han , yongjian fu , yue huang , yandong cai , nick cercone",international conference on management of data,1994,"('title',)"
dblearn : a system prototype for knowledge discovery in relational databases,"yue huang , yandong cai , yongjian fu , nick cercone , jiawei han",sigmod conference,1994,dblearn : a system prototype for knowledge discovery in relational databases,"jiawei han , yongjian fu , yue huang , yandong cai , nick cercone",international conference on management of data,1997,"('year',)"
dblearn : a system prototype for knowledge discovery in relational databases,"jiawei han , yongjian fu , yue huang , yandong cai , nick cercone",international conference on management of data,1994,dblearn : a system prototype for knowledge discovery in relational databases,"wen-syan li , chris clifton",sigmod conference,1994,"('authors',)"
dblearn : a system prototype for knowledge discovery in relational databases,"jiawei han , yongjian fu , yue huang , yandong cai , nick cercone",international conference on management of data,1994,dblearn : a system prototype for knowledge discovery in relational databases,"yue huang , yandong cai , yongjian fu , nick cercone , jiawei han",sigmod conference,1995,"('year',)"
dblearn : a system prototype for knowledge discovery in relational databases,"jiawei han , yongjian fu , yue huang , yandong cai , nick cercone",international conference on management of data,1994,complex relationships and knowledge discovery support in the infoquilt system,"yue huang , yandong cai , yongjian fu , nick cercone , jiawei han",sigmod conference,1994,"('title',)"
dblearn : a system prototype for knowledge discovery in relational databases,"jiawei han , yongjian fu , yue huang , yandong cai , nick cercone",international conference on management of data,1994,dblearn : a system prototype for knowledge discovery in relational databases,"yue huang , yandong cai , yongjian fu , nick cercone , jiawei han",sigmod conference,2003,"('year',)"
dblearn : a system prototype for knowledge discovery in relational databases,"jiawei han , yongjian fu , yue huang , yandong cai , nick cercone",international conference on management of data,1994,vxmlr : a visual xml-relational database system,"yue huang , yandong cai , yongjian fu , nick cercone , jiawei han",sigmod conference,1994,"('title',)"
dblearn : a system prototype for knowledge discovery in relational databases,"jiawei han , yongjian fu , yue huang , yandong cai , nick cercone",international conference on management of data,1994,dblearn : a system prototype for knowledge discovery in relational databases,"yue huang , yandong cai , yongjian fu , nick cercone , jiawei han",sigmod conference,2001,"('year',)"
dblearn : a system prototype for knowledge discovery in relational databases,"jiawei han , yongjian fu , yue huang , yandong cai , nick cercone",international conference on management of data,1994,dblearn : a system prototype for knowledge discovery in relational databases,"yue huang , yandong cai , yongjian fu , nick cercone , jiawei han",sigmod conference,2001,"('year',)"
efficient dynamic mining of constrained frequent sets,"laks v. s. lakshmanan , raymond t. ng , carson kai-sang leung",acm trans . database syst .,2003,efficient algorithms for mining outliers from large data sets,"laks v. s. lakshmanan , carson kai-sang leung , raymond t. ng",acm transactions on database systems ( tods ),2003,"('title',)"
efficient dynamic mining of constrained frequent sets,"laks v. s. lakshmanan , raymond t. ng , carson kai-sang leung",acm trans . database syst .,2003,efficient dynamic mining of constrained frequent sets,"laks v. s. lakshmanan , carson kai-sang leung , raymond t. ng",acm transactions on database systems ( tods ),2000,"('year',)"
efficient dynamic mining of constrained frequent sets,"laks v. s. lakshmanan , raymond t. ng , carson kai-sang leung",acm trans . database syst .,2003,efficient dynamic mining of constrained frequent sets,"laks v. s. lakshmanan , carson kai-sang leung , raymond t. ng",acm transactions on database systems ( tods ),2000,"('year',)"
efficient dynamic mining of constrained frequent sets,"laks v. s. lakshmanan , carson kai-sang leung , raymond t. ng",acm transactions on database systems ( tods ),2003,efficient dynamic mining of constrained frequent sets,"laks v. s. lakshmanan , raymond t. ng , carson kai-sang leung",acm trans . database syst .,2000,"('year',)"
rainbow : multi-xquery optimization using materialized xml views,"xin zhang , katica dimitrova , ling wang , maged el sayed , brian murphy , bradford pielech , mukesh mulchandani , luping ding , elke a. rundensteiner",international conference on management of data,2003,query optimization for selections using bitmaps,"brian murphy , elke a. rundensteiner , bradford pielech , maged el-sayed , mukesh mulchandani , luping ding , katica dimitrova , ling wang , xin zhang",sigmod conference,2003,"('title',)"
rainbow : multi-xquery optimization using materialized xml views,"xin zhang , katica dimitrova , ling wang , maged el sayed , brian murphy , bradford pielech , mukesh mulchandani , luping ding , elke a. rundensteiner",international conference on management of data,2003,rainbow : multi-xquery optimization using materialized xml views,"brian murphy , elke a. rundensteiner , bradford pielech , maged el-sayed , mukesh mulchandani , luping ding , katica dimitrova , ling wang , xin zhang",sigmod conference,1999,"('year',)"
geo/environmental and medical data management in the rasdaman system,"peter baumann , paula furtado , roland ritsch , norbert widmann",very large data bases,1997,integrating modelling systems for environmental management information systems,"norbert widmann , paula furtado , peter baumann , roland ritsch",vldb,1997,"('title',)"
geo/environmental and medical data management in the rasdaman system,"peter baumann , paula furtado , roland ritsch , norbert widmann",very large data bases,1997,database management systems and the internet,"norbert widmann , paula furtado , peter baumann , roland ritsch",vldb,1997,"('title',)"
geo/environmental and medical data management in the rasdaman system,"peter baumann , paula furtado , roland ritsch , norbert widmann",very large data bases,1997,geo/environmental and medical data management in the rasdaman system,"norbert widmann , paula furtado , peter baumann , roland ritsch",vldb,1996,"('year',)"
dbcache : middle-tier database caching for highly scalable e-business architectures,"c. mohan , sailesh krishnamurthy , mehmet altinel , christof bornhövd , hamid pirahesh , berthold reinwald",sigmod conference,2003,middle-tier database caching for e-business,"christof bornh &#246; vd , mehmet altinel , sailesh krishnamurthy , c. mohan , hamid pirahesh , berthold reinwald",international conference on management of data,2003,"('title',)"
dbcache : middle-tier database caching for highly scalable e-business architectures,"c. mohan , sailesh krishnamurthy , mehmet altinel , christof bornhövd , hamid pirahesh , berthold reinwald",sigmod conference,2003,dbcache : middle-tier database caching for highly scalable e-business architectures,"christof bornh &#246; vd , mehmet altinel , sailesh krishnamurthy , c. mohan , hamid pirahesh , berthold reinwald",international conference on management of data,2002,"('year',)"
dbcache : middle-tier database caching for highly scalable e-business architectures,"christof bornh &#246; vd , mehmet altinel , sailesh krishnamurthy , c. mohan , hamid pirahesh , berthold reinwald",international conference on management of data,2003,a scalable and highly available networked database architecture,"c. mohan , sailesh krishnamurthy , mehmet altinel , christof bornhövd , hamid pirahesh , berthold reinwald",sigmod conference,2003,"('title',)"
dbcache : middle-tier database caching for highly scalable e-business architectures,"christof bornh &#246; vd , mehmet altinel , sailesh krishnamurthy , c. mohan , hamid pirahesh , berthold reinwald",international conference on management of data,2003,dbcache : middle-tier database caching for highly scalable e-business architectures,"c. mohan , sailesh krishnamurthy , mehmet altinel , christof bornhövd , hamid pirahesh , berthold reinwald",sigmod conference,1999,"('year',)"
dbcache : middle-tier database caching for highly scalable e-business architectures,"christof bornh &#246; vd , mehmet altinel , sailesh krishnamurthy , c. mohan , hamid pirahesh , berthold reinwald",international conference on management of data,2003,middle-tier database caching for e-business,"c. mohan , sailesh krishnamurthy , mehmet altinel , christof bornhövd , hamid pirahesh , berthold reinwald",sigmod conference,2003,"('title',)"
dbcache : middle-tier database caching for highly scalable e-business architectures,"christof bornh &#246; vd , mehmet altinel , sailesh krishnamurthy , c. mohan , hamid pirahesh , berthold reinwald",international conference on management of data,2003,dbcache : middle-tier database caching for highly scalable e-business architectures,"c. mohan , sailesh krishnamurthy , mehmet altinel , christof bornhövd , hamid pirahesh , berthold reinwald",sigmod conference,2002,"('year',)"
dbcache : middle-tier database caching for highly scalable e-business architectures,"christof bornh &#246; vd , mehmet altinel , sailesh krishnamurthy , c. mohan , hamid pirahesh , berthold reinwald",international conference on management of data,2003,a scalable architecture for autonomous heterogeneous database interactions,"c. mohan , sailesh krishnamurthy , mehmet altinel , christof bornhövd , hamid pirahesh , berthold reinwald",sigmod conference,2003,"('title',)"
dbcache : middle-tier database caching for highly scalable e-business architectures,"christof bornh &#246; vd , mehmet altinel , sailesh krishnamurthy , c. mohan , hamid pirahesh , berthold reinwald",international conference on management of data,2003,dbcache : middle-tier database caching for highly scalable e-business architectures,"c. mohan , sailesh krishnamurthy , mehmet altinel , christof bornhövd , hamid pirahesh , berthold reinwald",sigmod conference,1995,"('year',)"
automating physical database design in a parallel database,"chun zhang , guy m. lohman , jun rao , nimrod megiddo",sigmod conference,2002,dynamic load balancing in hierarchical parallel database systems,"jun rao , chun zhang , nimrod megiddo , guy lohman",international conference on management of data,2002,"('title',)"
automating physical database design in a parallel database,"chun zhang , guy m. lohman , jun rao , nimrod megiddo",sigmod conference,2002,automating physical database design in a parallel database,"jun rao , chun zhang , nimrod megiddo , guy lohman",international conference on management of data,1996,"('year',)"
scalablity and availability in oracle7 7.3,dieter gawlick,vldb,1996,nonstop sql : scalability and availability for decision support,dieter gawlick,very large data bases,1996,"('title',)"
scalablity and availability in oracle7 7.3,dieter gawlick,vldb,1996,scalablity and availability in oracle7 7.3,dieter gawlick,very large data bases,1994,"('year',)"
research in database engineering at the university of namur,jean-luc hainaut,sigmod record,2003,research in database engineering at the university of namur,jean-luc hainaut,sigmod record,2003,"('venue',)"
research in database engineering at the university of namur,jean-luc hainaut,sigmod record,2003,research in database engineering at the university of namur,jean-luc hainaut,acm sigmod record,1997,"('year',)"
research in database engineering at the university of namur,jean-luc hainaut,acm sigmod record,2003,database research at columbia university,jean-luc hainaut,sigmod record,2003,"('title',)"
research in database engineering at the university of namur,jean-luc hainaut,acm sigmod record,2003,research in database engineering at the university of namur,jean-luc hainaut,acm sigmod record,2003,"('venue',)"
research in database engineering at the university of namur,jean-luc hainaut,acm sigmod record,2003,research in database engineering at the university of namur,jean-luc hainaut,sigmod record,1998,"('year',)"
research in database engineering at the university of namur,jean-luc hainaut,acm sigmod record,2003,research in database engineering at the university of namur,jean-luc hainaut,acm sigmod record,2003,"('venue',)"
research in database engineering at the university of namur,jean-luc hainaut,acm sigmod record,2003,research in database engineering at the university of namur,jean-luc hainaut,sigmod record,1995,"('year',)"
research in database engineering at the university of namur,jean-luc hainaut,acm sigmod record,2003,database research at the university of illinois at urbana-champaign,jean-luc hainaut,sigmod record,2003,"('title',)"
research in database engineering at the university of namur,jean-luc hainaut,acm sigmod record,2003,research in database engineering at the university of namur,jean-luc hainaut,acm sigmod record,2003,"('venue',)"
research in database engineering at the university of namur,jean-luc hainaut,acm sigmod record,2003,research in database engineering at the university of namur,jean-luc hainaut,sigmod record,2002,"('year',)"
cache coherency in oracle parallel server,boris klots,vldb,1996,architecture of oracle parallel server,boris klots,very large data bases,1996,"('title',)"
cache coherency in oracle parallel server,boris klots,vldb,1996,cache coherency in oracle parallel server,boris klots,vldb,1996,"('venue',)"
cache coherency in oracle parallel server,boris klots,vldb,1996,cache coherency in oracle parallel server,boris klots,very large data bases,1998,"('year',)"
a new join algorithm,"arnold charles meltzer , dong keun shin",sigmod record,1994,a new join algorithm,"dong keun shin , arnold charles meltzer",acm sigmod record,2002,"('year',)"
"report on the first international conference on ontologies , databases and applications of semantics",karl aberer,sigmod record,2003,"report on the first international conference on ontologies , databases and applications of semantics ( odbase ) : part of the federated conference on the move to meaningful internet systems 2002",karl aberer,sigmod record,2003,"('venue',)"
"report on the first international conference on ontologies , databases and applications of semantics",karl aberer,sigmod record,2003,"report on the first international conference on ontologies , databases and applications of semantics ( odbase ) : part of the federated conference on the move to meaningful internet systems 2002",karl aberer,acm sigmod record,2001,"('year',)"
"report on the first international conference on ontologies , databases and applications of semantics ( odbase ) : part of the federated conference on the move to meaningful internet systems 2002",karl aberer,acm sigmod record,2003,"report on the first international conference on ontologies , databases and applications of semantics","azer bestavros , kwei-jay lin , sang son",sigmod record,2003,"('authors',)"
"report on the first international conference on ontologies , databases and applications of semantics ( odbase ) : part of the federated conference on the move to meaningful internet systems 2002",karl aberer,acm sigmod record,2003,"report on the first international conference on ontologies , databases and applications of semantics",karl aberer,acm sigmod record,2003,"('venue',)"
"report on the first international conference on ontologies , databases and applications of semantics ( odbase ) : part of the federated conference on the move to meaningful internet systems 2002",karl aberer,acm sigmod record,2003,"report on the first international conference on ontologies , databases and applications of semantics",karl aberer,sigmod record,1996,"('year',)"
object-oriented features of db2 client/server,hamid pirahesh,sigmod conference,1994,metu object-oriented dbms,hamid pirahesh,international conference on management of data,1994,"('title',)"
object-oriented features of db2 client/server,hamid pirahesh,sigmod conference,1994,object-oriented features of db2 client/server,hamid pirahesh,sigmod conference,1994,"('venue',)"
rights protection for relational data,"radu sion , mikhail atallah , sunil prabhakar",international conference on management of data,2003,query processing over object views of relational data,"sunil prabhakar , radu sion , mikhail j. atallah",sigmod conference,2003,"('title',)"
rights protection for relational data,"radu sion , mikhail atallah , sunil prabhakar",international conference on management of data,2003,rights protection for relational data,"gustav fahl , tore risch",sigmod conference,2003,"('authors',)"
rights protection for relational data,"radu sion , mikhail atallah , sunil prabhakar",international conference on management of data,2003,rights protection for relational data,"sunil prabhakar , radu sion , mikhail j. atallah",sigmod conference,1997,"('year',)"
a componentized architecture for dynamic electronic markets,"benny reich , israel ben-shaul",acm sigmod record,1998,a componentized architecture for dynamic electronic markets,"israel ben-shaul , benny reich",sigmod record,2002,"('year',)"
the mlpq/gis constraint database system,"yuguo liu , yiming li , pradip kanjamala , rui chen , yonghui wang , peter z. revesz",sigmod conference,2000,the mlpq/gis constraint database system,"kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi",international conference on management of data,2000,"('authors',)"
the mlpq/gis constraint database system,"yuguo liu , yiming li , pradip kanjamala , rui chen , yonghui wang , peter z. revesz",sigmod conference,2000,the mlpq/gis constraint database system,"peter revesz , rui chen , pradip kanjamala , yiming li , yuguo liu , yonghui wang",international conference on management of data,1994,"('year',)"
the mlpq/gis constraint database system,"peter revesz , rui chen , pradip kanjamala , yiming li , yuguo liu , yonghui wang",international conference on management of data,2000,introduction to constraint databases,"yuguo liu , yiming li , pradip kanjamala , rui chen , yonghui wang , peter z. revesz",sigmod conference,2000,"('title',)"
the mlpq/gis constraint database system,"peter revesz , rui chen , pradip kanjamala , yiming li , yuguo liu , yonghui wang",international conference on management of data,2000,the mlpq/gis constraint database system,bart kuijpers,sigmod conference,2000,"('authors',)"
the mlpq/gis constraint database system,"peter revesz , rui chen , pradip kanjamala , yiming li , yuguo liu , yonghui wang",international conference on management of data,2000,the mlpq/gis constraint database system,"yuguo liu , yiming li , pradip kanjamala , rui chen , yonghui wang , peter z. revesz",sigmod conference,2002,"('year',)"
the mlpq/gis constraint database system,"peter revesz , rui chen , pradip kanjamala , yiming li , yuguo liu , yonghui wang",international conference on management of data,2000,the mlpq/gis constraint database system,"jayen vaghani , kotagiri ramamohanarao , david b. kemp , zoltan somogyi , peter j. stuckey , tim s. leask , james harland",sigmod conference,2000,"('authors',)"
the mlpq/gis constraint database system,"peter revesz , rui chen , pradip kanjamala , yiming li , yuguo liu , yonghui wang",international conference on management of data,2000,the mlpq/gis constraint database system,"yuguo liu , yiming li , pradip kanjamala , rui chen , yonghui wang , peter z. revesz",sigmod conference,1994,"('year',)"
comparative analysis of five xml query languages,"angela bonifati , stefano ceri",sigmod record,2000,comparative analysis of five xml query languages,"angela bonifati , stefano ceri",acm sigmod record,1996,"('year',)"
transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,dbcache : database caching for web application servers,"per - &#197; ke larson , jonathan goldstein , jingren zhou",international conference on management of data,2003,"('title',)"
transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,transparent mid-tier database caching in sql server,"per - &#197; ke larson , jonathan goldstein , jingren zhou",international conference on management of data,2002,"('year',)"
transparent mid-tier database caching in sql server,"per - &#197; ke larson , jonathan goldstein , jingren zhou",international conference on management of data,2003,dbcache : database caching for web application servers,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2003,"('title',)"
transparent mid-tier database caching in sql server,"per - &#197; ke larson , jonathan goldstein , jingren zhou",international conference on management of data,2003,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",international conference on management of data,2003,"('venue',)"
transparent mid-tier database caching in sql server,"per - &#197; ke larson , jonathan goldstein , jingren zhou",international conference on management of data,2003,transparent mid-tier database caching in sql server,"per-åke larson , jingren zhou , jonathan goldstein",sigmod conference,2002,"('year',)"
m-tree : an efficient access method for similarity search in metric spaces,"paolo ciaccia , pavel zezula , marco patella",vldb,1997,mv3r-tree : a spatio-temporal access method for timestamp and interval queries,"paolo ciaccia , marco patella , pavel zezula",very large data bases,1997,"('title',)"
m-tree : an efficient access method for similarity search in metric spaces,"paolo ciaccia , pavel zezula , marco patella",vldb,1997,m-tree : an efficient access method for similarity search in metric spaces,"paolo ciaccia , marco patella , pavel zezula",very large data bases,2001,"('year',)"
m-tree : an efficient access method for similarity search in metric spaces,"paolo ciaccia , marco patella , pavel zezula",very large data bases,1997,indexing large metric spaces for similarity search queries,"paolo ciaccia , pavel zezula , marco patella",vldb,1997,"('title',)"
m-tree : an efficient access method for similarity search in metric spaces,"paolo ciaccia , marco patella , pavel zezula",very large data bases,1997,m-tree : an efficient access method for similarity search in metric spaces,"paolo ciaccia , pavel zezula , marco patella",vldb,1999,"('year',)"
qxtract : a building block for efficient information extraction from plain-text databases,"luis gravano , eugene agichtein",sigmod conference,2003,efficient index structures for string databases,"eugene agichtein , luis gravano",international conference on management of data,2003,"('title',)"
qxtract : a building block for efficient information extraction from plain-text databases,"luis gravano , eugene agichtein",sigmod conference,2003,qxtract : a building block for efficient information extraction from text databases,"eugene agichtein , luis gravano",international conference on management of data,2001,"('year',)"
devise : integrated querying and visual exploration of large datasets ( demo abstract ),"jussi myllymaki , shilpa lawande , donko donjerkovic , raghu ramakrishnan , guangshun chen , kevin s. beyer , miron livny , r. kent wenger",sigmod conference,1997,xmdvtool : visual interactive data exploration and trend discovery of high-dimensional data sets,"m. livny , r. ramakrishnan , k. beyer , g. chen , d. donjerkovic , s. lawande , j. myllymaki , k. wenger",international conference on management of data,1997,"('title',)"
devise : integrated querying and visual exploration of large datasets ( demo abstract ),"jussi myllymaki , shilpa lawande , donko donjerkovic , raghu ramakrishnan , guangshun chen , kevin s. beyer , miron livny , r. kent wenger",sigmod conference,1997,devise ( demo abstract ) : integrated querying and visual exploration of large datasets,"m. livny , r. ramakrishnan , k. beyer , g. chen , d. donjerkovic , s. lawande , j. myllymaki , k. wenger",sigmod conference,1997,"('venue',)"
devise : integrated querying and visual exploration of large datasets ( demo abstract ),"jussi myllymaki , shilpa lawande , donko donjerkovic , raghu ramakrishnan , guangshun chen , kevin s. beyer , miron livny , r. kent wenger",sigmod conference,1997,devise ( demo abstract ) : integrated querying and visual exploration of large datasets,"m. livny , r. ramakrishnan , k. beyer , g. chen , d. donjerkovic , s. lawande , j. myllymaki , k. wenger",international conference on management of data,2002,"('year',)"
adaptive algorithms for set containment joins,"hector garcia-molina , sergey melnik",acm trans . database syst .,2003,adaptive parallel aggregation algorithms,"sergey melnik , hector garcia-molina",acm transactions on database systems ( tods ),2003,"('title',)"
adaptive algorithms for set containment joins,"hector garcia-molina , sergey melnik",acm trans . database syst .,2003,adaptive algorithms for set containment joins,"sergey melnik , hector garcia-molina",acm transactions on database systems ( tods ),1995,"('year',)"
carnot and infosleuth : database technology and the world wide web,"k. ong , christine tomlinson , darrell woelk , c. unnikrishnan , william bohrer , nigel jacobs",sigmod conference,1995,database techniques for the world-wide web : a survey,"d. woelk , b. bohrer , n. jacobs , k. ong , c. tomlinson , c. unnikrishnan",international conference on management of data,1995,"('title',)"
carnot and infosleuth : database technology and the world wide web,"k. ong , christine tomlinson , darrell woelk , c. unnikrishnan , william bohrer , nigel jacobs",sigmod conference,1995,carnot and infosleuth : database technology and the world wide web,"d. woelk , b. bohrer , n. jacobs , k. ong , c. tomlinson , c. unnikrishnan",sigmod record,1995,"('venue',)"
carnot and infosleuth : database technology and the world wide web,"k. ong , christine tomlinson , darrell woelk , c. unnikrishnan , william bohrer , nigel jacobs",sigmod conference,1995,carnot and infosleuth : database technology and the world wide web,"d. woelk , b. bohrer , n. jacobs , k. ong , c. tomlinson , c. unnikrishnan",international conference on management of data,1998,"('year',)"
filenet integrated document management database usage and issues,daniel s. whelan,sigmod conference,1998,filenet integrated document management database usage and issues,daniel s. whelan,international conference on management of data,1996,"('year',)"
filenet integrated document management database usage and issues,daniel s. whelan,international conference on management of data,1998,filenet integrated document management database usage and issues,daniel s. whelan,sigmod conference,1995,"('year',)"
broadcast disks : data management for asymmetric communications environments,"michael j. franklin , stanley b. zdonik , swarup acharya , rafael alonso",sigmod conference,1995,business data management for b2b electronic commerce,"swarup acharya , rafael alonso , michael franklin , stanley zdonik",international conference on management of data,1995,"('title',)"
broadcast disks : data management for asymmetric communications environments,"michael j. franklin , stanley b. zdonik , swarup acharya , rafael alonso",sigmod conference,1995,broadcast disks : data management for asymmetric communication environments,"swarup acharya , rafael alonso , michael franklin , stanley zdonik",international conference on management of data,2002,"('year',)"
broadcast disks : data management for asymmetric communication environments,"swarup acharya , rafael alonso , michael franklin , stanley zdonik",international conference on management of data,1995,business data management for business-to-business electronic commerce,"michael j. franklin , stanley b. zdonik , swarup acharya , rafael alonso",sigmod conference,1995,"('title',)"
broadcast disks : data management for asymmetric communication environments,"swarup acharya , rafael alonso , michael franklin , stanley zdonik",international conference on management of data,1995,broadcast disks : data management for asymmetric communications environments,"michael j. franklin , stanley b. zdonik , swarup acharya , rafael alonso",sigmod conference,2002,"('year',)"
re-designing distance functions and distance-based applications for high dimensional data,charu c. aggarwal,sigmod record,2001,re-designing distance functions and distance-based applications for high dimensional data,charu c. aggarwal,acm sigmod record,1997,"('year',)"
re-designing distance functions and distance-based applications for high dimensional data,charu c. aggarwal,sigmod record,2001,re-designing distance functions and distance-based applications for high dimensional data,charu c. aggarwal,acm sigmod record,1998,"('year',)"
re-designing distance functions and distance-based applications for high dimensional data,charu c. aggarwal,acm sigmod record,2001,distance-based outliers : algorithms and applications,charu c. aggarwal,sigmod record,2001,"('title',)"
re-designing distance functions and distance-based applications for high dimensional data,charu c. aggarwal,acm sigmod record,2001,re-designing distance functions and distance-based applications for high dimensional data,charu c. aggarwal,sigmod record,2000,"('year',)"
book review column,karl aberer,acm sigmod record,2001,book reviews,karl aberer,sigmod record,2001,"('title',)"
book review column,karl aberer,acm sigmod record,2001,book review column,karl aberer,sigmod record,2002,"('year',)"
enterprise transaction processing on windows nt,greg hope,sigmod conference,1995,caprera : an activity framework for transaction processing on wide-area networks,greg hope,international conference on management of data,1995,"('title',)"
enterprise transaction processing on windows nt,greg hope,sigmod conference,1995,enterprise transaction processing on windows nt,"suresh kumar , eng-kee kwang , divyakant agrawal",international conference on management of data,1995,"('authors',)"
enterprise transaction processing on windows nt,greg hope,sigmod conference,1995,enterprise transaction processing on windows nt,greg hope,international conference on management of data,1997,"('year',)"
enterprise transaction processing on windows nt,greg hope,sigmod conference,1995,relaxed transaction processing,greg hope,international conference on management of data,1995,"('title',)"
enterprise transaction processing on windows nt,greg hope,sigmod conference,1995,enterprise transaction processing on windows nt,greg hope,sigmod conference,1995,"('venue',)"
enterprise transaction processing on windows nt,greg hope,sigmod conference,1995,enterprise transaction processing on windows nt,greg hope,international conference on management of data,1994,"('year',)"
enterprise transaction processing on windows nt,greg hope,international conference on management of data,1995,efficient testing of high performance transaction processing systems,greg hope,sigmod conference,1995,"('title',)"
enterprise transaction processing on windows nt,greg hope,international conference on management of data,1995,enterprise transaction processing on windows nt,greg hope,sigmod conference,1997,"('year',)"
using quantitative information for efficient association rule generation,"b. p &#244; ssas , m. carvalho , r. resende , w. meita , jr.",acm sigmod record,2000,mining generalized association rules,"márcio de carvalho , rodolfo f. resende , bruno pôssas , wagner meira jr.",sigmod record,2000,"('title',)"
using quantitative information for efficient association rule generation,"b. p &#244; ssas , m. carvalho , r. resende , w. meita , jr.",acm sigmod record,2000,using quantitative information for efficient association rule generation,"ramakrishnan srikant , rakesh agrawal",sigmod record,2000,"('authors',)"
using quantitative information for efficient association rule generation,"b. p &#244; ssas , m. carvalho , r. resende , w. meita , jr.",acm sigmod record,2000,using quantitative information for efficient association rule generation,"márcio de carvalho , rodolfo f. resende , bruno pôssas , wagner meira jr.",sigmod record,1995,"('year',)"
efficient filtering of xml documents for selective dissemination of information,"mehmet altinel , michael j. franklin",very large data bases,2000,efficient filtering of xml documents with xpath expressions,"michael j. franklin , mehmet altinel",vldb,2000,"('title',)"
efficient filtering of xml documents for selective dissemination of information,"mehmet altinel , michael j. franklin",very large data bases,2000,efficient filtering of xml documents for selective dissemination of information,"michael j. franklin , mehmet altinel",vldb,2002,"('year',)"
caprera : an activity framework for transaction processing on wide-area networks,"suresh kumar , eng-kee kwang , divyakant agrawal",very large data bases,1997,enterprise transaction processing on windows nt,"suresh kumar , eng-kee kwang , divyakant agrawal",vldb,1997,"('title',)"
caprera : an activity framework for transaction processing on wide-area networks,"suresh kumar , eng-kee kwang , divyakant agrawal",very large data bases,1997,caprera : an activity framework for transaction processing on wide-area networks,greg hope,vldb,1997,"('authors',)"
caprera : an activity framework for transaction processing on wide-area networks,"suresh kumar , eng-kee kwang , divyakant agrawal",very large data bases,1997,caprera : an activity framework for transaction processing on wide-area networks,"suresh kumar , eng-kee kwang , divyakant agrawal",vldb,1995,"('year',)"
some issues in design of distributed deductive databases,"nandlal l. sarda , mukesh k. mohania",vldb,1994,some issues in design of distributed deductive databases,kenneth a. ross,very large data bases,1994,"('authors',)"
some issues in design of distributed deductive databases,"nandlal l. sarda , mukesh k. mohania",vldb,1994,some issues in design of distributed deductive databases,"mukesh k. mohania , nandlal l. sarda",very large data bases,1996,"('year',)"
