ltable_authors,ltable_booktitle,ltable_date,ltable_editor,ltable_address,ltable_institution,ltable_journal,ltable_month,ltable_note,ltable_pages,ltable_publisher,ltable_tech,ltable_title,ltable_category,ltable_volume,ltable_year,rtable_authors,rtable_booktitle,rtable_date,rtable_editor,rtable_address,rtable_institution,rtable_journal,rtable_month,rtable_note,rtable_pages,rtable_publisher,rtable_tech,rtable_title,rtable_category,rtable_volume,rtable_year,alteredAttributes
"Utgoff, P. E.",Machine learning: An artificial intelligence approach.,,"In Michalski, Carbonell & Mitchell (Eds.),","San Mateo, CA:",,,,,,Morgan Kaufmann.,,Shift of bias for inductive concept learning.,,,(1986).,"Utgoff, Paul E.",Machine Learning. An Artificial Intelligence Approach.,,"In Michalski, Ryszard S., Carbonell, Jaime G., and Mitchell, Tom M., editors,","Los Altos, CA,",,,,,pages 107-148.,"Morgan Kaufmann,",,Utgoff Shift of Bias for Inductive Concept Learning,,"Volume II,",1986.,"('title',)"
"Utgoff, P. E.",Machine learning: An artificial intelligence approach.,,"In Michalski, Carbonell & Mitchell (Eds.),","San Mateo, CA:",,,,,,Morgan Kaufmann.,,Shift of bias for inductive concept learning.,,,(1986).,"Utgoff, Paul E.",Machine Learning. An Artificial Intelligence Approach.,,"In Michalski, Ryszard S., Carbonell, Jaime G., and Mitchell, Tom M., editors,","Los Altos, CA,",,,,,pages 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Volume II,",1986.,"('category',)"
"Utgoff, P. E.",Machine learning: An artificial intelligence approach.,,"In Michalski, Carbonell & Mitchell (Eds.),","San Mateo, CA:",,,,,,Morgan Kaufmann.,,Shift of bias for inductive concept learning.,,,(1986).,"Utgoff, Paul E.",Machine Learning. An Artificial Intelligence Approach.,,"In Michalski, Ryszard S., Carbonell, Jaime G., and Mitchell, Tom M., editors,","Los Altos, CA,",,,,,pages 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,,1986.,"('volume',)"
"Utgoff, P. E.",Machine learning: An artificial intelligence approach.,,"In Michalski, Carbonell & Mitchell (Eds.),","San Mateo, CA:",,,,,,Morgan Kaufmann.,,Shift of bias for inductive concept learning.,,,(1986).,"Utgoff, Paul E.",Machine Learning. An Artificial Intelligence Approach.,,"In Michalski, Ryszard S., Carbonell, Jaime G., and Mitchell, Tom M., editors,","Los Altos, CA,",,,,,pages 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Volume II,","1986,","('year',)"
"Utgoff, P. E.","Machine Learning: An Artificial Intelligence Approach,",,"In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.),","Los Altos, CA.",,,,,pp. 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Vol. II,",(1986).,P. E.,Machine Learning. An Artificial Intelligence Approach.,,"In Michalski, Ryszard S., Carbonell, Jaime G., and Mitchell, Tom M., editors,","Los Altos, CA,",,,,,pages 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Volume II,",1986.,"('authors',)"
"Utgoff, P. E.","Machine Learning: An Artificial Intelligence Approach,",,"In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.),","Los Altos, CA.",,,,,pp. 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Vol. II,",(1986).,"Utgoff, Paul E.","in Machine Learning: An Artificial Intelligence Approach,",,"In Michalski, Ryszard S., Carbonell, Jaime G., and Mitchell, Tom M., editors,","Los Altos, CA,",,,,,pages 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Volume II,",1986.,"('booktitle',)"
"Utgoff, P. E.","Machine Learning: An Artificial Intelligence Approach,",,"In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.),","Los Altos, CA.",,,,,pp. 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Vol. II,",(1986).,"Utgoff, Paul E.",Machine Learning. An Artificial Intelligence Approach.,,"In Michalski, Ryszard S., Carbonell, Jaime G., and Mitchell, Tom M., editors,","Los Altos, CA,",,,,,pages 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Volume II,",1986.,"('date',)"
"Utgoff, P. E.","Machine Learning: An Artificial Intelligence Approach,",,"In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.),","Los Altos, CA.",,,,,pp. 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Vol. II,",(1986).,"Utgoff, Paul E.",Machine Learning. An Artificial Intelligence Approach.,,,"Los Altos, CA,",,,,,pages 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Volume II,",1986.,"('editor',)"
"Utgoff, P. E.","Machine Learning: An Artificial Intelligence Approach,",,"In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.),","Los Altos, CA.",,,,,pp. 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Vol. II,",(1986).,"Utgoff, Paul E.",Machine Learning. An Artificial Intelligence Approach.,,"In Michalski, Ryszard S., Carbonell, Jaime G., and Mitchell, Tom M., editors,",,,,,,pages 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Volume II,",1986.,"('address',)"
"Utgoff, P. E.","Machine Learning: An Artificial Intelligence Approach,",,"In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.),","Los Altos, CA.",,,,,pp. 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Vol. II,",(1986).,"Utgoff, Paul E.",Machine Learning. An Artificial Intelligence Approach.,,"In Michalski, Ryszard S., Carbonell, Jaime G., and Mitchell, Tom M., editors,","Los Altos, CA,",,,,,pages 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Volume II,",1986.,"('institution',)"
"Utgoff, P. E.","Machine Learning: An Artificial Intelligence Approach,",,"In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.),","Los Altos, CA.",,,,,pp. 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Vol. II,",(1986).,"Utgoff, Paul E.",Machine Learning. An Artificial Intelligence Approach.,,"In Michalski, Ryszard S., Carbonell, Jaime G., and Mitchell, Tom M., editors,","Los Altos, CA,",,,,,pages 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Volume II,",1986.,"('journal',)"
"Utgoff, P. E.","Machine Learning: An Artificial Intelligence Approach,",,"In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.),","Los Altos, CA.",,,,,pp. 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Vol. II,",(1986).,"Utgoff, Paul E.",Machine Learning. An Artificial Intelligence Approach.,,"In Michalski, Ryszard S., Carbonell, Jaime G., and Mitchell, Tom M., editors,","Los Altos, CA,",,,,,pages 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Volume II,",1986.,"('month',)"
"Utgoff, P. E.","Machine Learning: An Artificial Intelligence Approach,",,"In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.),","Los Altos, CA.",,,,,pp. 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Vol. II,",(1986).,"Utgoff, Paul E.",Machine Learning. An Artificial Intelligence Approach.,,"In Michalski, Ryszard S., Carbonell, Jaime G., and Mitchell, Tom M., editors,","Los Altos, CA,",,,,,pages 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Volume II,",1986.,"('note',)"
"Utgoff, P. E.","Machine Learning: An Artificial Intelligence Approach,",,"In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.),","Los Altos, CA.",,,,,pp. 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Vol. II,",(1986).,"Utgoff, Paul E.",Machine Learning. An Artificial Intelligence Approach.,,"In Michalski, Ryszard S., Carbonell, Jaime G., and Mitchell, Tom M., editors,","Los Altos, CA,",,,,,,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Volume II,",1986.,"('pages',)"
"Utgoff, P. E.","Machine Learning: An Artificial Intelligence Approach,",,"In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.),","Los Altos, CA.",,,,,pp. 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Vol. II,",(1986).,"Utgoff, Paul E.",Machine Learning. An Artificial Intelligence Approach.,,"In Michalski, Ryszard S., Carbonell, Jaime G., and Mitchell, Tom M., editors,","Los Altos, CA,",,,,,pages 107-148.,Morgan Kaufmann.,,Shift of bias for inductive concept learning.,,"Volume II,",1986.,"('publisher',)"
"Utgoff, P. E.","Machine Learning: An Artificial Intelligence Approach,",,"In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.),","Los Altos, CA.",,,,,pp. 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Vol. II,",(1986).,"Utgoff, Paul E.",Machine Learning. An Artificial Intelligence Approach.,,"In Michalski, Ryszard S., Carbonell, Jaime G., and Mitchell, Tom M., editors,","Los Altos, CA,",,,,,pages 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Volume II,",1986.,"('tech',)"
"Utgoff, P. E.","Machine Learning: An Artificial Intelligence Approach,",,"In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.),","Los Altos, CA.",,,,,pp. 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Vol. II,",(1986).,"Utgoff, Paul E.",Machine Learning. An Artificial Intelligence Approach.,,"In Michalski, Ryszard S., Carbonell, Jaime G., and Mitchell, Tom M., editors,","Los Altos, CA,",,,,,pages 107-148.,"Morgan Kaufmann,",,Utgoff Shift of Bias for Inductive Concept Learning,,"Volume II,",1986.,"('title',)"
"Utgoff, P. E.","Machine Learning: An Artificial Intelligence Approach,",,"In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.),","Los Altos, CA.",,,,,pp. 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Vol. II,",(1986).,"Utgoff, Paul E.",Machine Learning. An Artificial Intelligence Approach.,,"In Michalski, Ryszard S., Carbonell, Jaime G., and Mitchell, Tom M., editors,","Los Altos, CA,",,,,,pages 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Volume II,",1986.,"('category',)"
"Utgoff, P. E.","Machine Learning: An Artificial Intelligence Approach,",,"In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.),","Los Altos, CA.",,,,,pp. 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Vol. II,",(1986).,"Utgoff, Paul E.",Machine Learning. An Artificial Intelligence Approach.,,"In Michalski, Ryszard S., Carbonell, Jaime G., and Mitchell, Tom M., editors,","Los Altos, CA,",,,,,pages 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,,1986.,"('volume',)"
"Utgoff, P. E.","Machine Learning: An Artificial Intelligence Approach,",,"In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.),","Los Altos, CA.",,,,,pp. 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Vol. II,",(1986).,"Utgoff, Paul E.",Machine Learning. An Artificial Intelligence Approach.,,"In Michalski, Ryszard S., Carbonell, Jaime G., and Mitchell, Tom M., editors,","Los Altos, CA,",,,,,pages 107-148.,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,"Volume II,","1986,","('year',)"
"Mitchell, T., Utgoff, P., & Banerji, R.",,,"In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.),","Palo Alto, CA.",,"Machine Learning,",,,pp. 163-190.,"Tioga,",,Learning by experimentation: Acquiring and refining problem solving heuristics.,,,(1983).,"Mitchell, T.M., Utgoff, P.E., and Banerji, R.",,,,,,"Machine Learning,",,,,,,Goal-directed Classification Using Linear Machine Decision Trees.,,,1994.,"('authors',)"
"Mitchell, T., Utgoff, P., & Banerji, R.",,,"In Michalski, R., Carbonell, J., & Mitchell, T. (Eds.),","Palo Alto, CA.",,"Machine Learning,",,,pp. 163-190.,"Tioga,",,Learning by experimentation: Acquiring and refining problem solving heuristics.,,,(1983).,Bruce Porter and Dennus Kibler.,,,,,,"Machine Learning,",,,"249-286,",,,Experimental goal regression: A method for learning problem-solving heuristics.,,1,1983.,"('year',)"
D. Kibler and P. Langley.,"In Proceedings of 1988 European Working Session on Learning,",,,,,,,,"pages 81-92,",,,Machine learning as an experimental science.,,,1988.,"Aha, D. and Kibler, D.","In Proceedings of the Fourth International Conference on Machine Learning,",,,"U. C. Irvine,  CA,",,,,,"pages 24-30,",Morgan Kaufmann.,,Machine learning as an experimental science.,,,1987.,"('title',)"
D. Kibler and P. Langley.,"In Proceedings of 1988 European Working Session on Learning,",,,,,,,,"pages 81-92,",,,Machine learning as an experimental science.,,,1988.,Dennis Kibler and David W. Aha.,"Proceedings of the Fourth International Workshop on Machine Learning,",,"In Pat Langley, editor,","Los Altos, California,",,,,,pages 24-30.,"Morgan Kaufmann,",,Machine learning as an experimental science.,,,1987.,"('title',)"
"P.E. Utgoff,",Machine Learning: An Artificial Intelligence Approach,,"Michalski, J.G. Carbonell, and T.M. Mitchell (eds.),","San Mateo, CA:",,,,,107-148.,"Morgan Kaufmann,",,Shift of bias of inductive concept learning. In R.S.,,"(Vol. II),",,P.E. Utgoff.,,,,,,"Machine Learning,",,,57-94.,,,The utility of prior knowledge in inductive learning.,,"9,",(1992).,"('authors',)"
"P.E. Utgoff,",Machine Learning: An Artificial Intelligence Approach,,"Michalski, J.G. Carbonell, and T.M. Mitchell (eds.),","San Mateo, CA:",,,,,107-148.,"Morgan Kaufmann,",,Shift of bias of inductive concept learning. In R.S.,,"(Vol. II),",,Scott E. Fahlman.,Advances in Neural Information Processing Systems,1991.,"In R. P. Lippmann, J. E. Moody, and D. S. Touretzky, editors,","San Mateo, California,",,,,,"pages 190-196,",Morgan Kaufmann Publishers.,,Shift of bias for inductive concept learning.,,"3,",,"('title',)"
"Aha, D. W., Kibler, D. & Albert, M. K.",,,,,,"Machine Learning 6(1),",,,37-66.,,,"Instance-based learning algorithms,",,,"(1991),",Michael Pazzani and Dennis Kibler.,,,,,,"Machine Learning,",,,":57-94,",,,"Instance-Based Learning Algorithms,",,(9),1992,"('title',)"
"Aha, D. W., Kibler, D. & Albert, M. K.",,,,,,"Machine Learning 6(1),",,,37-66.,,,"Instance-based learning algorithms,",,,"(1991),","Aha, David W., Dennis Kibler, Marc K. Albert,",,,,,,"Machine Learning,",,,"37 -66,",,,Instance-based learning algorithms.,,6:,1991.,"('authors',)"
"Aha, D. W., Kibler, D. & Albert, M. K.",,,,,,"Machine Learning 6(1),",,,37-66.,,,"Instance-based learning algorithms,",,,"(1991),","D. W. Aha, D. Kibler, and M. Albert.",,,,,,"Machine Learning,",,,"37 -66,",,,Instance-based learning algorithms.,,6:,1991.,"('booktitle',)"
"Aha, D. W., Kibler, D. & Albert, M. K.",,,,,,"Machine Learning 6(1),",,,37-66.,,,"Instance-based learning algorithms,",,,"(1991),","D. W. Aha, D. Kibler, and M. Albert.",,,,,,"Machine Learning,",,,"37 -66,",,,Instance-based learning algorithms.,,6:,1991.,"('date',)"
"Aha, D. W., Kibler, D. & Albert, M. K.",,,,,,"Machine Learning 6(1),",,,37-66.,,,"Instance-based learning algorithms,",,,"(1991),","D. W. Aha, D. Kibler, and M. Albert.",,,,,,"Machine Learning,",,,"37 -66,",,,Instance-based learning algorithms.,,6:,1991.,"('editor',)"
"Aha, D. W., Kibler, D. & Albert, M. K.",,,,,,"Machine Learning 6(1),",,,37-66.,,,"Instance-based learning algorithms,",,,"(1991),","D. W. Aha, D. Kibler, and M. Albert.",,,,,,"Machine Learning,",,,"37 -66,",,,Instance-based learning algorithms.,,6:,1991.,"('address',)"
"Aha, D. W., Kibler, D. & Albert, M. K.",,,,,,"Machine Learning 6(1),",,,37-66.,,,"Instance-based learning algorithms,",,,"(1991),","D. W. Aha, D. Kibler, and M. Albert.",,,,,,"Machine Learning,",,,"37 -66,",,,Instance-based learning algorithms.,,6:,1991.,"('institution',)"
"Aha, D. W., Kibler, D. & Albert, M. K.",,,,,,"Machine Learning 6(1),",,,37-66.,,,"Instance-based learning algorithms,",,,"(1991),","D. W. Aha, D. Kibler, and M. Albert.",,,,,,"Machine Learning,",,,"37 -66,",,,Instance-based learning algorithms.,,6:,1991.,"('journal',)"
"Aha, D. W., Kibler, D. & Albert, M. K.",,,,,,"Machine Learning 6(1),",,,37-66.,,,"Instance-based learning algorithms,",,,"(1991),","D. W. Aha, D. Kibler, and M. Albert.",,,,,,"Machine Learning,",,,"37 -66,",,,Instance-based learning algorithms.,,6:,1991.,"('month',)"
"Aha, D. W., Kibler, D. & Albert, M. K.",,,,,,"Machine Learning 6(1),",,,37-66.,,,"Instance-based learning algorithms,",,,"(1991),","D. W. Aha, D. Kibler, and M. Albert.",,,,,,"Machine Learning,",,,"37 -66,",,,Instance-based learning algorithms.,,6:,1991.,"('note',)"
"Aha, D. W., Kibler, D. & Albert, M. K.",,,,,,"Machine Learning 6(1),",,,37-66.,,,"Instance-based learning algorithms,",,,"(1991),","D. W. Aha, D. Kibler, and M. Albert.",,,,,,"Machine Learning,",,,pp. 37-66.,,,Instance-based learning algorithms.,,6:,1991.,"('pages',)"
"Aha, D. W., Kibler, D. & Albert, M. K.",,,,,,"Machine Learning 6(1),",,,37-66.,,,"Instance-based learning algorithms,",,,"(1991),","D. W. Aha, D. Kibler, and M. Albert.",,,,,,"Machine Learning,",,,"37 -66,",,,Instance-based learning algorithms.,,6:,1991.,"('publisher',)"
"Aha, D. W., Kibler, D. & Albert, M. K.",,,,,,"Machine Learning 6(1),",,,37-66.,,,"Instance-based learning algorithms,",,,"(1991),","D. W. Aha, D. Kibler, and M. Albert.",,,,,,"Machine Learning,",,,"37 -66,",,,Instance-based learning algorithms.,,6:,1991.,"('tech',)"
"Aha, D. W., Kibler, D. & Albert, M. K.",,,,,,"Machine Learning 6(1),",,,37-66.,,,"Instance-based learning algorithms,",,,"(1991),","D. W. Aha, D. Kibler, and M. Albert.",,,,,,"Machine Learning,",,,"37 -66,",,,"Instance-Based Learning Algorithms,",,6:,1991.,"('title',)"
"Aha, D. W., Kibler, D. & Albert, M. K.",,,,,,"Machine Learning 6(1),",,,37-66.,,,"Instance-based learning algorithms,",,,"(1991),","D. W. Aha, D. Kibler, and M. Albert.",,,,,,"Machine Learning,",,,"37 -66,",,,Instance-based learning algorithms.,,6:,1991.,"('category',)"
"Aha, D. W., Kibler, D. & Albert, M. K.",,,,,,"Machine Learning 6(1),",,,37-66.,,,"Instance-based learning algorithms,",,,"(1991),","D. W. Aha, D. Kibler, and M. Albert.",,,,,,"Machine Learning,",,,"37 -66,",,,Instance-based learning algorithms.,,"vol.6,",1991.,"('volume',)"
"Aha, D. W., Kibler, D. & Albert, M. K.",,,,,,"Machine Learning 6(1),",,,37-66.,,,"Instance-based learning algorithms,",,,"(1991),","D. W. Aha, D. Kibler, and M. Albert.",,,,,,"Machine Learning,",,,"37 -66,",,,Instance-based learning algorithms.,,6:,(1991).,"('year',)"
"Aha, David W., Dennis Kibler, Marc K. Albert,",,,,,,"Machine Learning,",,,pp. 37-66.,,,"Instance-Based Learning Algorithms,",,"vol.6,",(1991).,"Pazzani, M., and Kibler, D.,",,,,,,"Machine Learning,",,,"57-94,",,,"Instance-based learning algorithms,",,"9,",1992.,"('title',)"
"Aha, David W., Dennis Kibler, Marc K. Albert,",,,,,,"Machine Learning,",,,pp. 37-66.,,,"Instance-Based Learning Algorithms,",,"vol.6,",(1991).,Pazzani M. and Kibler D.,,,,,,"Machine Learning,",,,57-94.,,,"Instance-based learning algorithms,",,"9, 1,",(1991).,"('title',)"
"Aha, D.W., Kibler, D., & Albert, M.K.",,,,,,"Machine Learning,",,,37-66.,,,"Instance-based learning algorithms,",,"6,",(1991).,"Pazzani, M., and Kibler, D.,",,,,,,"Machine Learning,",,,"57-94,",,,"Instance-based learning algorithms,",,"9,",1992.,"('title',)"
"Aha, D.W., Kibler, D., & Albert, M.K.",,,,,,"Machine Learning,",,,37-66.,,,"Instance-based learning algorithms,",,"6,",(1991).,Pazzani M. and Kibler D.,,,,,,"Machine Learning,",,,57-94.,,,"Instance-based learning algorithms,",,"9, 1,",(1991).,"('title',)"
"Aha, D. & Kibler, D.",Proc. IJCAI-89,,,,,,,,pp.794-799).,,,Noise-tolerant instance-based leanring algorithms.,,,(1989).,Dennis Kibler and Pat Langley.,In Proceedings of the Third European Working Session on Learning.,,,"San Mateo, CA.,",,,,Also appears in Readings in Machine Learning by Shavlik and Dietterich.,,"Pitman Publishing Ltd., London and Morgan Kaufman Publishing,",,Noise-tolerant Instance-based Learning Algorithms.,,,1988.,"('title',)"
"Aha, D.W., and Kibler, D.,",in Proceedings of the Eleventh International Joint Conference on Artificial Intelligence,,,"Detroit, MI.",,,,,"(pp. 794-799),","Published by Mor-gan Kaufmann,",,Noise-tolerant Instance-based Learning Algorithms.,,,1989.,"D. Kibler and D. W. Aha,","Proceedings of 3rd European Working Session on Learning,",,,,,,,,,"Pitman,",,Noise-tolerant instance-based leanring algorithms.,,,1988,"('title',)"
"Aha, D. W., Kibler, D. & Albert, M. K.",,,,,,"Machine Learning 6(1),",,,37-66.,,,"Instance-based learning algorithms,",,,"(1991),","Pazzani, M., and Kibler, D.,",,,,,,"Machine Learning,",,,"57-94,",,,Instance-based learning algorithms.,,9(1),1992.,"('title',)"
"D.W. Aha, D. Kibler, and M.K. Albert.",,,,,,"Machine Learning,",,,"37-66,",,,Instance-based learning algorithms.,,6,1991.,"Pazzani, M., and Kibler, D.,",,,,,,"Machine Learning,",,,"57-94,",,,"Instance-based learning algorithms,",,"9,",1992.,"('title',)"
"D. Kibler, D. Aha, and M. K. Albert.",,,,,,"Machine Learning,",,,,,,Instance-based learning algorithms.,,"6(1),",1991.,"Pazzani, M., and Kibler, D.,",,,,,,"Machine Learning,",,,"57-94,",,,Instance-based learning algorithms.,,9(1),1992.,"('title',)"
"Aha, David W., Dennis Kibler, Marc K. Albert,",,,,,,"Machine Learning,",,,pp. 37-66.,,,"Instance-Based Learning Algorithms,",,"vol.6,",(1991).,"Pazzani, M., and Kibler, D.,",,,,,,"Machine Learning,",,,"57-94,",,,Instance-based learning algorithms.,,9(1),1992.,"('title',)"
"Aha, D.W., D. Kibler & Albert M.K.",,,,,,"Machine Learning,",,,pp. 37-66.,,,"Instance-Based Learning Algorithms,",,"6,","(1991),","Pazzani, M., and Kibler, D.,",,,,,,"Machine Learning,",,,"57-94,",,,Instance-based learning algorithms.,,9(1),1992.,"('title',)"
"Aha DW, Kibler D, Albert MK.",,,,,,Machine Learning,,,37-66.,,,"Instance-based Learning Methods,",,6:,1991;,M. Pazzani and D. Kibler.,,,,,,"Machine Learning,",,,"57-94,",,,"Instance-based learning algorithms,",,9,1992.,"('title',)"
"Aha DW, Kibler D, Albert MK.",,,,,,Machine Learning,,,37-66.,,,"Instance-based Learning Methods,",,6:,1991;,M. Pazzani and D. Kibler.,,,,,,"Machine Learning,",,,"57-94,",,,"Instance-based learning algorithms,",,9,1992.,"('title',)"
"Aha, D. W., Kibler, D., & Albert, M.",,,,,,"Machine Learning,",,,,,,Instance-based learning algorithms.,,6 (1).,(1991).,"Pazzani, M., and Kibler, D.,",,,,,,"Machine Learning,",,,"57-94,",,,"Instance-based learning algorithms,",,"9,",1992.,"('title',)"
"Aha, D. W., Kibler, D., & Albert, M.",,,,,,"Machine Learning,",,,,,,Instance-based learning algorithms.,,6 (1).,(1991).,Pazzani M. and Kibler D.,,,,,,"Machine Learning,",,,57-94.,,,"Instance-based learning algorithms,",,"9, 1,",(1991).,"('title',)"
"Aha, D. W., Kibler, D., & Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,"6,",(1991).,M. Pazzani & D.,,,,,,,,,"57-94,",,,Instance-based learning algorithms.,,9(1):,1992.,"('title',)"
"Aha, D. W., Kibler, D., & Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,"6,",(1991).,"Pazzani, M., and Kibler, D.",,,,,,"Machine Learning,",,,57-94.,,,Instance-based learning algorithms.,,9,(1992).,"('title',)"
"Aha, D. W., Kibler, D., & Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,"6,",(1991).,M. Pazzani & D.,,,,,,,,,"57-94,",,,Instance-based learning algorithms.,,9(1):,1992.,"('title',)"
"Aha, D. W., Kibler, D., & Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,"6,",(1991).,"Pazzani, M., and Kibler, D.",,,,,,"Machine Learning,",,,57-94.,,,Instance-based learning algorithms.,,9,(1992).,"('title',)"
"Aha, D. W., Kibler, D., & Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,"6,",(1991).,"Aha, D., Kibler, D. & Albert M.",,,,,,"Machine Learning,",January,,"37-66,",,,Instance-based learning algorithms.,,6,1991.,"('authors',)"
"Aha, D. W., Kibler, D., & Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,"6,",(1991).,"D.W. Aha, D. Kibler, and M.K. Albert.",,,,,,"Machine Learning,",January,,"37-66,",,,Instance-based learning algorithms.,,6,1991.,"('booktitle',)"
"Aha, D. W., Kibler, D., & Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,"6,",(1991).,"D.W. Aha, D. Kibler, and M.K. Albert.",,,,,,"Machine Learning,",January,,"37-66,",,,Instance-based learning algorithms.,,6,1991.,"('date',)"
"Aha, D. W., Kibler, D., & Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,"6,",(1991).,"D.W. Aha, D. Kibler, and M.K. Albert.",,,,,,"Machine Learning,",January,,"37-66,",,,Instance-based learning algorithms.,,6,1991.,"('editor',)"
"Aha, D. W., Kibler, D., & Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,"6,",(1991).,"D.W. Aha, D. Kibler, and M.K. Albert.",,,,"Boston, MA:",,"Machine Learning,",January,,"37-66,",,,Instance-based learning algorithms.,,6,1991.,"('address',)"
"Aha, D. W., Kibler, D., & Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,"6,",(1991).,"D.W. Aha, D. Kibler, and M.K. Albert.",,,,,,"Machine Learning,",January,,"37-66,",,,Instance-based learning algorithms.,,6,1991.,"('institution',)"
"Aha, D. W., Kibler, D., & Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,"6,",(1991).,"D.W. Aha, D. Kibler, and M.K. Albert.",,,,,,"Machine learning,",January,,"37-66,",,,Instance-based learning algorithms.,,6,1991.,"('journal',)"
"Aha, D. W., Kibler, D., & Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,"6,",(1991).,"D.W. Aha, D. Kibler, and M.K. Albert.",,,,,,"Machine Learning,",,,"37-66,",,,Instance-based learning algorithms.,,6,1991.,"('month',)"
"Aha, D. W., Kibler, D., & Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,"6,",(1991).,"D.W. Aha, D. Kibler, and M.K. Albert.",,,,,,"Machine Learning,",January,,"37-66,",,,Instance-based learning algorithms.,,6,1991.,"('note',)"
"Aha, D. W., Kibler, D., & Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,"6,",(1991).,"D.W. Aha, D. Kibler, and M.K. Albert.",,,,,,"Machine Learning,",January,,pp 37-66.,,,Instance-based learning algorithms.,,6,1991.,"('pages',)"
