ltable_authors,ltable_booktitle,ltable_date,ltable_editor,ltable_address,ltable_institution,ltable_journal,ltable_month,ltable_note,ltable_pages,ltable_publisher,ltable_tech,ltable_title,ltable_category,ltable_volume,ltable_year,rtable_authors,rtable_booktitle,rtable_date,rtable_editor,rtable_address,rtable_institution,rtable_journal,rtable_month,rtable_note,rtable_pages,rtable_publisher,rtable_tech,rtable_title,rtable_category,rtable_volume,rtable_year,alteredAttributes,originalRightId
"Utgoff, P.","In Machine Learning,",,,"Los Altos, CA.",,,,,,"Morgan Kaufmann,",,Shift of bias for inductive concept learning.,,volume 2.,(1986).,"Utgoff, P. E., & Brodley, C. E.",Proceedings of the Seventh International Conference on Machine Learning,,,"Austin, TX:",,,,,(pp. 58-65).,Morgan Kaufmann.,,Shift of bias for inductive concept learning.,,14,(1990).,"('title',)",1@1746
"S.E. Fahlman and C. Lebiere,",Advances in Neural Information Processing Systems,1990.,,"San Mateo, CA,",,,,,"2, pp. 524-532,","Morgan Kaufmann,",,"The cascade-correlation learning architecture,",,"Vol.2,",,S.E. Fahlman.,,1979.,,"Cambridge, MA, U.S.A.,",,,,,,"MIT Press,",,The cascade correlation learning algorithm.,,,,"('title',)",1@96
Micheal J. Pazzani and Dennis Kibler.,,,,,,"Machine Learning,",,,"54-97,",,,The role of prior knowledge in inductive learning.,,9,1992.,C. E. Brodley and P. E. Utgoff.,,,,,,"Machine Learning,",,,"45-77,",,,The utility of knowledge in inductive learning.,,19(1),1995.,"('title',)",1@1209
"Pazzani, M., & Kibler, D.",,,,,,Machine Learning.,,,,,,The role of prior knowledge in inductive learning.,,,(1992).,"Aha, D. W., Kibler, D., and Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,The utility of knowledge in inductive learning.,,6,(1991).,"('title',)",0@903
"Pazzani, M. J., & Kibler, D.",,,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,"9,",(1992).,"Aha, D. W., Kibler, D., and Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,The utility of knowledge in inductive learning.,,6,(1991).,"('title',)",0@903
"Pazzani, M. J., & Kibler, D.",,,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,"9,",(1992).,"Aha, D. W., Kibler, D., and Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,The utility of knowledge in inductive learning.,,6,(1991).,"('title',)",0@903
M. Pazzani and D. Kibler.,,,,,,"Machine Learning,",,,":57-94,",,,The utility of knowledge in inductive learning.,,9,1992.,"David W. Aha, Dennis Kibler, and Mark K. Albert.",,,,,,"Machine Learning,",,,"37-66,",,,The utility of knowledge in inductive learning.,,6,1991.,"('title',)",1@999
M. Pazzani and D. Kibler.,,,,,,"Machine Learning,",,,":57-94,",,,The utility of knowledge in inductive learning.,,9,1992.,"Kibler, D., & Langley, P.","In Proceedings of the Third European Working Session on Learning,",,,"Edinburgh, UK.",,,,,"pp. 1-12,",,,The utility of knowledge in inductive learning.,,,(1988).,"('title',)",1@754
"Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,D. S. Touretzky (Ed.),"San Mateo, CA:",,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,Vol. 2).,,"Benford, S., Bowers, J., Fahln, L., Greenhalgh, C., and Snowdon, D.,","in Proc. ACM Conference on Human Factors in Computing Systems (CHI95),","May 7-11, 1995,",,"Denver, Colorado, USA.",,,,,,,,; The Cascaded-Correlation Learning Architecture.,,,,"('title',)",0@12
"Fahlman, S., and Lebiere, C.",In Advances in Neural Information Processing Systems,(1989).,,"Denver, CO.",,,,,524-532.,,,The cascade-correlation learning architecture.,,"2,",,"Benford, S., Bowers, J., Fahln, L., Greenhalgh, C., and Snowdon, D.,","in Proc. ACM Conference on Human Factors in Computing Systems (CHI95),","May 7-11, 1995,",,"Denver, Colorado, USA.",,,,,,,,; The Cascaded-Correlation Learning Architecture.,,,,"('title',)",0@12
"Fahlman, S. E., & Lebiere, C.",Advances in Neural Information Processing Systems,(1990).,"In Touretzky, D. S. (Ed.),","San Mateo, CA.",,,,,pp. 524-532.,"Morgan Kaufmann,",,The cascade-correlation learning architecture.,,"2,",,"Benford, S., Bowers, J., Fahln, L., Greenhalgh, C., and Snowdon, D.,","in Proc. ACM Conference on Human Factors in Computing Systems (CHI95),","May 7-11, 1995,",,"Denver, Colorado, USA.",,,,,,,,; The Cascaded-Correlation Learning Architecture.,,,,"('title',)",0@12
Fahlman S. and Lebiere C.,Advances in Neural Information Processing Systems,(1990).,"In D. Touretzky (Ed),",,,,,,,Morgan Kaufmann.,,The Cascade Correlation Learning Architecture.,,"volume2,",,"R. Musick, Jason Catlett, and S. Russell.","In ML-93 ,",,Editor: Paul E. Utgoff.,,,,,,pages 212-219.,,,"The cascade-correlation learning architec ture,",,,,"('title',)",0@1440
"David W. Aha, Dennis Kibler, and Marc K. Albert.",,,,,,"Machine Learning,",,,,,,Instance-based learning algorithms.,,"6(1),",1991.,"J. S. Conery, D. F. Kibler,","Proc. ACM Symp. Functional Programming and Computer Architecture,",,,,,,f14g,,,,,Instance-based learning algorithms.,,,1981.,"('title',)",0@708
"Pazzani, M., and Kibler, D.",,,,,,"Machine Learning,",,,57-94.,,,The utility of background knowledge in inductive learning.,,9,(1992).,Bruce Porter and Dennus Kibler.,,,,,,"Machine Learning,",,,"249-286,",,,The role of prior knowledge in inductive learning.,,1,1986.,"('title',)",1@1112
P. Utgoff.,,,"In R. Michalski, J. Carbonell, and T. Mitchell, editors,","Los Altos, CA,",,"Machine Learning,",,,pages 163-190.,"Morgan Kauf-mann,",,Shift of bias for inductive concept learning.,,"volume 2,",1986.,P. E. Utgoff.,"In Sixth International Workshop on Machine Learning,",,,,,,,,"pages 362-365,",,,Shift of Bias for Inductive Concept Learning.,,,1989.,"('title',)",1@1689
"S. Fahlman and C. Lebiere,",in Neural Information Systems,1990.,"D. Touretzky, Ed,",,,,,,pp. 524-532.,"Morgan-Kauffman,",,"The cascade correlation learning algorithm,",,"2,",,"Fahle, M., Edelman, S., & Poggio, T.",,,,,,"Vision Research,",,,3003-3013.,,,The cascade-correlation learning architecture.,,"35,",,"('title',)",1@46
"P.E. Utgoff,",,,,,,"Machine Learning,",,,161-186.,,,Incremental induction of decision trees.,,"4,",,"Utgoff, P. E.","in Machine Learning: Proceedings of the Eleventh International Conference,",,,,,,,,pp. 318-325.,"Morgan Kaufmann,",,Incremental induction of decision trees.,,,"(1994),","('title',)",1@1813
"Utgoff, P.","Machine Learning II,",,"In Michalski, R., Carbonell, J., and Mitchell, T., editors,",,,,,,pages 107-148.,Morgan Kaufman.,,Shift of bias for inductive concept learning.,,,(1986).,"Mitchell, T., Utgoff, T., & Banerji, R.",Machine Learning: An Artificial Intelligence Approach.,,"In Michalski, R., Mitchell, T., & Carbonell, J. (Eds.),","Palo Alto, CA.",,,,,,"Morgan Kaufmann,",,Shift of Bias for Inductive Concept Learning.,,,(1983).,"('title',)",0@1383
"Fahlman, S. E.",,(1988).,,"Pittsburgh, PA 15213.","School of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-88-162,",An empirical study of learning speed in backpropagation networks.,,,,"Mitchell, T., Utgoff, T., & Banerji, R.",Machine Learning: An Artificial Intelligence Approach.,,"In Michalski, R., Mitchell, T., & Carbonell, J. (Eds.),","Palo Alto, CA.",,,,,,"Morgan Kaufmann,",,An empirical study of learning speed in back-propagation networks.,,,(1983).,"('title',)",0@1383
"Pazzani, M. and Kibler, D.,",,,,,,"Machine Learning,",,,,,,"The Utility of Knowledge in Inductive Learning,",,9(1),1992.,"Fahlman, S. E. and Lebiere, C.",Advances in Neural Information Processing Systems,(1990).,"In Touretzky (Ed.),",,,,,,,Morgan Kauffman.,,The utility of background knowledge in inductive learning.,,2.,,"('title',)",0@276
"Kibler, D., & Langley, P.",Proceedings of the Third European Working Session on Learning,,,Glasgow:  Pittman.,,,,,(pp. 81-92).,,,Machine learning as an experimental science.,,,(1988).,"Aha, D. and Kibler, D.","In Proceedings of the Fourth International Conference on Machine Learning,",,,"U. C. Irvine,  CA,",,,,,"pages 24-30,",Morgan Kaufmann.,,Machine learning as an experimental science.,,,1987.,"('title',)",1@880
Scott E. Fahlman and Christian Lebiere.,,1990.,,"Pittsburgh, PA 15213,","School of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-90-100,",The cascade-correlation learning architecture.,,,,"Fahlman, S. E.",,(1988).,,"Pittsburgh, PA.","Computer Science Department, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-88-162,",The cascade-correlation learning architecture.,,,,"('title',)",0@153
"D.W. Aha, D. Kibler, and M.K. Albert,",,,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,"6,",,"Fahlman, S., & Lebiere, C.","Advances in Neural Information Processing Systems,",(1989).,"In Touret-zky, D. (Ed.),","San Mateo, CA.",,,,,"pp. 524-532,",Morgan Kaufmann.,,Instance-based learning algorithms.,,"Vol. 2,",,"('title',)",1@302
"Aha, David W., Dennis Kibler, Marc K. Albert,",,,,,,"Machine Learning,",,,pp. 37-66.,,,"Instance-Based Learning Algorithms,",,"vol. 6,",(1991).,M. Pazzani and D. Kibler.,,,,,,"Machine Learning,",,,"54-97,",,,Instance-based learning algorithms.,,9,1992.,"('title',)",0@1096
"Aha, D. W., Kibler, D., and Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,"6,",(1991).,M. Pazzani and D. Kibler.,,,,,,"Machine Learning,",,,"54-97,",,,Instance-based learning algorithms.,,9,1992.,"('title',)",0@1096
"D.W. Aha, D. Kibler, and M.K. Albert.",,,,,,"Machine Learning,",January,,"37-66,",,,Instance-based learning algorithms.,,6,1991.,M. Pazzani and D. Kibler.,,,,,,"Machine Learning,",,,"54-97,",,,Instance-based learning algorithms.,,9,1992.,"('title',)",0@1096
"Aha, D. W.; Kibler, D.; and Albert, M. K.",,,,,,Machine Learning,,,37-66.,,,Instance-based learning algorithms.,,6,1991.,M. Pazzani and D. Kibler.,,,,,,"Machine Learning,",,,"54-97,",,,Instance-based learning algorithms.,,9,1992.,"('title',)",0@1096
C. E. Brodley and P. E. Utgoff.,,,,,,"Machine Learning,",,,"45-77,",,,Multivariate decision trees.,,19(1),1995.,"Utgoff, Paul E.",Machine Learning. An Artificial Intelligence Approach.,,"In Michalski, Ryszard S., Carbonell, Jaime G., and Mitchell, Tom M., editors,","Los Altos, CA,",,,,,pages 107-148.,"Morgan Kaufmann,",,Multivariate decision trees.,,"Volume II,",1986.,"('title',)",1@1582
Paul E. Utgoff.,,,,,,"Machine Learning,",,,"161-186,",,,Incremental induction of decision trees.,,4,1989.,"Utgoff, P.",Machine Learning: An Artificial Intelligence Approach II.,,"editors In Michalski, R.; Carbonell, J.; and Mitchell, T.,","Los Altos, CA.",,,,,107-148.,Morgan Kaufmann:,,Incremental induction of decision trees.,,,"1986,","('title',)",0@1543
"Utgoff, P. E.","Machine Learning: An Artificial Intelligence Approach,",,"In Michalski, R.S.; Carbonell, J.G.; and T.M., Mitchell,",,,,,,107-148.,Morgan Kaufmann Publishers.,,Shift of bias of inductive concept learning.,,Vol II.,"1986,","Utgoff, P. E.",,,,,,"Connection Science,",,,377-391.,,,Shift of bias for inductive concept learning.,,"1,",(1989).,"('title',)",1@1699
"Utgoff, P. E.","Machine Learning: An Artificial Intelligence Approach,",,"In Michalski, R.S.; Carbonell, J.G.; and T.M., Mitchell,",,,,,,107-148.,Morgan Kaufmann Publishers.,,Shift of bias of inductive concept learning.,,Vol II.,"1986,",Paul E. Utgoff.,,,,,,"Machine Learning,",,,"161-186,",,,Shift of bias for inductive concept learning.,,4,1989.,"('title',)",1@1678
"Utgoff, P. E.",Machine learning: An artificial intelligence approach.,,"In Michalski, Carbonell & Mitchell (Eds.),","San Mateo, CA:",,,,,,Morgan Kaufmann.,,Shift of bias for inductive concept learning.,,,(1986).,"Utgoff, P. E.",,,,,,"Connection Science,",,,377-391.,,,Shift of bias for inductive concept learning.,,"1,",(1989).,"('title',)",1@1699
"Utgoff, P. E.",Machine learning: An artificial intelligence approach.,,"In Michalski, Carbonell & Mitchell (Eds.),","San Mateo, CA:",,,,,,Morgan Kaufmann.,,Shift of bias for inductive concept learning.,,,(1986).,Paul E. Utgoff.,,,,,,"Machine Learning,",,,"161-186,",,,Shift of bias for inductive concept learning.,,4,1989.,"('title',)",1@1678
"Utgoff, P. E.",Machine learning: An artificial intelligence approach.,,"In Michalski, Carbonell & Mitchell (Eds.),","San Mateo, CA:",,,,,,Morgan Kaufmann.,,Shift of bias for inductive concept learning.,,,(1986).,Paul E. Utgoff.,,,,,,"Machine Learning,",,,"161-186,",,,Shift of bias for inductive concept learning.,,4,1989.,"('title',)",1@1681
"Utgoff, P. E.",Machine learning: An artificial intelligence approach.,,"In Michalski, Carbonell & Mitchell (Eds.),","San Mateo, CA:",,,,,,Morgan Kaufmann.,,Shift of bias for inductive concept learning.,,,(1986).,"Utgoff, P. E.",,,,,,"Connection Science,",,,377-391.,,,Shift of bias for inductive concept learning.,,"1,",(1989).,"('title',)",1@1699
"Utgoff, P. E.",Machine learning: An artificial intelligence approach.,,"In Michalski, Carbonell & Mitchell (Eds.),","San Mateo, CA:",,,,,,Morgan Kaufmann.,,Shift of bias for inductive concept learning.,,,(1986).,Paul E. Utgoff.,,,,,,"Machine Learning,",,,"161-186,",,,Shift of bias for inductive concept learning.,,4,1989.,"('title',)",1@1678
"Utgoff, P. E., & Mitchell, T. M.",Proceedings of the Second National Conference on Artificial Intelligence,,,"Pittsburgh, PA:",,,,,(pp.  414-417).,Morgan Kaufmann.,,Acquisition of appropriate bias for inductive concept learning.,,,(1982).,"Mitchell, T., Utgoff, P. & Banerji, R.","in Machine Learning, An Artificial Intelligence Approach, Volume I,",,,"Palo Alto, California:",,,,,,Tioga Press.,,Acquisition of Appropriate Bias for Inductive Concept Learning.,,,"(1983),","('title',)",0@1372
"T. M. Mitchell, P. E. Utgoff, and R. B. Banerji.","Machine learning: An artificial intelligence approach,",,"In R. S. Michalski, J. G. Carbonell, and T. M. Mitchell, editors,",,,,,,,"Morgan Kaufmann,",,Learning by experimentation: Acquiring and refining problem-solving heuristics.,,volume 1.,1983.,P. E. Utgoff and T. M. Mitchell.,"In Proc. of AAAI-82,",,,"Pittsburgh, PA,",,,,,,,,"Learning by experimentation: acquiring and refining problem-solving heuristics,",,,1982.,"('title',)",1@1487
"Mitchell, T. M., Utgoff, P. E. and Banerji, R.,","Machine Learning : An Artificial Intelligence Approach,",,"in:R. S. Michalski, J. G. Carbonell and T. M. Mitchell (eds.),","Palo Alto, California,",,,,,,"Tioga,",,"Learning by Experimentation: Acquiring and Refining ProblemSolving Heuristics,",,,1983.,P. E. Utgoff and T. M. Mitchell.,"In Proc. of AAAI-82,",,,"Pittsburgh, PA,",,,,,,,,"Learning by experimentation: acquiring and refining problem-solving heuristics,",,,1982.,"('title',)",1@1487
"T. Mitchell, Utgoff, P. and Banerji, R.,","in Machine Learning:  An Artificial Intelligence Approach,",,"R. Michalski,",,,,,,,J.,,"Learning by Experimentation: Acquiring and Refining ProblemSolving Heuristics,",,,,"Brodley, C. E., and Utgoff, P. E.",,,,,"Dept. of Computer Science, Univ. of Mass.",,,,,,,"Learning by experimentation: acquiring and refining problem-solving heuristics,","COINS Technical Report 92-8,",,1992.,"('title',)",1@1140
"T. Mitchell, Utgoff, P. and Banerji, R.,","in Machine Learning:  An Artificial Intelligence Approach,",,"R. Michalski,",,,,,,,J.,,"Learning by Experimentation: Acquiring and Refining ProblemSolving Heuristics,",,,,P. E. Utgoff and T. M. Mitchell.,"In Proc. of AAAI-82,",,,"Pittsburgh, PA,",,,,,,,,"Learning by experimentation: acquiring and refining problem-solving heuristics,",,,1982.,"('title',)",1@1487
"Aha, D. W., Kibler, D. & Albert, M. K.",,,,,,"Machine Learning 6(1),",,,pp. 37-66.,,,"Instance-based learning algorithms,",,,"(1991),",D. Ruby and D. Kibler.,In Proceedings of AAAI-91.,,,,,,,,,"AAAI Press,",,Instance based learning algorithms.,,,1991.,"('title',)",0@1122
"Pazzani, M. & Kibler, D.",,,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,9,(1992).,S.E. Fahlman.,,,,,,,,,,MIT Press.,,The utility of knowledge in inductive learning.,,,,"('title',)",0@83
"Pazzani, M. and Kibler, D.",,,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,9,(1992).,"Utgoff, P. E., Berkman, N. C., & Clouse, J. A.",,,,,,Machine Learning.,,,,,,The utility of knowledge in inductive learning.,,,,"('title',)",1@1860
Dennis Kibler and Pat Langley.,In Proceedings of the Third European Working Session on Learning.,,,"San Mateo, CA.,",,,,Also appears in Readings in Machine Learning by Shavlik and Dietterich.,,"Pitman Publishing Ltd., London and Morgan Kaufman Publishing,",,Machine learning as an experimental science.,,,1988.,"D. W. Aha, D. Kibler, and M. K. Albert.",,,,,,"Machine Learning,",,,"37-66,",,,"Machine learning as an experimental science,",,6(1),1991.,"('title',)",1@984
Dennis Kibler and Pat Langley.,In Proceedings of the Third European Working Session on Learning.,,,"San Mateo, CA.,",,,,Also appears in Readings in Machine Learning by Shavlik and Dietterich.,,"Pitman Publishing Ltd., London and Morgan Kaufman Publishing,",,Machine learning as an experimental science.,,,1988.,"David W. Aha, Dennis Kibler, and Marc K. Albert.",,,,,,"Machine Learning,",,,,,,"Machine learning as an experimental science,",,"6(1),",1991.,"('title',)",1@998
S. E. Fahlman and C. Lebiere.,"Advances in Neural Information Processing Systems (NIPS89),",1990.,,"San Mateo CA,",,,,,"pp. 524-532,","Morgan Kaufmann,",,The Cascade-Correlation Learning Architecture.,,"vol.2,",,"Fahlman, S.E.,",,1979.,,"Cambridge, MA,",,,,,,"MIT Press,",,The cascade-correlation learning architecture. In D.S.,,,,"('title',)",1@92
"Pazzani, M., & Kibler, D.",,,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,"9,",(1992).,"Aha, D. W., Kibler, D. & Albert, M. K.",,,,,,"Machine Learning 6(1),",,,pp. 37-66.,,,The utility of background knowledge in inductive learning.,,,"(1991),","('title',)",1@594
Pazzani M. and Kibler D.,,,,,,"Machine Learning,",,,"57-94,",,,The utility of knowledge in inductive learning.,,9(1),1991.,"Aha, D. W., Kibler, D. & Albert, M. K.",,,,,,"Machine Learning 6(1),",,,pp. 37-66.,,,The utility of background knowledge in inductive learning.,,,"(1991),","('title',)",1@594
S. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,1990.,"In D. Touretzky, editor,",,,,,,,"Morgan Kaufmann,",,The Cascade-Correlation learning architecture.,,volume2.,,"Fahlman, S. E.",,(1979).,,"Cambridge, MA.",,,,,,"The MIT Press,",,The cascade-correlation learning architecture.,,,,"('title',)",1@73
"Fahlman, S. E. & Lebiere, C.","In Advances in Neural Information Processing Systems,",1989.,,"Denver,",,,,,"pages 524-532,",CO. Morgan Kaufmann.,,The cascade-correlation learning architecture.,,"volume 2,",,"Fahlman, S. E.",T.,(1988).,"In G. E. Hinton,",,,,,,,,,The cascade-correlation learning architecture.,,,,"('title',)",0@109
Scott E. Fahlman and Christian Lebiere.,"In [9],",1990.,,,,,,,"pages 524-532,",,,The Cascade-Correlation learning architecture.,,,,S.E. Fahlman and C. Lebiere.,T.,(1988).,"In G. E. Hinton,",,,,,,,,,Faster-learning variations on back-propagation.,,,,"('authors',)",0@109
Scott E. Fahlman and Christian Lebiere.,"In [9],",1990.,,,,,,,"pages 524-532,",,,The Cascade-Correlation learning architecture.,,,,"Fahlman, S. E.",T.,(1988).,"In G. E. Hinton,",,,,,,,,,The cascade-correlation learning architecture.,,,,"('title',)",0@109
"Aha, D., Kibler, D., and Albert, M.",,,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,6:,(1991),"Pazzani, M., & Kibler, D.",,,,,,"Machine Learning,",,,57-94.,,,Instance-based learning algorithms.,,"9 (1),",(1992).,"('title',)",1@814
M. Pazzani and D. Kibler.,,,,,,"Machine Learning,",,,"57-94,",,,The utility of knowledge in inductive learning.,,9,1992.,"S. Fahlman and C. Libiere,",Advances in Neural Information Processing Systems,,"in D. Touretzky (ed.),","San Mateo, CA)",,,,,P.524-532.,"(Morgan Kaufman,",,The utility of background knowledge in inductive learning.,,2,,"('title',)",1@337
"Fahlman, S. and Lebiere, C.",Advances in Neural Information Processing Structures,(1990).,"In Touretzky, D. S., editor,",,,,,,pages 524-532.,Mor-gan Kaufmann.,,The cascade-correlation architecture.,,"2,",,"Weiss, Y., Edelman, S., and Fahle, M.",,(1993).,,,,"Neural Computation,",,,695-718.,,,"The Cascade-Correlation Learning Architecture,",,5,,"('title',)",0@525
"Fahlman, S. E. & Lebiere, C.","In Advances in Neural Information Processing Systems,",(1990).,,,,,,,(pp.  524532).,,,The cascade correlation architecture.,,Volume 2,,"Weiss, Y., Edelman, S., and Fahle, M.",,(1993).,,,,"Neural Computation,",,,695-718.,,,"The Cascade-Correlation Learning Architecture,",,5,,"('title',)",0@525
"Fahlman, S. E. & Lebiere, C.",Advances in Neural Information Processing Systems (Vol.,(1989).,,"Denver, CO:",,,,,2) (pp. 524-532).,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlman, S. E., and Lebiere, C.",,1990.,,"Pittsburgh, PA,",,,,,,,"Tech. Rep.  CMU-CS-90-100,",The Cascade-Correlation learning architecture.,,,,"('institution',)",0@216
"Fahlman, S. E. & Lebiere, C.",Advances in Neural Information Processing Systems (Vol.,(1989).,,"Denver, CO:",,,,,2) (pp. 524-532).,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlman, S. E., and Lebiere, C.",,1990.,,"Pittsburgh, PA,","School of Computer Science, Carnegie Mellon University,",,,,,,,The Cascade-Correlation learning architecture.,,,,"('tech',)",0@216
Michael Pazzani and Dennis Kibler.,,,,,,"Machine Learning,",,,"57-94,",,,The role of prior knowledge in inductive learning.,,9,1992.,"J. S. Conery, D. F. Kibler,","Proc. ACM Symp. Functional Programming and Computer Architecture,",,,,,,,,,,,The utility of knowledge in inductive learning.,,,1981.,"('title',)",0@709
"Pazzani, M. and Kibler, D.",,,,,,"Machine Learning Journal,",,,57-94.,,,The utility of knowledge in inductive learning.,,9(1),(1992).,Bruce Porter and Dennus Kibler.,,,,,,"Machine Learning,",,,"249-286,",,,The role of prior knowledge in inductive learning.,,1,1986.,"('title',)",1@1112
Michael Pazzani and Dennis Kibler.,,,,,,"Machine Learning,",,,":57-94,",,,The utility of knowledge in inductive learning.,,(9),1992.,"Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,D. S. Touretzky (Ed.),"San Mateo, CA:",,,,,,Morgan Kaufmann.,,The utility of knowledge in inductive learning.,,Vol. 2).,,"('title',)",1@282
Michael Pazzani and Dennis Kibler.,,,,,,"Machine Learning,",,,":57-94,",,,The utility of knowledge in inductive learning.,,(9),1992.,"D. Aha, D. Kibler, and M. Albert.",,,,,,"Machine Learning,",,,"37-66,",,,The utility of knowledge in inductive learning.,,6(1),1991.,"('title',)",1@890
Michael Pazzani and Dennis Kibler.,,,,,,"Machine Learning,",,,":57-94,",,,The utility of knowledge in inductive learning.,,(9),1992.,"Brodley, C. E. and Utgoff P. E.",,,,,,"Machine Learning,",,,45-77.,,,The utility of knowledge in inductive learning.,,"19,",(1995).,"('title',)",1@1173
"D. Aha, D. Kibler, and M. Albert.",,,,,,"Machine Learning,",,,pp. 37-66.,,,Instance-based Learning Algorithms.,,"Vol. 6,",1991.,"Pazzani, M., & Kibler, D.",,,,,,"Machine Learning,",,,57-94.,,,Instance-Based Learning Algorithms.,,"9,",(1992).,"('title',)",0@823
"Aha, D., Kibler, D. & Albert, M.",,,,,,Machine Learning,,,37-66.,,,Instance-Based Learning Algorithms.,,"6,",1991.,"Pazzani, M., & Kibler, D.",,,,,,"Machine Learning,",,,57-94.,,,Instance-Based Learning Algorithms.,,"9,",(1992).,"('title',)",0@823
"Aha, D. W., Kibler, D., & Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,"6,",(1991).,"Pazzani, M., & Kibler, D.",,,,,,"Machine Learning,",,,57-94.,,,Instance-Based Learning Algorithms.,,"9,",(1992).,"('title',)",0@823
"D. Aha, D. Kibler, and M. Albert.",,,,,,"Machine Learning,",,,"37-66,",,,Instance-Based Learning Algorithms.,,6(1),1991.,"Pazzani, M., & Kibler, D.",,,,,,"Machine Learning,",,,57-94.,,,Instance-based learning algorithms.,,"9 (1),",(1992).,"('title',)",1@814
"D. W. Aha, D. Kibler, and M. K. Albert.",,,,,,"Machine Learning,",,,"37-66,",,,Instancebased learning algorithms.,,6(1),1991.,"Pazzani, M., & Kibler, D.",,,,,,"Machine Learning,",,,57-94.,,,Instance-based learning algorithms.,,"9 (1),",(1992).,"('title',)",1@814
"Fahlman, S.E.","Proceedings of the 1988 Connectionist Models Summer School,",1989.,"In D. Touretzky, G. Hinton & T. Sejnowski, eds.","Pittsburgh, PA,",,,,,38-51,"(Morgan Kaufman, San Mateo).",,Fast-learning variations on back-propagation: an empirical study.,,,,"Utgoff, Paul E.",Machine Learning. An Artificial Intelligence Approach.,,"In Michalski, Ryszard S., Carbonell, Jaime G., and Mitchell, Tom M., editors,","Los Altos, CA,",,,,,pages 107-148.,"Morgan Kaufmann,",,Fast-learning variations on back-propagation: An empirical study.,,"Volume II,",1986.,"('title',)",0@1581
S.E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,1990.,"In D. S. Touretzky, editor,",,,,,,,"Morgen Kaufmann,",,The cascade-correlation learning architecture.,,2.,,"M. Ahlskog, J. Paloheimo, H. Stubb, P. Dyreklev, M. Fahlman, O. Inganas and M.R. Andersson,",,(1994).,,,,"J Appl. Phys.,",,,"893,",,,The Cascade-Correlation Learning Architecture.,,"76,",,"('title',)",1@4
"S.E. Fahlman and C. Lebiere,",Advances in Neural Information Processing Systems,1990.,,"San Mateo, CA,",,,,,"2, pp. 524-532,","Morgan Kaufmann,",,"The cascade-correlation learning architecture,",,"Vol.2,",,"M. Ahlskog, J. Paloheimo, H. Stubb, P. Dyreklev, M. Fahlman, O. Inganas and M.R. Andersson,",,(1994).,,,,"J Appl. Phys.,",,,"893,",,,The Cascade-Correlation Learning Architecture.,,"76,",,"('title',)",1@4
D. Kibler and P. Langley.,"In Proc. of 1988 Euro. Working Session on Learning,",,,,,,,,"pages 8192,",,,Machine learning as an experimental science.,,,1988.,"Aha, D. W., Kibler, D., and Albert, M. K.",,,,,,"Machine Learning,",,,37-66.,,,Machine learning as an experimental science.,,6,(1991).,"('title',)",0@903
D. Kibler and P. Langley.,"In Proc. of 1988 Euro. Working Session on Learning,",,,,,,,,"pages 8192,",,,Machine learning as an experimental science.,,,1988.,"Connell, M. E. and Utgoff, P. E.","In Sixth National Conference on Artificial Intelligence,",,,"San Mateo, CA.",,,,,"pages 456-460,","Morgan Kaufmann,",,Machine learning as an experimental science.,,,(1987).,"('title',)",0@1279
"Kibler, D., & Langley, P.",Proceedings of the Third Euro-pean Working Session on Learning,,,Glas-gow: Pittman.,,,,"Reprinted in J. W. Shavlik & T. G. Di-etterich (Eds.), Readings in Machine Learning. Mor-gan Kaufmann.",(pp. 81-92).,,,Machine learning as an experimental science.,,,(1988).,"Clouse, J., & Utgoff, P.","Proc. 9th Intl. ML Conf.,",,,,,,,,92-101.,,,Machine learning as an experimental science.,,,1992.,"('title',)",1@1266
