ltable_title,ltable_description,ltable_brand,ltable_specTableContent,rtable_title,rtable_description,rtable_brand,rtable_specTableContent,label,pair_id
10tb gold sata 6 gb s 7200 rpm 256mb 3 5in,,,,wd gold datacenter hard drive wd101kryz 10 tb sata 6gb s enterprise drives cdw com,wd gold hard drives employ advanced technology to deliver great reliability capacity power efficiency and performance designed for a multitude of datacenter specific applications wd gold hard drives are perfect for high availability server and storage arrays that demand robust storage device,,,1,9115026#762808
samsung s24d330h 24 full hd led monitor inch 1ms hdmi ls24d330hsx en ccl computers,experience darker blacks with game modeinstantly optimising screen colours and contrast for gaming game mode ensures you get to see game scenes at their best easy on the eyes for a more comfortable viewing experienceeye saver mode unlike other colours emitted from screens blue light wavelengths have a more stimulating effect on the retina causing eye fatigue eye saver mode optimises your viewing comfort by smartly reducing blue light emissions at the touch of a button flicker free flicker free technology reduces screen flickering for a more comfortable viewing experiencesave energy and the environment with this eco friendly monitoreco saving plus eco saving technology reduces screen brightness for increased energy efficiency in addition to the two standard manual settings minimum at 25 and maximum at 50 there is now a brand new auto setting that reduces energy up about 10 based on the luminescence of the screen s black sections the screen brightness transitions fluidly while simultaneously saving energy pvc free monitor mechanisms and circuits are constructed without pvc making for an eco friendly device lessening environmental impact based on internal testing some cabling contains pvc,samsung,,dell ultrasharp u2414h 23 8 full hd ips monitor inch led 8ms ccl computers,see your work in vivid full hd detail with a 23 8 inch monitor that features the world s thinnest border for nearly seamless viewing across multiple screens with this incredible clarity across an ultra wide 178 degree viewing angle comes the ability to pivot left and right up to 90 degrees so you can create a multiple screen arrangement with near continual imagery between two or more monitors in addition to 90 degree clockwise or counter clockwise pivoting capability for use in side by side or top to top applications the dell ultrasharp 24 monitor u2414h offers generous height tilt and swivel adjustments find the perfect position with 6 5 degree forward or 22 degree backward tilt adjustments and a height adjustability range of 130mm an ultra wide 178 degree viewing angle enables clear and easy sharing of your screen with multiple onlookers brilliance goes beyond the screen with easy connectivity to your favorite digital devices and fast usb charging capability a mobile high definition link mhl port allows you to view high definition content directly from your compatible smart phone or tablet three usb 3 0 ports enable fast data transfers while one high current usb 3 0 port supplies twice the power for charging and powering compatible usb devices you can also connect your dell ultrasharp 24 monitor u2414h to peripherals that require hdmi displayport or mini displayport connectivity manage power consumption wisely with powernap enabled through the dell display manager to either dim the monitor to the minimum brightness level or put it into sleep mode when it is not in use,dell,,0,15501993#16670759
"271837 004 hp 72 8 gb u320 scsi 10k , null 5 pack wholesale price 5pack",description 5 x 72 8gb ultra320 3 5 inch scsi hot plug 10k hard drivein hpe hot plug hard drive tray as pictured genuine hpe serial number and firmwarepart number s option part 286714 b22 spare part 289042 001 assembly part 271837 004,hp enterprise,,"null , 271837 004 hp 72 8 gb u320 scsi 10k",description 5 x 72 8gb ultra320 3 inch scsi hot plug 10k hard drivein hpe drive tray as pictured genuine serial number and firmwarepart s option part 286714 b22 spare 289042 001 assembly 271837 004,hp enterprise,,1,13700072#17541572
"500670 b21 hp 2gb 1x2gb pc3 10600 udimm , null new wholesale price",description genuine hpe 2gb 1x2gb pc3 10600 ddr3 1333 unbuffered cas 9 dual rank x 8 memory kit part number s option part 500670 b21 1 module per kit hp smartbuy part 500670 s21 1 module per kit spare part 501540 001 1 module per kit assembly part 500209 061 1 module per kit,hp enterprise,specifications category proliant memory sub category genuine hp memory generation 1333mhz part number 500670 b21 products id 456459 storage capacity 2gb 1 x 2gb technology unbuffered ecc dimm form factor dimm 240 pin memory speed 1333mhz pc3 10600e 9 rank dual rank application server memory server model hp proliant compatibility hp proliant servers manufacturer hewlett packard hp serial number yes hp logo yes guaranteed genuine hp yes 500670 b21 compatible servers bl280c g6 g7 bl460c g6 g7 dl1000 dl120 g6 dl160 g6 g7 dl160se g6 g7 dl170h dl180 g6 g7 dl320 g6 g7 dl360 g6 g7 dl370 g6 g7 dl380 g6 g7 ml150 g6 g7 ml330 g6 g7 ml350 g6 g7 ml370 g6,"null , 397411 b21 hp 2gb 2x1gb pc2 5300 sdram kit new wholesale price",description genuine hpe 2gb fbd pc2 5300 2x1gb sdram ddr2 dual rank memory kitpart number s option part 397411 b21 2 modules per kit spare part 416471 001 2 modules per kit assembly part 398706 051 2 modules per kit,hp enterprise,specifications category proliant memory sub category genuine hp memory generation pc2 5300 part number 397411 b21 products id 142198 storage capacity 2gb 2 x 1gb upgrade type system specific technology ddr ii sdram memory speed 667mhz pc2 5300 rank dual application server memory server model hp proliant compatibility hp proliant servers manufacturer hewlett packard hp serial number yes hp logo yes guaranteed genuine hp yes 397411 b21 compatible servers bl20p g4 bl460c bl480c bl680c g5 dl140 g3 dl160 g5 dl180 dl360 g5 dl380 g5 dl580 g5 ml150 g3 ml350 g5 ml370,0,15969422#17063490
"533995 b22 hp xeon x3220 2 4ghz dl120 g5 , null",description intel xeon processor x3220 dl120 g5 2 40ghz 4 core 8mb 95w full option kitpart number s manufacturer part 533995 b22,hp enterprise,specifications category proliant processor sub category intel xeon generation g5 part number 533995 b22 products id 458226 product type processor processor type intel xeon processor core quad core processor qty 1 clock speed 2 40ghz bus speed 1066mhz l2 cache 8mb 64 bit processing yes process technology 65nm processor socket socket lga 775 thermal design power 105w,"null , 643772 b21 hp xeon e74830 2 13ghz bl680c g7 new wholesale price",description hp intel xeon e7 4830 bl680c g7 2 13ghz 8 core 24mb 105w full processor option kitpart number s manufacturer part 643772 b21,hp enterprise,specifications category proliant processor sub category intel xeon generation g7 part number 643772 b21 products id 458157 product type processor processor type intel xeon processor core octa core processor qty 1 clock speed 2 13ghz quickpath interconnect 6 40gt s l2 cache 2mb l3 cache 24mb 64 bit processing yes process technology 32nm processor socket socket lga 1567 thermal design power 105w,0,17008923#16914295
amd a4 7300 2x 3 80ghz boxed,we changed the game for pcs by revolutionizing the accelerated desktop processor that combines the power of a multicore cpu with amd radeongraphics all in one energy efficient chip,amd,official release date aug 13 2014 genre cpu pax code pax0006611164 catalog no ad7300okhlbox item code 0730143304962,micro amd serie a a6 6400k,micro amd serie a a6 6400k fm2 3 9ghz black edition,,,0,2462944#13641393
amd processor 8c ryzen threadripper 1900x 3 8ghz 4 0ghz turbo 16mb l3 cache 180w 2667mhz ddr4 yd190xa8aewof macconnection,,,,amd ryzen threadripper 1900x boxed prijzen tweakers,,,categorie processors merk amd productserie ryzen threadripper product amd ryzen threadripper 1900x uitvoering boxed ean 0730143309042 sku yd190xa8aewof tweakers id 986581 productprijs 479 pakketpost tot 1 kg 0 ideal 0 totaal 479 onjuiste prijs melden productprijs 507 pakketpost dpd 3 95 ideal 0 totaal 510 95 onjuiste prijs melden productprijs 512 95 pakketpost 3 95 ideal 0 totaal 516 90 onjuiste prijs melden productprijs 513 15 pakketpost nl dpd 4 95 ideal 0 totaal 518 10 onjuiste prijs melden productprijs 524 90 pakketpost nederland 0 ideal 0 totaal 524 90 onjuiste prijs melden productprijs 525 95 pakketpost 0 30 kg 4 95 ideal vanaf 10 0 totaal 530 90 onjuiste prijs melden productprijs 534 22 pakketpost vanaf 99 5 95 ideal 0 50 totaal 540 67 onjuiste prijs melden productprijs 549 pakketpost tot 50 0 ideal 0 totaal 549 onjuiste prijs melden productprijs 554 pakketpost postnl vanaf 49 95 0 ideal 0 totaal 554 onjuiste prijs melden productprijs 556 60 pakketpost vanaf 29 95 0 ideal 0 totaal 556 60 onjuiste prijs melden productprijs 572 04 pakketpost nederland vanaf 20 0 ideal 0 totaal 572 04 onjuiste prijs melden productprijs 576 75 opsturen vanaf 50 0 ideal 0 totaal 576 75 onjuiste prijs melden productprijs 589 pakketpost vanaf 50 0 ideal 0 totaal 589 onjuiste prijs melden productprijs 596 pakketpost 0 ideal 0 totaal 596 onjuiste prijs melden productprijs 632 pakketpost vanaf 50 0 ideal 0 totaal 632 onjuiste prijs melden,1,16651377#6519162
"287497 b21 hp 1gb 266mhz ddr pc2100 , null new wholesale price",description genuine hpe 1gb registered 266mhz ddrpc2100 ecc sdram memory kit 1x1024mb part number s option part 287497 b21,hp enterprise,specifications category proliant memory sub category genuine hp memory generation 266mhz part number 287497 b21 products id 1690 application server memory server model hp proliant compatibility hp proliant servers manufacturer hewlett packard hp serial number yes hp logo yes guaranteed genuine hp yes 287497 b21 compatible servers bl30p dl320 g2 ml310 g1 ml330 g3 ml350 g3,"500658 b21 hp 4gb 1x4gb pc3 10600 rdimm , null new 2 pack wholesale price 2pack",description 2 x genuine hpe 4gb 1x4gb pc3 10600 registeredcas 9 dual rank x 4 dram memory kitpart number s option part 500658 b21 1 module per kit spare part 501534 001 1 module per kit assembly part 500203 061 1 module per kit,hp enterprise,specifications category proliant memory sub category genuine hp memory generation 1333mhz part number 500658 b21 2pack products id 490417 storage capacity 4gb 1 x 4gb technology ddr3 dram form factor dimm 240 pin memory speed 1333mhz pc3 10600r 9 application server memory server model hp proliant compatibility hp proliant servers manufacturer hewlett packard hp serial number yes hp logo yes guaranteed genuine hp yes 500658 b21 compatible servers bl280c g6 g7 bl460c g6 g7 dl1000 dl160 g6 g7 dl160se g6 g7 dl170h dl180 g6 g7 dl320 g6 g7 dl360 g6 g7 dl370 g6 g7 dl380 g6 g7 ml150 g6 g7 ml330 g6 g7 ml350 g6 g7 ml370 g6,0,14350649#16638961
493083 001 hp 300 gb 3g 10k 2 5 dp sas hdd bl685c g6 part,description 300gb 2 5 inch serial attached scsi sas sff 3g dual port hot plug 10k hard drivein hpe hot plug hard drive tray as pictured for g1 g7 proliant sas serversgenuine hpe serial number and firmwaregenuine hpe certified hard drivepart number s option part 492620 b21spare part 493083 001assembly part 504015 003model dg0300balvp,hp enterprise,specifications manufacturer bl685c category hard drive sub category 10k generation sas part number bl685c 493083 001 product id 455387 bl685c harddrives type hard drive hot swap capacity 300gb interface type serial attached scsi spindle speed 10000rpm,"42d0421 ibm 146 gb 2 5 sff sas , null new pack wholesale price 2pack",description 2 x ibm 146gb sas 10k 2 5 inch sff nhs hdpart number s ibm part 42d0423 ibm option part 42d0421,ibm,specifications category ibm harddrive sub category 10k generation sas sff part number 42d0421 2pack products id 466317 capacity 146gb interface serial attached scsi enclosure internal form factor 2 5 inches spindle speed 10000rpm connector type 29 pin internal sas sff 8482 compatibility pc 42d0421 compatible servers for bladecenter hs20 7981 hs21 hs21 xm js21 ls21 7971 ls22 7901 ls41 7972 ls42,0,15627154#10969778
hp 16gb ddr3 sdram memory module 16 gb 1 x 1600 mhz pc3 12800 registereddimm 672631 b21 s detail page server nexus llc,,hp,product description hp memory 16 gb dimm 240 pin ddr3 storage capacity 16 gb upgrade type system specific oem manufacturer part number hp 672631 b21 technology ddr3 sdram form factor dimm 240 pin memory speed 1600 mhz pc3 12800 data integrity check ecc latency timings cl11 features dual rank registered designed for proliant bl460c gen8 dl160 gen8 dl360p gen8 dl380p gen8 ml350e gen8 ml350p gen8 sl230s gen8 sl250s gen8,hpe ddr3 16 gb dimm 240 pin 672631 b21 server memory cdw com,there are many demands on your server is it performing reliably and efficiently when you choose hpe ddr3 smartmemory you get significant data transfer speed and capacity improvements over older ddr technologies backed by our industry leading reliability all of our smartmemory goes through rigorous modeling qualification and testing processes that unlock extended memory performance features this extensive testing ensures that your hpe server memory is completely compatible with and optimized for your hpe server hpe servers configured with hpe ddr3 smartmemory deliver extended performance and manageability in a number of configurations that is not supported using third party dimms,,,1,5814601#10617368
disco duro interno hdd seagate st2000dm001,disco duro interno hdd seagate st2000dm001 2tb 3 5 sata 3 64mg 7200rpm,,,seagate desktop 7200 14 2tb sata3 64mb,,,,1,10508724#17393414
kingston technology hyperx predator ssd m 2 480gb shpm2280p2 480g,,kingston technology,,wd blue ssd 2 5 tlc 1tb prijzen tweakers,,,categorie solid state drives merk wd productserie blue product wd blue ssd 2 5 tlc uitvoering 1tb ean 0718037852904 sku wds100t1b0a tweakers id 619451 productprijs 282 99 pakketpost dpd 3 95 ideal 0 totaal 286 94 onjuiste prijs melden productprijs 289 10 pakketpost 0 30 kg 4 95 ideal vanaf 10 0 totaal 294 05 onjuiste prijs melden productprijs 296 45 pakketpost nederland 0 ideal 0 totaal 296 45 onjuiste prijs melden productprijs 296 45 pakketpost vanaf 29 95 0 ideal 0 totaal 296 45 onjuiste prijs melden productprijs 293 pakketpost 3 95 ideal 0 totaal 296 95 onjuiste prijs melden productprijs 299 pakketpost voor 23 59 besteld morgen gratis thuisbezorgd 0 ideal 0 totaal 299 onjuiste prijs melden productprijs 299 pakketpost nederland 0 ideal 0 totaal 299 onjuiste prijs melden productprijs 299 verzending 0 ideal 0 totaal 299 onjuiste prijs melden productprijs 299 pakketpost tot 50 0 ideal 0 totaal 299 onjuiste prijs melden productprijs 299 pakketpost 0 ideal 0 totaal 299 onjuiste prijs melden productprijs 299 pakketpost vanaf 0 ideal 0 totaal 299 onjuiste prijs melden productprijs 299 pakketpost vanaf 30 0 ideal 0 totaal 299 onjuiste prijs melden productprijs 299 pakketpost boven 20 0 ideal 0 totaal 299 onjuiste prijs melden productprijs 300 pakketpost 0 ideal 0 totaal 300 onjuiste prijs melden productprijs 295 50 pakketpost nl dpd 4 95 ideal 0 totaal 300 45 onjuiste prijs melden productprijs 301 pakketpost nederland vanaf 75 0 ideal 0 totaal 301 onjuiste prijs melden productprijs 302 pakketpost vanaf 36 24 0 ideal 0 totaal 302 onjuiste prijs melden productprijs 302 pakketpost postnl vanaf 49 95 0 ideal 0 totaal 302 onjuiste prijs melden productprijs 304 pakketpost 100 0 ideal 0 totaal 304 onjuiste prijs melden productprijs 304 pakketpost vanaf 29 0 ideal 0 totaal 304 onjuiste prijs melden productprijs 300 33 pakketpost vanaf 99 3 95 ideal 0 50 totaal 304 78 onjuiste prijs melden productprijs 306 opsturen nederland vanaf 301 0 ideal 0 totaal 306 onjuiste prijs melden productprijs 306 55 opsturen 0 ideal 0 totaal 306 55 onjuiste prijs melden productprijs 308 55 pakketpost 0 ideal 0 totaal 308 55 onjuiste prijs melden productprijs 309 pakketpost vanaf 20 0 ideal 0 totaal 309 onjuiste prijs melden productprijs 310 97 pakketpost 0 ideal 0 totaal 310 97 onjuiste prijs melden productprijs 309 pakketpost tot 1 kg 2 95 ideal 0 totaal 311 95 onjuiste prijs melden productprijs 313 pakketpost vanaf 100 0 ideal 0 totaal 313 onjuiste prijs melden productprijs 314 95 pakketpost vanaf 44 95 0 ideal 0 totaal 314 95 onjuiste prijs melden productprijs 349 99 pakketpost tot 20 0 ideal 0 totaal 349 99 onjuiste prijs melden productprijs 356 95 pakketpost vanaf 42 35 0 ideal 0 totaal 356 95 onjuiste prijs melden,0,15847133#16588140
wd 120gb green sata 6gb s 2 5 7mm cased solid state drive wds120g1g0a,,,,wd green wds120g1g0a ssd 120 go sata 6gb s garantie 3 ans,,western digital,,1,9502058#3142063
hpe usb interface adapter video extender 336047 b21 kvm modules cdw com,information technology professionals rely on hp quality to ensure maximum productivity as the power of applications processors memory adapters and storage devices increases high end computer users are seeking ways to optimize their system performance hp provides leading solutions adding new levels of performance availability flexibility and management,,,"null , 157766 b21 hp 50 gb internal tape drive new wholesale price",description hp ait2 50 100gb tape drivepart number s hewlett packard part 157766 b21,hp enterprise,specifications category hp sub category tape drive generation 50 100gb part number 157766 b21 products id 15051 form factor height half height form factor width 3 5 inch interface ultra2 scsi system type sun sparc pc intel x86 compatible tape format tape digital linear tape dlt,0,135477#14101740
speck iguy ipad mini 4 case 73423b104,,,,speck iguy ipad mini 4 case for tablet 73423 b104 cases covers cdw com,iguy is a fun free standing ipad mini case that s designed to make an impact and take one just as protective he is fun to play with iguy is the perfect ipad mini kid case for children young and old iguy s protective yet flexible foam is perfect for small hands and not so gentle drops the pvc free construction is durable yet lightweight and all around safe for kids plus this iguy ipad mini cover stands on his own for tabletop viewing the whole family can enjoy,,,1,101145#15460479
"354560 b21 hp pc3200 ecc sdram dimm , null new wholesale price",description smart modular 512mb pc3200 ecc sdramdimm module proliant ml110 dl320 g3part number s option part 354560 b21,hp enterprise,specifications category proliant memory sub category genuine hp memory generation ml110 part number 354560 b21 products id 141809 technology ddr ram capacity 512 b bus clock 400mhz application server memory server model hp proliant compatibility hp proliant servers manufacturer hewlett packard hp serial number yes hp logo yes guaranteed genuine hp yes,"408850 b21 hp 1gb 2x512mb pc2 5300 sdram kit , null new wholesale price",description genuine hpe 1gb pc2 5300ddr2 2x512mb memory kitpart number s option part 408850 b21 2 x 512mb,hp enterprise,specifications category proliant memory sub category genuine hp memory generation 667mhz part number 408850 b21 products id 143097 storage capacity 1gb 2 x 512mb upgrade type system specific technology ddr ii sdram memory speed 667mhz pc2 5300 application server memory server model hp proliant compatibility hp proliant servers manufacturer hewlett packard hp serial number yes hp logo yes guaranteed genuine hp yes 408850 b21 compatible servers bl260c g5 bl2x220c g5 bl45p g2 bl465c g1 bl465c g5 bl685c g1 bl685c g5 dl145 g3 dl165 g5 dl180 g5 dl185 g5 dl365 g1 dl365 g5 dl385 g2 dl385 g5 dl585 g2 dl585 g5 ml150 g5,0,17425426#16542893
apple ipad mini 4 128gb oro pccomponentes,,,,apple ipad mini 4 128gb wifi space gray buy at connection public sector solutions,,,,0,15579432#5406390
asus prime h270 pro motherboard socket 1151 kaby lake novatech,i7 i5 i3 7th gen atx ddr4 1xusb type c 2xusb 3 1 6xusb 3 0 6xusb 2 0 6xsata3 2xm 2 slots 2xpcie 3 0x16 amd crossfirex support,asus,,asus z170 sabertooth mark 1 usb 3 intel socket 1151 ddr4 atx motherboard ocuk,skylake 6th gen ddr4 3x pcie x16 4x pcie x1 8x sata 6gb s sata express m 2 sata pcie gigabit lan 7 1 hd audio 5x usb3 1 5x usb3 0 5x usb2 0 1x 5gb s usb type c crossfire sli,asus,,0,8113884#14871156
intel core i7 6800k broadwell e processor 6 15m cache 3 4ghz up to 60ghz lga 2011 unlocked ncix,,,quick specs compatibility desktop process technology 14 nm clock speed 3 40 ghz processor socket socket lga 2011 v3 l2 cache 1 50 mb l3 cache 15 mb processor core hexa core 6 core 64 bit processing yes thermal design power 140 w processor manufacturer intel overclocking speed 3 80 ghz productid 1033863253,intel i7 6800k broadwell extreme unlocked cpu processor ln72342 bx80671i76800k scan uk,intel core i7 6800k s 2011 3 broadwell e six core 12 thread 3 4ghz clock 3 8ghz turbo 15mb 28 lane 140w retail,,,1,11776214#7955307
crucial ddr3l 4 gb so dimm 204 pin specs cnet,,"null ,  crucial technology",,memoria ddr3 4gb 1600 mhz hyper x fury blue cl10 dimm kingston no ecc inside pc inusnet com baza,memoria ddr3 4gb 1600 mhz hyper,,,0,10433#8515876
samsung 840 evo solid state drive 1tb 2 5 sata iii mz 7te1t0bw drives ssds cdw com,samsung unveiled high performance high density ssds that offer over large memory storage among the highlights were the 840 evo a consumer oriented entry level high performance sata based ssd the samsung ssd 840 evo line up makes use of the industry s most compact 10 nanometer class high performance nand flash memory which samsung began mass producing in april with these chips and samsung s proprietary multi core controller the samsung ssd 840 evo achieves unrivaled value for performance with improved sequential read and write speeds samsung has released the entry level ssd 840 evo line up with significantly higher sequential write performance utilizing the industry s most compact 10 nm class 128 gb high performance nand samsung proprietary controller and turbo write drive the samsung ssd 840 evo boasts superior performance the samsung ssd 840 evo also has flexible product supply capacity making it the most competitive device on the market today,,,samsung ssd 840 evo 1 to net d veloppements com hi,,,,1,2542971#15319964
ram 8gb 2rx8 10600 9 udimm tradineur com,capacidad total 8 gb frecuencia bus clock rate 1 333 mhz tecnolog a ddr3 tft kit no tipolog a dimm analogico generica no,,peso 0 0400 alto 1 50 ancho 9 00 profundo 18 50 fabricante hewlett packard enterprise ref proveedor 647909 b21 marca hewlett packard enterprise,hp original 500670 b21 cnj 2gb 240p pc3 10600 cl9 18c 128x8 ddr3 1333 1 5v ecc udimm retail,500670 b21 cnj 2gb 240p pc3 10600 cl9 18c 128x8 ddr3 1333 1 5v ecc udimm retail,hp original,,0,8764917#11524855
makerbot starter lab for professionals 3d printer slplus3 printers cdw com,accelerate iterative design and generate returns with this accessible all in one combination of makerbot 3d printing solutions,,,lenovo thinkserver td350 tower xeon e5 2620v3 2 4 ghz 8 gb 0 70dg0009ux x86 based servers cdw com,the thinkserver td350 combines the latest intel xeon performance with legendary think quality and excellent systems management capabilities to deliver a high performance maximum storage density design great for smb mid market and remote offices td350 is a dual socket tower server providing full enterprise capabilities in a 4u tower form factor with up to 32 processor cores and 90 tb of storage the td350 is ideal for smb and large enterprise applications a complete portfolio of systems management tools increases uptime and productivity while keeping costs low enhanced hardware monitoring alerts and diagnostics combined with integrated provisioning and deployment tools make td350 the ultimate solution for any environment think enterprise engineered for maximum performance and storage capacity ideal for small and medium business,,,0,6520771#12375522
intel core i7 3770k boxed prijzen tweakers,,,categorie processors merk intel productserie core i7 product intel core i7 3770k uitvoering boxed ean 0032037036146 0675900010093 0675900010116 0675901150606 0735858241434 5032037036146 5032037036153 sku bx80637i73770k tweakers id 305699,intel core i5 3570 boxed prijzen tweakers,,,categorie processors merk intel productserie core i5 product intel core i5 3570 uitvoering boxed ean 0067591168120 0675901168120 0735858249317 5032037043977 sku bx80637i53570 tweakers id 305923,0,11340760#15331426
sandisk 128 gb cf extreme pro 160mb s sdcfxps 128g x46,sandisk sdcfxp 128g x46 sdcfxp128gx46 128gb cf extreme pro 100mb s compact flash card br reg trade compactflash 128 gb with lightning fast speed up to 100 mb sec write you rsquo ll be able capture more frames per second and video performance guarantee vpg dagger enabled allowing get full hd mdash out of your professional dslr camera storage ready for raw jpeg too even in 3d trust digital slr read lower based on internal testing may depending upon host device 1 megabyte million bytes x 150 kb gigabyte billion some capacity not available data 30 years warranty germany regions recognizing lifetime limited 1920x1080x30fps support vary file size resolution compression bit rate content other factors ensure recording at 20 minimum sustained,sandisk,,sandisk extreme pro 32gb compactflash memory card udma 7 speed up to 160mb s sdcfxps 032g x46 computer accessories peripherals page 38 5 free hosting,features storage 32gb read speed up to 160mb s write speed up to 150mb s video speed vpg 65 form factor compactflash industry leading combination of storage capacity and professional grade performance get high capacity storage faster shot to shot performance and cinema quality video with the sandisk extreme pro compactflash memory card with transfer speeds of up to 160mb s this card offers the fast efficient performance you expect from the global leader in flash memory cards this industry leading memory card is optimized for professional grade video capture with a minimum sustained write speed of 65mb s for rich 4k and full hd video capacities up to 256gb accommodate hours of video and thousands of high resolution images so you never miss a scene or shot this memory card resists extreme temperatures shock and other conditions shoot rich cinema quality video the sandisk extreme pro compactflash memory card is the world s first high capacity card that supports vpg 65 the video performance guarantee specification that ensures smooth 4k video recording as well as full hd professionals who need the highest video capture endurance will find the performance they need in this memory card industry leading shot speed performance optimized for 4k video capture the sandisk extreme pro compactflash memory card delivers a minimum sustained write speed of 65mb s with an industry leading shot speed of up to 150mb s for 16gb 128gb cards and up to 140mb s for the 256g,sandisk,,0,587184#1661570
asus prime b250m plus microatx lga1151 intel b250 ddr4 sata 3,,asustek,,gigabyte ga h110m s2hp prijzen tweakers,,,categorie moederborden merk gigabyte product gigabyte ga h110m s2hp uitvoering gigabyte ga h110m s2hp ean 4719331836290 sku ga h110m s2hp tweakers id 464480 productprijs 71 15 pakketpost nederland 0 ideal 0 totaal 71 15 onjuiste prijs melden productprijs 67 20 pakketpost tot 99 3 95 ideal 0 50 totaal 71 65 onjuiste prijs melden productprijs 68 pakketpost dpd 3 95 ideal 0 totaal 71 95 onjuiste prijs melden productprijs 67 25 pakketpost nl dpd 4 95 ideal 0 totaal 72 20 onjuiste prijs melden productprijs 72 pakketpost vanaf 1 99 ideal 0 totaal 73 99 onjuiste prijs melden productprijs 74 99 pakketpost 0 ideal 0 totaal 74 99 onjuiste prijs melden productprijs 76 40 opsturen vanaf 50 0 ideal 0 totaal 76 40 onjuiste prijs melden productprijs 76 99 pakketpost vanaf 20 i c m ideal 0 ideal 0 totaal 76 99 onjuiste prijs melden productprijs 79 pakketpost tot 50 0 ideal 0 totaal 79 onjuiste prijs melden productprijs 74 pakketpost nederland tot 75 5 ideal 0 totaal 79 onjuiste prijs melden productprijs 75 95 pakketpost 3 95 ideal 0 totaal 79 90 onjuiste prijs melden productprijs 80 pakketpost vanaf 36 24 0 ideal 0 totaal 80 onjuiste prijs melden productprijs 83 99 pakketpost tot 20 0 ideal 0 totaal 83 99 onjuiste prijs melden productprijs 84 70 pakketpost vanaf 29 95 0 ideal 0 totaal 84 70 onjuiste prijs melden,0,8734298#9460462
"null , 293472 b22 hp msl5026 sdlt rackmount tape library wholesale price",description hp msl5026 160 320gb sdlt rackmount tape librarypart number s hewlett packard part 293472 b22,hp enterprise,specifications category tape drive sub category sdlt generation 160 320 part number 293472 b22 products id 15239 device type tape library super dlt enclosure type rack mountable 5 u installed devices modules qty 1 installed 2 max capacity 160gb native 320gb compressed total storage capacity 4 16tb 8 32tb interface type scsi lvd data transfer rate 16mb s media type super dlt recording standard super dlt removable media capacity 26 power ac 110 230 v 50 60hz,"null , 340769 001 hp storageworks internal dlt scsi wholesale price",description storageworks 20 40gb internal dlt scsi tape drivepart number s option part 340769 001,hp enterprise,specifications category storageworks sub category tape drive generation 20 40gb part number 340769 001 products id 1259 tape type dlt native capacity 20gb interface type scsi enclosure type internal native data transfer rate 1 5mb s compressed capacity 40gb data transfer rate compressed 3mb s platform pc dimensions hxwxd 3 23 in x 5 83 in x 9 61 in,0,16592461#16890309
lenovo notebook sleeve 4x40n18009 shuttle cases cdw com,the thinkpad sleeve is designed to fit perfectly the most recent generation of thinkpad notebooks this fitted sleeve helps to protect your notebook from dust shocks scrapes and scratches for superior pc protection the slim lightweight design also stows easily in a larger bag,,,speck see thru matte for macbook 12 inch clear,only fits macbook 12,speck,,0,10273710#12132760
transcend micro sdhc uhs i u3 32 gb class 10 memory card adapter 95 mb,features supports ultra high speed class 3 specification u3 class 10 compliant read up to 95 mb s write up to 85 mb s smooth full hd 3d and 4k video recording performance mlc flash based performance and reliability extremely protective waterproof temperature proof static proof x ray proof shock proof ideal for action cameras and smartphones exclusive recover photo recovery software lifetime warranty,,,transcend 8gb usb flash drive 2 0 memory storage unique photo,8gb usb flash drive,,,0,7440444#17367657
