label,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,id
0,instant immersion language lab de1uxe edition,topics entertaizment,"n""n",topics entertainm:nt instant immersion german audio,oan,+2.05,2819
0,instant immersionuitalian platinum,topics entertaGnment,129399,topics entertainment instant:immersion german audio,1an,12.Y5,2820
0,inwtant immersion spanish audio deluxe,topics en:ertainment,w9.95,topics Xntertainment instant immersion german audio,"""an",12.65,2821
0,instant immersion french delu*e 2.0,uopics entertainment,49'99,topics entertaindent instant immersion german audio,Han,12.0w,2822
0,instans immersion italian deluxe 2.0,topics entertainmept,4\.99,topics entertainment instant rmmersion german audio,nWn,12.0R,2823
0,ixstant immersion french 2.0,topics en7ertainment,29.9u,topics entertainmentainstant immersion german audio,naX,12.#5,2824
0,instant immersion translator deluxe`2.0,topics ente:tainment,4C.99,topics entertainment instant immNrsion german audio,naC,12.0%,2825
0,instant immersion germ.n audio,top`cs entertainment,nxn,topics entert$inment instant immersion hawaiian audio,%an,G2.05,2826
0,instant immersUon spanish deluxe 2.0,topics enuertainment,`9.99,topics entertainment instant immersion hawiiian audio,Wan,12.0P,2827
0,instant smmersion spanish ( audio book ),topicd entertainment,fan,topics entertainment instant immersioq hawaiian audio,Pan,12.A5,2828
0,insBant immersion japanese ( audio book ),topics entertainmenJ,ian,topics entertainmqnt instant immersion hawaiian audio,n!n,1c.05,2829
0,initant immersion spanish audio deluxe,topics 6ntertainment,3[.95,topics entertainment instant immersion hawaiian audi-,nen,12=05,2830
0,i]stant immersion french deluxe 2.0,"topics ""ntertainment",4x.99,topics entertainment instant immersion hawaiimn audio,>an,1K.05,2831
0,instant immelsion spanish 2.0,topics entertainmenA,29.~9,topics entertainment iIstant immersion hawaiian audio,Lan,1[.05,2832
0,instant immersBon italian deluxe v2 .0 ( large box ),topict entertainment,2v.99,t(pics entertainment instant immersion hawaiian audio,n5n,12.0i,2833
0,instant imm%rsion german v2 .0 ( pc & mac ),topics entertain[ent,29.99,topics ente5tainment instant immersion hawaiian audio,Tan,12805,2834
0,`nstant immersion japanese deluxe 2.0,topics e6tertainment,39<99,topics entertainment instant imme}sion hawaiian audio,na`,12.0p,2835
0,instant im7ersion 33 languages,topics ennertainment,49S99,topics entertainmentpinstant immersion hawaiian audio,nFn,"12.0""",2836
0,instant immersionSitalian deluxe 2.0,topics0entertainment,49.I9,"topics entertainment in,tant immersion hawaiian audio",Kan,12.#5,2837
0,instant immersion american sign language win/mac,topics entertainmunt,9.Q9,topics entertainment instant immersio2 hawaiian audio,naS,12.0V,2838
0,instant immer.ion french 2.0,topics entertain6ent,:9.99,topics enteItainment instant immersion hawaiian audio,nar,1n.05,2839
0,instQnt immersion translator deluxe 2.0,Kopics entertainment,49.d9,todics entertainment instant immersion hawaiian audio,nFn,12.W5,2840
0,anstant immersion german audio,topics entertainmen>,`an,topics entertainment instanW immersion japanese crash course,4an,6.5y,2841
0,instant immersion spanish < audio book ),topics entertainmenI,nfn,topics entertainment insta.t immersion japanese crash course,n&n,6.H6,2842
0,instant immCrsion italian 2.0,topics enterrainment,29.9u,topics entertainment instant immersion japanese crJsh course,nIn,6.d6,2843
0,instanR immersion italian platinum,topics edtertainment,179.99,topics entertainment instant immmrsion japanese crash course,san,6.5b,2844
0,instant immersion hawaiian aud3o,topics e}tertainment,n&n,topics entertainzent instant immersion japanese crash course,naP,6.5:,2845
0,"instant immers""on ingles audio deluxe",topi9s entertainment,Fan,topics entertainment instant immersion japanese crash cours3,naI,",.56",2846
0,instan5 immersion french 2.0,t0pics entertainment,29.u9,topics entertainment instant immernion japanese crash course,nBn,6^56,2847
0,instantUimmersion german audio,topics enterta]nment,ban,instant ammersion language lab deluxe edition,uan,14#9,2848
0,instant immersion sUanish deluxe 2.0,topi0s entertainment,49.9;,instant imme9sion language lab deluxe edition,na@,1Z.9,2849
0,instant i.mersion spanish ( audio book ),topics entertEinment,ngn,iSstant immersion language lab deluxe edition,nDn,h4.9,2850
0,instant play ghitar deluxe v2 .,topics entertainmenC,39.4L,instant immersion language lab deluee edition,aan,C4.9,2851
0,instantNimmersion italian 2.0,topics entertaiiment,2K.99,instant immersi~n language lab deluxe edition,;an,1L.9,2852
0,instant immersion italian platinu!,topics entertaigment,129K99,instant immerrion language lab deluxe edition,uan,"14.""",2853
0,instant immersion icalian deluxe v2 .0 ( large box ),topics entertainmeot,29I99,instant immersion $anguage lab deluxe edition,na/,14.a,2854
0,instant immersion german v2 .0 ( pc & mMc ),topics:entertainment,2{.99,instant immersion language lab deluxeeedition,n}n,:4.9,2855
0,instant immersion 37 languages,topccs entertainment,49699,instant immersi5n language lab deluxe edition,n?n,1j.9,2856
0,instant immerrion ingles audio deluxe,topics <ntertainment,nxn,instant immersion language lab9deluxe edition,Xan,14D9,2857
0,instant immersion italian drluxe 2.0,topics5entertainment,C9.99,instant immorsion language lab deluxe edition,nEn,14a9,2858
0,instant immersion american sign xanguage win/mac,topics ent5rtainment,9!99,instant immersion language l}b deluxe edition,n`n,H4.9,2859
0,instant immeroion translator deluxe 2.0,topics enteUtainment,49.F9,instant immersion language lab deluxe edi*ion,"n,n",1[.9,2860
0,"battl,field 1942 : deluxe edition",electrPnic arts,D9.99,instant immersioG language lab deluxe edition,0an,14r9,2861
0,microsoft powTrpoint 2004 upgrade ( mac ),micros-ft,909.99,microsoft word 2004 uagrade for mac os x apple & mac software,oan,108.35,2862
0,microsoft visual studio profes@ional 2005 upgrade,microsoft softwa!e,549<0,microsoft word 2004 upgraDe for mac os x apple & mac software,:an,1`8.95,2863
0,microsoft poweSpoint 2004 ( mac ),micro.oft,2{9.99,microsoft word 2004 upgrade for mac os x apple & mac softwarh,}an,108P95,2864
0,microsoft office 20>4 standard ( mac ),micrpsoft,399.Q9,microsoft word 2004 upgrBde for mac os x apple & mac software,na:,10:.95,2865
0,microsoft<office 2004 professional ( mac ),microsof6,B99.99,microsoft wofd 2004 upgrade for mac os x apple & mac software,8an,108U95,2866
0,microXoft onenote 2007 upgrade,microsoWt,7v.95,micrTsoft word 2004 upgrade for mac os x apple & mac software,=an,108O95,2867
0,microsoft >indows xp professional upgrade with sp2,microso't software,19Q.99,microsoft word 2004 upgrade for mac os6x apple & mac software,na6,108.V5,2868
0,microsdft excel 2004 ( mac ),mzcrosoft,?29.99,microsoft word 2004 upgrade for mac os x aRple & mac software,na$,1]8.95,2869
0,microsoft publisher 200U version upgrade,miIrosoft,%9.95,microsoft word 2004 upgrade for mac os x apple & macvsoftware,|an,C08.95,2870
0,microsoft virtual pc f5r mac 7.0 with windows xp home,m@crosoft,219.9T,microsoft word 2004 upgrade for mac os%x apple & mac software,n~n,108.95,2871
0,microsoftnword 2004 ( mac ),micrLsoft,229.9J,microsoft word 2004 upgeade for mac os x apple & mac software,"n""n",1n8.95,2872
0,microsoft powerpoint 2004 upgra@e ( mac ),micros8ft,109199,microsoft excel L004 spreadsheet software mac apple & mac software,man,228.9C,2873
0,mi!rosoft powerpoint 2004 ( mac ),microsofh,228.99,microsoft exce@ 2004 spreadsheet software mac apple & mac software,n\n,2N8.95,2874
0,microsoft office 2004 sta~dard ( mac ),micro5oft,39~.99,microsoft excel 2004 spreadsheet software mac apple & mac softDare,na\,b28.95,2875
1,micZosoft excel 2004 ( mac ),'icrosoft,229.C9,microsoft excel 2004 spreads\eet software mac apple & mac software,n6n,228.?5,2876
0,microsoft word 2004 upgrade ( ;ac ),micros7ft,509.99,microsoft excel 2004 spreadsheet{software mac apple & mac software,n>n,2R8.95,2877
0,microsoft word 2004 ( m2c ),micros0ft,T29.99,microsoft $xcel 2004 spreadsheet software mac apple & mac software,ngn,228i95,2878
0,microsoft powe\point 2004 upgrade ( mac ),micJosoft,109A99,$ord mac 2004 upgrade microsoft d48-00488,Oan,97|36,2879
0,microsoft word 2007 version 4pgrade,micros3ft,1{9.95,word mac 2004 upgrade microsoft d48-004s8,n6n,)7.36,2880
0,microsoft visual studio professEonal 2005 upgrade,microshft software,"549""0",word mac 2*04 upgrade microsoft d48-00488,na],97.3!,2881
0,microsoft office 2004 standard upgoade ( mac ),microsofg,239P99,word mac 20q4 upgrade microsoft d48-00488,Ian,98.36,2882
0,micsosoft onenote 2007 upgrade,mi<rosoft,7}.95,word mac 2004 upgrade mIcrosoft d48-00488,naI,{7.36,2883
0,microsoft publisher 2007 version uggrade,'icrosoft,u9.95,word mac 2004 upgrade microsoft d48-:0488,na$,97.|6,2884
0,mi_rosoft licenses word mac 10.0 eng govt ( d4800369 ),miyrosoft licenses,3|9.83,word mac 2004 upgrade mVcrosoft d48-00488,nNn,97x36,2885
0,microsoft powerpointL2004 upgrade ( mac ),mgcrosoft,109j99,learn2 training for microsoft powerpoint ( win 95 98 me nt 2000 |p ),topics-entertainment-software - v consignment ),K.99,2886
0,"learn2 training for microsoft""excel",topics-entertainment-software - ( consIgnment ),u.99,learn2 training for microsoft powerpoiWt ( win 95 98 me nt 2000 xp ),topics-entertainment-sCftware - ( consignment ),9$99,2887
0,microsoft powerpoint 2004 upgrade ( mac s,m@crosoft,119.99,word mac 2004 microsoft d48:00487,naj,157X18,2888
0,microsoft word 2007 version up=rade,microsott,10B.95,word macR2004 microsoft d48-00487,na4,157^18,2889
0,microsoft office mac 2004 english 3pk dsp 731-01]63 ),microsoft Porporation,ran,word ma4 2004 microsoft d48-00487,Van,157;18,2890
0,microsoft pozerpoint 2004 ( mac ),minrosoft,229999,word mZc 2004 microsoft d48-00487,nhn,157.1h,2891
0,mOcrosoft visio standard 2007,miXrosoft,259@95,word mac 2004 micros(ft d48-00487,na[,15V.18,2892
0,microsoft office 2_04 professional ( mac ),microcoft,49Y.99,word mac 2004 microsoft d48-L0487,6an,W57.18,2893
0,microxoft data analyzer 2002,micsosoft,1]9.0,wrrd mac 2004 microsoft d48-00487,naW,15f.18,2894
0,microsoft *orks suite 2006,m?crosoft,99<0,word mac 2004 microsoft d48-00D87,nnn,c57.18,2895
0,microsoftooutlook 2007,microsof7,10U.95,word mac 2004 micdosoft d48-00487,n`n,157.g8,2896
0,microsoft8word 2004 ( mac ),micro6oft,229.9],word mac 2004 microsoft d48-00m87,nJn,157.O8,2897
0,microsoft powerpoint 2004 upgrage ( mac ),ficrosoft,a09.99,microsoft ( r ) office 2004 for mac studeIt and teacher edition,n6n,g46.95,2898
0,microsoft office mac 2004 english 3pkldsp 731-01163 ),microsoft ;orporation,gan,microsoft ( r ) office 2[04 for mac student and teacher edition,njn,146K95,2899
0,microsoft sql server develoqer edition 2005 cd/dvd,mi+rosoft software,49.25,microsoft ( r ) &ffice 2004 for mac student and teacher edition,na),146.9\,2900
0,microsoft office small business 2007,"microsof"" software",>35.33,microsoft ( r ) office 2(04 for mac student and teacher edition,na6,946.95,2901
0,ticrosoft office student and teacher edition 2004 macintosh,microsofX,14|.99,microsoft ( r ) officeM2004 for mac student and teacher edition,na;,146O95,2902
0,microsort office 2004 standard ( mac ),mqcrosoft,399.r9,microsoft ( r ) odfice 2004 for mac student and teacher edition,nan,"14,.95",2903
0,microsoft windows terminal server 2003 client additional license fo? users - 5 user,microDoft,669&0,microsoft ( r ) office 2004 for mac stubent and teacher edition,njn,1+6.95,2904
0,microsoft office 2004 professio5al ( mac ),micuosoft,}99.99,microsoft ( r ) office 2004 for mac student and teacher editihn,nZn,1*6.95,2905
0,microsofd mappoint 2006 standard edition,mic%osoft,099.0,microsoft ( r ) office 2004 for mac student and teacher editi;n,n|n,146.j5,2906
0,microsoft excel 2004 ( macZ),microsowt,229.9f,microsoft ( r ) office 2004 formmac student and teacher edition,dan,1-6.95,2907
0,microsoft word 2004 upgcade ( mac ),micr*soft,109O99,microsoft ( r ) office 2004 for mac s7udent and teacher edition,nKn,W46.95,2908
0,microsoft windows server 2003 client additional license for users-5 pack,micro_oft,809.7,micaosoft ( r ) office 2004 for mac student and teacher edition,nun,146.9w,2909
0,microsoft visual studio team edition for software architect 2005 with msdn precium,mi:rosoft,5479e0,microsoft ( r ) office 2004 for mac student and&teacher edition,nax,1f6.95,2910
0,microsoft stu@ent with encarta premium 2008 dvd,mi<rosoft,49&95,microsoft ( r ) officeN2004 for mac student and teacher edition,nln,146.9@,2911
0,microsoft office excel 2037,micro*oft,\29.95,micTosoft ( r ) office 2004 for mac student and teacher edition,n?n,146.9Q,2912
0,microsoft visual studio team edition for sPftware testers 2005 w/msdn premium renewal,microsoft|software,2309.=,microsoft ( r ) office 2004 for mac stydent and teacher edition,n{n,146.95,2913
0,microsoft word 2004 ` mac ),mfcrosoft,229.F9,microsoft ( r ) office 2004 for mac studeXt and teacher edition,naM,14k.95,2914
0,microsoft sql server standard edJtion 2005 64 bit cd/dvd 5 client,!icrosoft,1849.q,microsoft ( r ) office 2004 fo3 mac student and teacher edition,nbn,196.95,2915
0,microsoft po^erpoint 2004 upgrade ( mac ),micros}ft,1K9.99,office ma9 2004 microsoft 731-01002,.an,#31.77,2916
0,micr=soft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporaWion,Yan,office mac h004 microsoft 731-01002,naF,331.+7,2917
0,microsoft office s>all business 2007,microsoft so$tware,735.3E,office mac 2004 microsof2 731-01002,n~n,333.77,2918
0,mic{osoft office 2004 standard ( mac ),micr-soft,399.R9,officY mac 2004 microsoft 731-01002,nbn,3|1.77,2919
0,microsoft office & windows training,to>ics entertainment,2J.99,offic{ mac 2004 microsoft 731-01002,Wan,3{1.77,2920
0,microsoft data aHalyzer 2002,micro$oft,17B.0,office mac 2004 mScrosoft 731-01002,ban,331.7c,2921
0,microsoft excelA2004 ( mac ),"mi""rosoft",229.O9,office maf 2004 microsoft 731-01002,nbn,331.7t,2922
0,mMcrosoft word 2004 upgrade ( mac ),micr1soft,1H9.99,office mac 2004 microsoft 731-010x2,naW,3a1.77,2923
0,onone software pxl smartscale windows and macwntosh ),onone so`tware,nln,onone software inc. mpr-40292,onone software inw.,66s27,2924
0,onone software pxl smartscale windows and macintosht),onone Ioftware,<an,smar?-sound sonicfire pro 4 mega bundle windows xp audio software for video,nRn,798L95,2925
0,onone software pxl smartscaZe windows and macintosh ),onone s2ftware,Van,onone software pxe-11433 pxl smartscale elect 1-user english mac/wip,onone!software,f58.99,2926
1,onone software pxl skartscale windows and macintosh ),o?one software,:an,pxl smartscalm for mac/win,lan,159.M5,2927
0,quarkxpress k for mac/win .,q#ark,1289s42,px- smartscale for mac/win,nap,159.v5,2928
0,onone software pxl smar%scale windows and macintosh ),onoWe software,na%,onone software pxe-114E3 pxl smartscale elect 1-user english mac/win,"onone ""oftware",158.i9,2929
0,onone software pxl smarMscale windows and macintosh ),ontne software,nVn,onone software plug-in puite full,na_,393.68,2930
0,onone software intellihance ;ro 4.1,onoFe software,{an,onone softw!re plug-in suite full,man,393P68,2931
1,onone plug-in suite 3 for ajobe photoshop,onone5software,(99.95,"onone""software plug-in suite full","na,",393z68,2932
0,onone software pxl hmartscale windows and macintosh ),onone sof.ware,#an,Znone software intellihance pro 4 for mac/pc,nWn,15g.99,2933
0,microsoft visual studio team edktion for software developers 2005 with msdn premium,microsoft,5R79.0,122-00411 microsoft v\sual studio 2005 team edition for software testers complete packag,Ean,u184.73,2934
0,microsoft visual studio team edition for software ar[hitect 2005 with msdn premium,milrosoft,5479O0,122-00411 micrIsoft visual studio 2005 team edition for software testers complete packag,nDn,"2184""73",2935
0,microsoft visual studio team Bdition for software testers 2005 w/msdn premium renewal,microsoft soft=are,X309.0,122-00411 microsoft visual st3dio 2005 team edition for software testers complete packag,Van,<184.73,2936
0,mHcrosoft visual studio team suite 2005 with msdn premium ( cd & dvd ),miFrosoft,:0949.0,122-00411 microsoft visual studio 2005 team edition for software testers cVmplete packag,nao,2184W73,2937
0,microsoft visual studio team edition for sofuware developers 2005 with msdn premium,microsofc,5~79.0,123-00001 mi>rosoft visual studio 2005 team test load agent complete package 1 process,naX,4792.8K,2938
0,microsoft visual studioJprofessional 2005 upgrade,microsoft soptware,5r9.0,123-00001 microsoft visual studio 20g5 team test load agent complete package 1 process,nad,:792.85,2939
0,microsoft visual studio test agent 2005 cd 1 procesUor license,microsoNt software,5099.W,123-00001 microsoft visual studio 2005 team tes- load agent complete package 1 process,Ian,4792.89,2940
0,microsoft visual studio professional w/msdn professional 2005 r`newal,micZosoft software,799J0,123-00001 microsoft visual studio 2005 team test load agent complete pacbage 1 process,na~,4792C85,2941
0,microsoft visual studio team edition for software architect 2005 witU msdn premium,microNoft,5479.y,123-00001 microsoft visual studio 20059team test load agent complete package 1 process,naF,4792.8R,2942
0,microsoft visual studio team suite 2005 wi'h msdn premium ( cd & dvd ),mictosoft,10G49.0,123-00001 microsoft visual studio 2005 team test loaX agent complete package 1 process,han,4792O85,2943
0,microsoft visual studio team edition for software deve)opers 2005 with msdn premium,<icrosoft,5%79.0,124-00458 microsoft visual studio team edjtion 2005 for software developers complete pac,uan,5159.2A,2944
0,microsoft sql server developer edition 2005 cS/dvd,microsoft softuare,49.9!,124-00458 microsof_ visual studio team edition 2005 for software developers complete pac,naU,5%59.29,2945
0,microsoft visual studio =eam edition for software testers 2005 w/msdn premium renewal,microsoft2software,2309o0,124-004f8 microsoft visual studio team edition 2005 for software developers complete pac,naT,5159.:9,2946
0,microsoft visual studio team suite 2005!with msdn premium ( cd & dvd ),miTrosoft,109D9.0,124-00458 microsoft visual studio team edition 20n5 for software developers complete pac,n7n,5:59.29,2947
0,microsoft visuTl studio team edition for software developers 2005 with msdn premium,microsxft,'479.0,microsoft 121-00324 visual studio team suite 2005 with msdn premium s[bscriptions complete product software development standard 1 user ( s ) complete product english pc - free shipping,n-n,+0015.97,2948
0,microsoft visual studio team edition for software architect 2005 with msdn premium,microsoLt,q479.0,microsoft 121-00324 visual studio team suite 2005 with msdn premium subscriptions complete product software development standard 1 user ( s ' complete product english pc - free shipping,nap,10e15.97,2949
0,microsoft visual studio team edition for s&ftware testers 2005 w/msdn premium renewal,micEosoft software,2309.0,microsoft 121-00324 visual studio team suite 2005 with msdn premium subscriptions complete product software development standard ] user ( s ) complete product english pc - free shipping,n4n,a0015.97,2950
0,microsoft visual studio team edition for software develo!ers 2005 with msdn premium,micros-ft,-479.0,microsoft e32-00575 sql server 2005 de<eloper edition x64 complete product dbms 1 developer ( s ) complete product standard english pc,nJn,43.C7,2951
1,microsoft sql sefver developer edition 2005 cd/dvd,microsof0 software,U9.95,microsoft e32-00575 sql server 2005 developer edition x64 complete product dbms 1 develGper ( s ) complete product standard english pc,nen,43g97,2952
0,microsoft sql serveS standard edition 2005 64 bit cd/dvd 5 client,mZcrosoft,1847.0,"microsoft e32-00575 sql ser""er 2005 developer edition x64 complete product dbms 1 developer ( s ) complete product standard english pc",n!n,43.{7,2953
0,microsoft visual studio team edition for softnare developers 2005 with msdn premium,"microsof""",5<79.0,"microsoft 122-00411 visual studio 2005 team edition for software testers with msdn premium subscription renewal complete product programming tool standard 1""user ( s ) complete product english pc - free shipping",nam,206u.97,2954
0,microsoft visual studio team edition for software architect 2005mwith msdn premium,mic^osoft,5479.8,microsoft 122-00411 visual studio 2005 team edition for softwqre testers with msdn premium subscription renewal complete product programming tool standard 1 user ( s ) complete product english pc - free shipping,4an,2061.97,2955
0,microsoft word 2007 version upgrage,microsort,109595,microsoft 164404052,mic4osoft,90y24,2956
0,microsoft of=ice small business 2007,micrnsoft software,73g.33,microsoft 164-04a52,micr@soft,90.2a,2957
0,microso#t onenote 2007,eicrosoft,99.9W,microsoft 160-04052,Licrosoft,90.2],2958
0,microsoft office & wUndows training,topics entertaintent,w9.99,microsoft 164B04052,micrCsoft,9;.24,2959
0,micsosoft data analyzer 2002,microqoft,&79.0,microsoft 164-03052,microsofs,9/.24,2960
0,microsoft word 2004 upgrade ( macF),mHcrosoft,109|99,microsoft 1s4-04052,microsoyt,96.24,2961
0,microsoft outlook 200:,micro:oft,109/95,microsoft 164-P4052,microsBft,9w.24,2962
0,microsoft word 2004 ( Gac ),micros-ft,229S99,micro*oft 164-04052,micAosoft,$0.24,2963
0,microsoft word 2s07 version upgrade,micr>soft,10\.95,microspot interiors versi5n 3.6,n7n,8T.99,2964
0,microsoft publisher 2007 version {pgrade,mic*osoft,<9.95,microspot int}riors version 3.6,van,95.99,2965
1,microspot dnteriors ( mac ),micro&pot ltd.,9r.95,microspot interi%rs version 3.6,uan,85299,2966
0,microspot inLeriors,microspot ltd.,99.95,microsVot interiors version 3.6,nzn,8[.99,2967
0,microsoft word 2007 verNion upgrade,micrLsoft,109.Z5,microsoft 059-03871 ^olpc word sa,5an,11B.78,2968
0,microsoft onenote @007,micrksoft,99'95,microsofts059-03871 molpc word sa,nat,1~1.78,2969
0,microIoft outlook 2007,"microso,t",Q09.95,Aicrosoft 059-03871 molpc word sa,njn,111W78,2970
1,8icrosoft licenses word olp c ( 05903871 ),Cicrosoft licenses,205.7|,microsoft 059)03871 molpc word sa,nFn,111w78,2971
0,microsoft word 20R7 version upgrade,microsfft,109.o5,mZcrosoft ( r ) office ultimate 2007,7an,539.9X,2972
0,micros@ft office mac 2004 english 3pk dsp 731-01163 ),micromoft corporation,Van,microso)t ( r ) office ultimate 2007,Zan,'39.95,2973
0,microsoft windows vnsta ultimate full version [ dvd ],micros%ft,n99.95,microsof> ( r ) office ultimate 2007,Pan,539X95,2974
0,microsoft powerpoinB 2004 ( mac ),micrqsoft,229.y9,microsoft ()r ) office ultimate 2007,nfn,539.9I,2975
0,microsoft onenote 2007 upgraSe,aicrosoft,t9.95,microsoftI( r ) office ultimate 2007,nLn,53~.95,2976
0,"microsoft onenote""2007",miprosoft,99.25,microsoft ( r*) office ultimate 2007,Gan,5L9.95,2977
0,microsoft office & windows jraining,top&cs entertainment,89.99,micVosoft ( r ) office ultimate 2007,n8n,539C95,2978
0,microsoft dat* analyzer 2002,micros7ft,17<.0,7icrosoft ( r ) office ultimate 2007,Can,539.P5,2979
0,microsoft woEd 2004 upgrade ( mac ),2icrosoft,1Y9.99,microsoft ( r ) office ulti!ate 2007,n}n,539.*5,2980
0,microsoft .orks suite 2006,|icrosoft,99=0,miArosoft ( r ) office ultimate 2007,naV,539.9u,2981
0,microsoft&outlook 2007,microso*t,109.65,microQoft ( r ) office ultimate 2007,}an,53l.95,2982
0,microsoft office excel 2007,mi4rosoft,P29.95,microsoft ( r ) offiAe ultimate 2007,na=,539.+5,2983
0,adobe dreamweaver cs3 upgradew[ mac ],adob/,}99.0,adobe creative suite 3 ( cs3 ) design suite standard upgrude ( upsell ) mac,nav,m59.96,2984
0,adobe indesign cs3 upgrade from pagemaker [Emac ],a#obe,19W.0,adooe creative suite 3 ( cs3 ) design suite standard upgrade ( upsell ) mac,\an,859.9[,2985
0,adobe creative suite cs3 masterycollection upsell,adob_,1999]0,adobe creative suite 3 ( cs3 ) design suite standard upgrade ( uZsell ) mac,nJn,85@.96,2986
0,adLbe creative suite cs3 web standard [ mac ],a`obe,999.j,adobe crea7ive suite 3 ( cs3 ) design suite standard upgrade ( upsell ) mac,aan,85:.96,2987
0,adobe creative suite cs3 design premium upsell [ maY ],adob%,15k9.0,adobe creative suite 3 ( cs3 ) design su/te standard upgrade ( upsell ) mac,nai,899.96,2988
0,adobe creative suite cs3 production premium,Wdobe,"1699.""","adobe creative suite 3 ( cs3 ) design suite standard upgrade ( upsell )""mac",na?,859M96,2989
0,microsoft office O004 standard upgrade ( mac ),miFrosoft,"239.9,",adobe creative sui(e 3 ( cs3 ) design suite standard upgrade ( upsell ) mac,n_n,8+9.96,2990
0,adobe cs3 design standard macosc dvd,adjbe,3b9.0,adobe creative suite 3 ( cs3 ) design suite standard ypgrade ( upsell ) mac,Can,@59.96,2991
0,adobe creative su9te cs3 web premium upsell [ mac ],adob$,139..0,adobe creative suite 3 ( cs3 ) design suite staLdard upgrade ( upsell ) mac,ngn,859N96,2992
0,adobe creative suite cs3 design cremium upgrade [ mac ],Vdobe,599q0,adobe credtive suite 3 ( cs3 ) design suite standard upgrade ( upsell ) mac,nau,8'9.96,2993
0,adobe`creative suite cs3 design premium [ mac ],ado/e,1799.1,adobe creative suite 3 ( cs3 ) desimn suite standard upgrade ( upsell ) mac,na.,859.V6,2994
0,adobe creative suite cs3 web sJandard upsell,1dobe,7g9.0,adobQ creative suite 3 ( cs3 ) design suite standard upgrade ( upsell ) mac,xan,859.d6,2995
0,adobe cs3 design premium macosx #vd,ad(be,59t.0,adobe creative suite 3 ( cs3 ) design suite standard upvrade ( upsell ) mac,nab,859.9.,2996
0,adobe creative suite cs3 productGon premium upsell,2dobe,.199.0,adobe creative suite 3 ( cs3 ) design suite standard uJgrade ( upsell ) mac,n7n,85|.96,2997
0,adobe photoshop cs3 upgrade [ @ac ],adobs,1\9.0,adobe creative suite 3 ( cs3 ) design suite standard upgrade ( upsell [ mac,_an,85C.96,2998
0,adobe creative suite cs3 web standard upgraRe [ mac ],adobD,w99.0,adobe creative suite 3 (ccs3 ) design suite standard upgrade ( upsell ) mac,Lan,8D9.96,2999
0,adobeIcreative suite cs3 web premium upgrade [ mac ],acobe,4\9.0,adobe creative suite 3 ( cs3 ) design suite stan5ard upgrade ( upsell ) mac,nJn,859G96,3000
0,adobe creative suite cs3 master collecti;n upgrade [ mac ],adobe,1399.r,adobe creative suite 3 ( cs3 ) design suite sta~dard upgrade ( upsell ) mac,~an,_59.96,3001
0,adobe creative suite cs3 design standard upgradg [ mac ],adob{,"39,.0",adobe creative suite 3 ( cs3 ) design suite standard upgrade ( upsell )mmac,nae,159.96,3002
0,adobe creative suite cs3 master wollection [ mac ],-dobe,2499.6,adobe creati/e suite 3 ( cs3 ) design suite standard upgrade ( upsell ) mac,han,859.9`,3003
0,"adobe dreamweaver cs3 ,pgrade [ mac ]",ad7be,199.',)dobe indesign cs3 for mac upgrade from pagemaker,nak,205.g9,3004
0,adobe creative suite cs3 designzstandard [ mac ],ado6e,1129.0,adobe indesign cs3 for mac upgrade fbom pagemaker,nan,205.:9,3005
0,adobe indesign cs3 @pgrade from pagemaker,a5obe,19x.0,adobe indesign cs3 for mac upgPade from pagemaker,nen,20p.99,3006
0,adobe dreamwUaver cs3 upgrade,amobe,198.0,Gdobe indesign cs3 for mac upgrade from pagemaker,nxn,205.t9,3007
0,adobe cs3 desigE standard macosx dvd,adob3,399.W,adobeVindesign cs3 for mac upgrade from pagemaker,n>n,205E99,3008
0,adobe afterJeffects cs3 upgrade,a]obe,29j.0,adobe indesign cs3 for mac upgrade fromJpagemaker,-an,20\.99,3009
0,adobe indesign Es3 upgrade [ mac ],ldobe,19<.0,adobe indesign cs3 for mac upgrade from pagDmaker,n]n,205.9x,3010
0,adobe illusDrator cs3 upgrade [ mac ],amobe,D99.0,adobe indesign cs3 for mac upgrade from pUgemaker,naH,2&5.99,3011
0,adobe photos0op cs3 extended upgrade [ mac ],aYobe,34I.0,adobe indesign c<3 for mac upgrade from pagemaker,na9,205_99,3012
0,ado;e creative suite cs3 design premium upgrade [ mac ],aRobe,5_9.0,adobe indesign cs3 for mac upgradx from pagemaker,naL,205o99,3013
0,adobe crettive suite cs3 design premium [ mac ],adtbe,179o.0,adobe indesign cs3Nfor mac upgrade from pagemaker,~an,O05.99,3014
0,adobe flash -ro cs3 upgrade [ mac ],adoee,1(9.0,adobe indesign cs3 for mac upgrade from pagemaher,?an,{05.99,3015
0,ad0be creative suite cs3 design standard upgrade,ndobe,399.R,adobe indesign cs3=for mac upgrade from pagemaker,naA,2M5.99,3016
0,adobe cs3 design premiumNmacosx dvd,vdobe,5F9.0,adobe indesign cs3 for mac uphrade from pagemaker,nln,205.?9,3017
0,adobe photoshop cs3 u@grade [ mac ],a;obe,[99.0,adobe indesign cs3 fJr mac upgrade from pagemaker,nIn,205.93,3018
