id,label,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released
80,0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ one point two nine,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",three minutes and twenty seconds,24-Nov-14,I 'll Keep Loving you ( feat . Birdy & Jaymes Young ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ one point two nine,2015 If Moving Your Mine,three minutes and eight seconds,"November 24 , 2014"
464,0,Crew Love ( feat . The Weeknd ),Drake,Take Care ( Deluxe Version ),"Hip-Hop/Rap , Music",$ one point two nine,‰ ãÑ 2011 Cash Money Records Inc.,three minutes and twenty-eight seconds,15-Nov-11,All Me [ feat . 2 Chainz ] [ Explicit ],Drake,Nothing Was The Same ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ one point two nine,( C ) 2013 Cash Money Records Inc.,four minutes and thirty seconds,"September 24 , 2013"
98,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ one point two nine,2010 Gum Prod licence exclusive Parlophone Music France,two minutes and fifty-one seconds,21-Aug-09,I Wan na Go Crazy ( Feat . Will.I.Am ; Extended ; Continuous Mix Version ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ one point two nine,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,four minutes and fifty-four seconds,"August 21 , 2009"
147,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ one point two nine,2010 Gum Prod licence exclusive Parlophone Music France,two minutes and fifty-one seconds,21-Aug-09,Sexy Bitch ( Feat . Akon ; Explicit ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ one point two nine,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,three minutes and fifteen seconds,"August 21 , 2009"
150,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ one point two nine,2010 Gum Prod licence exclusive Parlophone Music France,two minutes and fifty-one seconds,21-Aug-09,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe ),Dance & Electronic,$ one point two nine,2015 If Moving Your Mine,three minutes and twenty seconds,"November 24 , 2014"
457,0,January ( feat . Jamie Woon ),Disclosure,Settle ( Deluxe Version ),"Electronic , Music",$ one point two nine,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",five minutes and fifty-four seconds,15-Apr-14,Confess To Me [ feat . Jessie Ware ],Disclosure,Settle ( Deluxe Edition ),"Electronica , Dance & Electronic",$ one point two nine,"( C ) 2014 Universal Island Records , a division of Universal Music Operations Limited",four minutes and ten seconds,"April 15 , 2014"
193,0,Second Chance ( Live Acoustic from Kansas City ),Shinedown,Somewhere In the Stratosphere ( Live ),"Rock , Music , Metal , Alternative , Hard Rock",$ one point two nine,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,five minutes and six seconds,18-Apr-11,Times Like These ( Live Acoustic From Kansas City ),Shinedown,Somewhere In The Stratosphere,Rock,$ one point two nine,( C ) 2005 MCA Nashville,four minutes and seven seconds,"April 18 , 2011"
499,0,Faith In Love,Reba McEntire & Rascal Flatts,Reba Duets,"Country , Music , Honky Tonk , Contemporary Country",$ one point two nine,"‰ ãÑ 2007 MCA Nashville , a Division of UMG Recordings , Inc.",three minutes and forty-seven seconds,18-Sep-07,Love Needs A Holiday,Reba McEntire,Reba # 1 's,"Country , Contemporary Country",$ zero point nine nine,"( C ) 2005 MCA Nashville , a Division of UMG Recordings , Inc.",three minutes and thirteen seconds,"November 22 , 2005"
100,0,The Whisperer ( feat . Sia ),David Guetta,Listen,"Dance , Music , Electronic , House , Rock , French Pop",$ one point two nine,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",three minutes and fifty-four seconds,24-Nov-14,Goodbye Friend ( feat . The Script ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ one point two nine,2015 If Moving Your Mine,three minutes and forty-nine seconds,"November 24 , 2014"
362,0,Remember You ( feat . The Weeknd ),Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ one point nine nine,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,five minutes and twenty seconds,4-Dec-12,The Bluff ( feat . Cam ` Ron ) [ Clean ],Wiz Khalifa,O.N.I.F.C. [ Clean ],Rap & Hip-Hop,$ one point two nine,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,three minutes and forty-eight seconds,"December 4 , 2012"
309,0,Applause ( Goldhouse Remix ),Lady Gaga,Applause ( Remixes ),"Pop , Music , Electronic , Rock",$ one point two nine,2013 Interscope Records,four minutes and thirty-four seconds,30-Sep-13,Applause ( DJ White Shadow Electrotech Remix ),Lady Gaga,Applause ( Remixes ),Pop,$ one point two nine,( C ) 2013 Interscope Records,five minutes and forty-nine seconds,"September 30 , 2013"
101,0,The Whisperer ( feat . Sia ),David Guetta,Listen,"Dance , Music , Electronic , House , Rock , French Pop",$ one point two nine,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",three minutes and fifty-four seconds,24-Nov-14,S.T.O.P ( feat . Ryan Tedder ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ one point two nine,2015 If Moving Your Mine,three minutes and thirty-four seconds,"November 24 , 2014"
6,0,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ one point two nine,2015 KIDinaKORNER/Interscope Records,one minutes and twenty-five seconds,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,VHS [ Clean ],Alternative Rock,$ one point two nine,( C ) 2015 KIDinaKORNER/Interscope Records,zero minutes and nineteen seconds,"June 30 , 2015"
115,0,The Whisperer ( feat . Sia ),David Guetta,Listen,"Dance , Music , Electronic , House , Rock , French Pop",$ one point two nine,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",three minutes and fifty-four seconds,24-Nov-14,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack )",David Guetta,Listen ( Deluxe ),Dance & Electronic,$ one point two nine,2015 If Moving Your Mine,three minutes and twelve seconds,"November 24 , 2014"
57,0,Thriller ( Live From Hammersmith Palais ),Fall Out Boy,Infinity On High ( Deluxe Edition ),"Alternative , Music , Rock , Adult Alternative , Punk",$ zero point nine nine,2007 The Island Def Jam Music Group,three minutes and thirty-two seconds,20-Nov-07,"This Ai n't A Scene , It 's An Arms Race ( Live From Hammersmith Palais )",Fall Out Boy,Infinity On High - Deluxe Bonus EP,Alternative Rock,$ one point two nine,( C ) 2007 The Island Def Jam Music Group,three minutes and twenty-three seconds,"November 20 , 2007"
239,0,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ zero point nine nine,2012 PAXAM RECORDS,five minutes and ten seconds,2-Jul-12,Do I Wait ( Live in Lisbon Bonus Track ),Ryan Adams,Live After Deaf ( Collection ),"Folk , Rock",$ zero point nine nine,2012 PAXAM RECORDS,five minutes and eight seconds,"July 2 , 2012"
422,0,Ease My Mind ( feat . Niki and the Dove ) [ GTA Remix ],Skrillex,Ease My Mind v Ragga Bomb Remixes - EP,"Dance , Music",$ one point two nine,"2014 OWSLA/Big Beat Records , Inc. for the United States and WEA International Inc. for the world outside of the United States .",four minutes and forty-one seconds,24-Nov-14,Scary Monsters And Nice Sprites ( The Juggernaut Remix ),Skrillex,More Monsters And Sprites EP,"Dance & Electronic , Dubstep",$ one point two nine,2011 Rory Bourke Music Co. ( BMI ),three minutes and fifty-three seconds,"June 7 , 2011"
49,0,The A Team ( Live ),Ed Sheeran,iTunes Festival : London 2012 - EP,"Singer/Songwriter , Music",$ one point nine nine,2012 Warner Music UK LImited,five minutes and one seconds,3-Sep-12,The A Team,Ed Sheeran,The A Team ( EP ),Pop,$ one point two nine,Sam Hunt & David Kilgour / Bandit King Records,four minutes and eighteen seconds,"December 6 , 2011"
359,0,Remember You ( feat . The Weeknd ),Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ one point nine nine,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,five minutes and twenty seconds,4-Dec-12,Let It Go ( feat . Akon ) [ Explicit ],Wiz Khalifa,O.N.I.F.C. [ Explicit ],Rap & Hip-Hop,$ one point two nine,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,four minutes and eighteen seconds,"December 4 , 2012"
188,0,Fake ( Demo ),Shinedown,Us and Them ( Deluxe Version ),"Rock , Music , Metal , Hard Rock , Alternative",$ one point two nine,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,five minutes and five seconds,4-Oct-05,Fake,Shinedown,Us And Them,Rock,$ one point two nine,2015 Real Sounds,four minutes and one seconds,"October 4 , 2005"
355,0,Medicated ( feat . Chevy Woods & Juicy J ),Wiz Khalifa,O.N.I.F.C.,"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",$ one point two nine,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,five minutes and thirty seconds,4-Dec-12,The Bluff ( feat . Cam ` Ron ) [ Explicit ],Wiz Khalifa,O.N.I.F.C. [ Explicit ],Rap & Hip-Hop,$ one point two nine,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,three minutes and forty-eight seconds,"December 4 , 2012"
227,0,El Perd ' _ n ( Forgiveness ),Nicky Jam & Enrique Iglesias,El Perd ' _ n ( Forgiveness ) - Single,"Pop , Music",$ one point two nine,2015 Sony Music Entertainment US Latin LLC,three minutes and twenty-six seconds,10-Jul-15,El PerdÌ_n ( Gregor Salto Remix ),Nicky Jam & Enrique Iglesias,El PerdÌ_n ( The Remixes ),"International , Latin Music , Latin Hip-Hop",$ one point two nine,2015 Real Sounds,four minutes and nine seconds,"July 1 , 2015"
122,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ one point two nine,2010 Gum Prod licence exclusive Parlophone Music France,two minutes and fifty-one seconds,21-Aug-09,Still Pimpin ' ( Album Version ( Explicit ) ) [ feat . Kamikazi ] [ Explicit ],David Banner,Mississippi-The Album ( Explicit Version ),Pop,$ zero point nine nine,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",seven minutes and eleven seconds,"May 20 , 2003"
119,0,Who 's That Chick ? ( feat . Rihanna ) [ Single Version ],David Guetta & Rihanna,Who 's That Chick ( feat . Rihanna ) - EP,"House , Music , Dance , Rock , Electronic",$ zero point nine nine,2010 Gum Prod licence exclusive Parlophone Music France,two minutes and forty-five seconds,3-Dec-10,Play Hard ( feat . Ne-Yo & Akon ) [ Albert Neve Remix ],David Guetta,Play Hard ( feat . Ne-Yo & Akon ) [ Remixes ],Dance & Electronic,$ one point two nine,"2013 What A Music Ltd , Licence exclusive Parlophone Music France",six minutes and fifty-two seconds,"March 22 , 2013"
16,0,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ one point two nine,2015 KIDinaKORNER/Interscope Records,one minutes and twenty-five seconds,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,VHS [ Clean ],Alternative Rock,$ one point two nine,( C ) 2015 KIDinaKORNER/Interscope Records,zero minutes and nineteen seconds,"June 30 , 2015"
424,0,Kaskade - Fire & Ice Booklet,Kaskade,Fire & Ice,"Dance , Music , House , Electronic",Album Only,"2011 Ultra Records , Inc.",--,25-Oct-11,ICE ( Kaskades ICE Mix ),Kaskade,Fire & Ice,"Dance & Electronic , House",$ one point two nine,2012 Coastal Entertainment,four minutes and thirty seconds,"July 23 , 2013"
82,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ one point two nine,2010 Gum Prod licence exclusive Parlophone Music France,two minutes and fifty-one seconds,21-Aug-09,S.T.O.P ( feat . Ryan Tedder ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ one point two nine,2015 If Moving Your Mine,three minutes and thirty-four seconds,"November 24 , 2014"
137,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ one point two nine,2010 Gum Prod licence exclusive Parlophone Music France,two minutes and fifty-one seconds,21-Aug-09,Sound Of Letting Go ( Feat . Chris Willis ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ one point two nine,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,three minutes and forty-seven seconds,"August 21 , 2009"
248,0,Because of Your Love,Kenny Chesney,Greatest Hits,"Country , Music , Contemporary Country , Urban Cowboy",$ zero point nine nine,2000 BMG Entertainment,four minutes and sixteen seconds,26-Sep-00,Fall in Love ( Remix ),Kenny Chesney,Greatest Hits,Country,$ zero point nine nine,( C ) 2014 La industria Inc,two minutes and thirty-seven seconds,"September 26 , 2000"
38,0,Original Don ( feat . The Partysquad ) [ The Partysquad & Punish Smash Em Remix ],Major Lazer,Original Don ( feat . The Partysquad ) [ Remixes ] - EP,"Electronic , Music , Dance",$ one point two nine,2011 Downtown Records Unders exclusive license to Interscope Records in the U.S.A.,three minutes and thirty-eight seconds,1-Nov-11,Powerful ( Michael Calfan Remix ) [ feat . Ellie Goulding ],Major Lazer,Powerful ( Remixes ),"Electronica , Dance & Electronic",$ one point two nine,"( C ) 2015 Third Pardee Records , LLC under exclusive license to Interscope Records in the United States",five minutes and twenty-seven seconds,"September 11 , 2015"
15,0,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ one point two nine,2015 KIDinaKORNER/Interscope Records,one minutes and twenty-five seconds,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,VHS [ Explicit ],Alternative Rock,$ one point two nine,( C ) 2015 KIDinaKORNER/Interscope Records,zero minutes and nineteen seconds,"June 30 , 2015"
93,0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ one point two nine,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",three minutes and twenty seconds,24-Nov-14,Revolver ( Madonna Vs. David Guetta Feat . Lil ' Wayne ) ( One Love Remix ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ one point two nine,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,three minutes and eighteen seconds,"August 21 , 2009"
238,0,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ zero point nine nine,2012 PAXAM RECORDS,five minutes and ten seconds,2-Jul-12,Dirty Rain ( Live in Cork ),Ryan Adams,Live After Deaf ( Collection ),"Folk , Rock",$ zero point nine nine,2012 PAXAM RECORDS,four minutes and twenty-four seconds,"July 2 , 2012"
125,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ one point two nine,2010 Gum Prod licence exclusive Parlophone Music France,two minutes and fifty-one seconds,21-Aug-09,Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ one point two nine,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,three minutes and thirty-one seconds,"August 21 , 2009"
308,0,Applause ( Goldhouse Remix ),Lady Gaga,Applause ( Remixes ),"Pop , Music , Electronic , Rock",$ one point two nine,2013 Interscope Records,four minutes and thirty-four seconds,30-Sep-13,Applause ( Empire Of The Sun Remix ),Lady Gaga,Applause ( Remixes ),Pop,$ one point two nine,( C ) 2013 Interscope Records,four minutes and eight seconds,"September 30 , 2013"
356,0,Medicated ( feat . Chevy Woods & Juicy J ),Wiz Khalifa,O.N.I.F.C.,"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",$ one point two nine,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,five minutes and thirty seconds,4-Dec-12,It 's Nothin ( feat . 2 Chainz ) [ Explicit ],Wiz Khalifa,O.N.I.F.C. [ Explicit ],Rap & Hip-Hop,$ one point two nine,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,three minutes and forty-seven seconds,"December 4 , 2012"
363,0,Remember You ( feat . The Weeknd ),Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ one point nine nine,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,five minutes and twenty seconds,4-Dec-12,Hope ( feat . Ty Dolla $ ign ) [ Explicit ],Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ one point two nine,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,five minutes and twenty-four seconds,"August 19 , 2014"
492,0,Party People ( feat . Jaren Johnston ),Florida Georgia Line,Here 's To the Good Times ... This Is How We Roll ( Deluxe Version ),"Country , Music , Urban Cowboy , Honky Tonk , Contemporary Country",$ one point two nine,"‰ ãÑ 2013 Big Machine Label Group , LLC",three minutes and forty seconds,25-Nov-13,This Is How We Roll ( Remix ) [ feat . Luke Bryan ],Florida Georgia Line,This Is How We Roll ( Remix ),Pop,$ one point two nine,"( C ) 2014 Big Machine Label Group , LLC",three minutes and twenty-seven seconds,"June 4 , 2014"
384,0,Sweet Spot 2.0 ( feat . Jennifer Lopez ),Flo Rida,Wild Ones,"Hip-Hop/Rap , Music , Rap , Electronic , World , Dance",$ one point two nine,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,three minutes and eleven seconds,22-Jun-12,Wild Ones ( feat . Sia ),Flo Rida,Wild Ones,"Dance & Electronic , Rap & Hip-Hop , House",$ one point two nine,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",three minutes and fifty-two seconds,"June 22 , 2012"
139,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ one point two nine,2010 Gum Prod licence exclusive Parlophone Music France,two minutes and fifty-one seconds,21-Aug-09,Gettin ' Over You ( Feat . Fergie & Lmfao ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ one point two nine,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,three minutes and seven seconds,"August 21 , 2009"
37,0,All My Love ( feat . Ariana Grande & Machel Montano ) [ Remix ],Major Lazer,Peace Is The Mission,"Electronic , Music , Reggae , Modern Dancehall , Dance",$ one point two nine,2015 Mad Decent,three minutes and forty-nine seconds,1-Jun-15,Be Together ( feat . Wild Belle ),Major Lazer,Peace Is The Mission [ Explicit ],Dance & Electronic,$ one point two nine,2015 Mad Decent,three minutes and fifty-three seconds,"June 1 , 2015"
109,0,The Whisperer ( feat . Sia ),David Guetta,Listen,"Dance , Music , Electronic , House , Rock , French Pop",$ one point two nine,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",three minutes and fifty-four seconds,24-Nov-14,Dangerous ( feat . Sam Martin ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ one point two nine,2015 If Moving Your Mine,three minutes and twenty-three seconds,"November 24 , 2014"
525,0,This Love ( Karaoke Version ),Taylor Swift,Taylor Swift Karaoke : 1989,"Pop , Music",$ one point two nine,"‰ ãÑ 2014 Big Machine Records , LLC",four minutes and seven seconds,3-Mar-15,This Love,Taylor Swift,1989,Pop,$ one point two nine,"( C ) 2014 Big Machine Records , LLC .",four minutes and ten seconds,"October 27 , 2014"
163,0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ one point two nine,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",three minutes and twenty seconds,24-Nov-14,"Lift me up ( feat . Nico & Vinz , Ladysmith Black Mambazo )",David Guetta,Listen ( Deluxe ),Dance & Electronic,$ one point two nine,2015 If Moving Your Mine,three minutes and fifty-eight seconds,"November 24 , 2014"
235,0,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ zero point nine nine,2012 PAXAM RECORDS,five minutes and ten seconds,2-Jul-12,16 Days ( Live in London 2 Bonus Track ),Ryan Adams,Live After Deaf ( Collection ),"Folk , Rock",$ zero point nine nine,2012 PAXAM RECORDS,four minutes and fifty-six seconds,"July 2 , 2012"
194,0,Second Chance ( Live Acoustic from Kansas City ),Shinedown,Somewhere In the Stratosphere ( Live ),"Rock , Music , Metal , Alternative , Hard Rock",$ one point two nine,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,five minutes and six seconds,18-Apr-11,If You Only Knew ( Live Acoustic From Kansas City ),Shinedown,Somewhere In The Stratosphere,Rock,$ one point two nine,( C ) 2005 MCA Nashville,three minutes and fifty-five seconds,"April 18 , 2011"
299,0,Blame ( feat . John Newman ) [ BURNS Remix ],Calvin Harris,Blame ( Remixes ) [ feat . John Newman ] - EP,"Dance , Music",$ one point two nine,2014 Sony Music Entertainment UK Limited,four minutes and seventeen seconds,10-Nov-14,Pray to God ( R3hab Remix ),Calvin Harris feat . HAIM,Pray to God ( Remixes ),Dance & Electronic,$ one point two nine,"( C ) 2015 Third Pardee Records , LLC under exclusive license to Interscope Records in the United States",four minutes and thirty-one seconds,"September 25 , 2015"
34,0,Lifted ( feat . Emeli Sand ' © & Professor Green ),Naughty Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ one point two nine,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,four minutes and fifteen seconds,6-May-14,Never Been The Same [ feat . Thabo ],Naughty Boy,Hotel Cabana ( Deluxe Version ) [ Explicit ],Pop,$ one point two nine,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,three minutes and twenty-nine seconds,"May 6 , 2014"
376,0,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ]",Flo Rida,"Turn Around ( 5,4,3,2,1 ) [ Remixes ]","Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic",$ one point two nine,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,five minutes and nine seconds,19-Apr-11,Good Feeling ( Jaywalker Remix ),Flo Rida,Good Feeling ( Remixes ),Dance & Electronic,$ one point two nine,( C ) 2009 MPL Tours Inc. under exclusive license to StarCon LLC d/b/a Hear MusicTM,four minutes and fifty-one seconds,"November 15 , 2011"
511,0,Downside of Growing Up,Maddie & Tae,Start Here,"Country , Music , Rock , Contemporary Country , Pop , Pop/Rock , Honky Tonk",$ one point two nine,"‰ ãÑ 2015 Republic Records , a Division of UMG Recordings , Inc. ( Dot Records )",three minutes and thirty seconds,28-Aug-15,Your Side Of Town,Maddie & Tae,Start Here,Country,$ one point two nine,"( C ) 2015 Republic Records , a Division of UMG Recordings , Inc. ( Dot Records )",three minutes and two seconds,"August 28 , 2015"
465,0,Crew Love ( feat . The Weeknd ),Drake,Take Care ( Deluxe Version ),"Hip-Hop/Rap , Music",$ one point two nine,‰ ãÑ 2011 Cash Money Records Inc.,three minutes and twenty-eight seconds,15-Nov-11,Up All Night ( Explicit ) [ feat . Nicki Minaj ],Drake,Thank Me Later ( Explicit Version ) [ Explicit ],Rap & Hip-Hop,$ one point two nine,( C ) 2010 Young Money Entertainment/Cash Money Records,three minutes and fifty-four seconds,"June 15 , 2010"
27,0,Lifted ( feat . Emeli Sand ' © & Professor Green ),Naughty Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ one point two nine,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,four minutes and fifteen seconds,6-May-14,Think About It [ feat . Wiz Khalifa ] [ Explicit ],Naughty Boy,Hotel Cabana [ Explicit ],Pop,$ one point two nine,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,three minutes and five seconds,"May 6 , 2014"
435,0,Stay the Night ( feat . Hayley Williams ),Zedd,"NOW That 's What I Call Music , Vol . 49","Pop , Music",Album Only,"‰ ãÑ 2014 UMG Recordings , Inc. and Sony Music Entertainment",three minutes and thirty-four seconds,4-Feb-14,Beautiful Now ( Scout Remix ) [ feat . Jon Bellion ],Zedd,Beautiful Now ( Scout Remix ),Dance & Electronic,$ one point two nine,( C ) 2015 Interscope Records,three minutes and eighteen seconds,"October 9 , 2015"
22,0,Epilogue ( feat . George the Poet ),Naughty Boy,Hotel Cabana,"Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock",$ one point two nine,2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,one minutes and twenty-eight seconds,6-May-14,Wonder [ feat . Emeli SandÌ © ],Naughty Boy,Hotel Cabana ( Deluxe Version ) [ Explicit ],Pop,$ one point two nine,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,three minutes and twenty-seven seconds,"May 6 , 2014"
445,0,This Is Not a Love Song,David Guetta & JD Davis,Pop Life ( Extended Version ) [ Bonus Version ],"Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative",$ one point two nine,‰ ãÑ 2007 Gum Records,three minutes and forty-six seconds,18-Sep-07,Drunk in Love [ Explicit ],David Guetta,Pop for Your Weekend [ Explicit ],"Dance & Electronic , House",$ one point two nine,2012 Blue Drum Records,five minutes and twenty-three seconds,
429,0,Lick It ( Norman Doray Remix ),Kaskade & Skrillex,Lick It ( Remixes ) - EP,"Dance , Music , Electronic",$ one point two nine,"2012 Ultra Records , Inc.",six minutes and fourteen seconds,17-Apr-12,Where Are ÌÏ Now ( with Justin Bieber ) [ Marshmello Remix ],Skrillex & Diplo,Where Are ÌÏ Now ( with Justin Bieber ) [ Remixes ],Dance & Electronic,$ one point two nine,2015 OWSLA / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,three minutes and twenty-six seconds,"June 16 , 2015"
