ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,originalRightId
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Fox and Hound Red Fox Amber Ale,Willoughby Brewing,Amber Ale,5.10 %,"('Beer_Name', 'Style', 'ABV')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Willoughby American Amber Ale,Anheuser-Busch InBev,Amber Ale,5.10 %,"('Brew_Factory_Name', 'Style', 'ABV')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Bristol Old No. 23 Barley Wine,Willoughby Brewing,American Amber / Red Ale,4.90 %,"('Beer_Name',)",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Bristol Old No. 23 Barley Wine,Bristol Brewing Company,American Amber / Red Ale,4.90 %,"('Beer_Name', 'Brew_Factory_Name')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Bristol Old No. 23 Barley Wine,Willoughby Brewing,Barley Wine,4.90 %,"('Beer_Name', 'Style')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Bristol Old No. 23 Barley Wine,Willoughby Brewing,American Amber / Red Ale,11.25 %,"('Beer_Name', 'ABV')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Bristol Old No. 23 Barley Wine,Bristol Brewing Company,Barley Wine,4.90 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Bristol Old No. 23 Barley Wine,Bristol Brewing Company,American Amber / Red Ale,11.25 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@3381
Willoughby American Amber Ale,Willoughby Brewing Co. .,Amber Ale,5.50 %,Bristol Old No. 23 Barley Wine,Willoughby Brewing,Barley Wine,11.25 %,"('Beer_Name', 'Style', 'ABV')",0@3381
Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,Barley Wine,10 %,21st Amendment Bourbon Barrel Lower da Boom Barleywine,Thomas Hooker Brewing Company,American Barleywine,10.00 %,"('Beer_Name',)",0@4063
Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,Barley Wine,10 %,21st Amendment Bourbon Barrel Lower da Boom Barleywine,21st Amendment Brewery,American Barleywine,10.00 %,"('Beer_Name', 'Brew_Factory_Name')",0@4063
Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,Barley Wine,10 %,21st Amendment Bourbon Barrel Lower da Boom Barleywine,Thomas Hooker Brewing Company,Barley Wine,10.00 %,"('Beer_Name', 'Style')",0@4063
Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,Barley Wine,10 %,21st Amendment Bourbon Barrel Lower da Boom Barleywine,Thomas Hooker Brewing Company,American Barleywine,9.50 %,"('Beer_Name', 'ABV')",0@4063
Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,Barley Wine,10 %,21st Amendment Bourbon Barrel Lower da Boom Barleywine,21st Amendment Brewery,Barley Wine,10.00 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@4063
Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,Barley Wine,10 %,21st Amendment Bourbon Barrel Lower da Boom Barleywine,21st Amendment Brewery,American Barleywine,9.50 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@4063
Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,Barley Wine,10 %,21st Amendment Bourbon Barrel Lower da Boom Barleywine,Thomas Hooker Brewing Company,Barley Wine,9.50 %,"('Beer_Name', 'Style', 'ABV')",0@4063
Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,Barley Wine,10 %,Sick N Twisted Pleasure Victim Amber Ale,Thomas Hooker Brewing Company,American Barleywine,10.00 %,"('Beer_Name',)",0@4063
Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,Barley Wine,10 %,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,American Barleywine,10.00 %,"('Beer_Name', 'Brew_Factory_Name')",0@4063
Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,Barley Wine,10 %,Sick N Twisted Pleasure Victim Amber Ale,Thomas Hooker Brewing Company,Amber Ale,10.00 %,"('Beer_Name', 'Style')",0@4063
Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,Barley Wine,10 %,Sick N Twisted Pleasure Victim Amber Ale,Thomas Hooker Brewing Company,American Barleywine,5.50 %,"('Beer_Name', 'ABV')",0@4063
Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,Barley Wine,10 %,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,Amber Ale,10.00 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@4063
Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,Barley Wine,10 %,Sick N Twisted Pleasure Victim Amber Ale,Sick N Twisted Brewing Company,American Barleywine,5.50 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@4063
Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,Barley Wine,10 %,Sick N Twisted Pleasure Victim Amber Ale,Thomas Hooker Brewing Company,Amber Ale,5.50 %,"('Beer_Name', 'Style', 'ABV')",0@4063
Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,Barley Wine,10 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Thomas Hooker Brewing Company,American Barleywine,10.00 %,"('Beer_Name',)",0@4063
Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,Barley Wine,10 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Barleywine,10.00 %,"('Beer_Name', 'Brew_Factory_Name')",0@4063
Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,Barley Wine,10 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Thomas Hooker Brewing Company,American Strong Ale,10.00 %,"('Beer_Name', 'Style')",0@4063
Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,Barley Wine,10 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Thomas Hooker Brewing Company,American Barleywine,7.60 %,"('Beer_Name', 'ABV')",0@4063
Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,Barley Wine,10 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,10.00 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@4063
Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,Barley Wine,10 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Barleywine,7.60 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@4063
Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,Barley Wine,10 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Thomas Hooker Brewing Company,American Strong Ale,7.60 %,"('Beer_Name', 'Style', 'ABV')",0@4063
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Salty Nut Bee Transfixed Honey Amber Ale,Golden City Brewery,American Barleywine,-,"('Beer_Name',)",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Centurion Barleywine Ale,Salty Nut Brewery,American Barleywine,-,"('Brew_Factory_Name',)",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Salty Nut Bee Transfixed Honey Amber Ale,Salty Nut Brewery,American Barleywine,-,"('Beer_Name', 'Brew_Factory_Name')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Salty Nut Bee Transfixed Honey Amber Ale,Golden City Brewery,Amber Ale,-,"('Beer_Name', 'Style')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Salty Nut Bee Transfixed Honey Amber Ale,Golden City Brewery,American Barleywine,5.50 %,"('Beer_Name', 'ABV')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Centurion Barleywine Ale,Salty Nut Brewery,Amber Ale,-,"('Brew_Factory_Name', 'Style')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Centurion Barleywine Ale,Salty Nut Brewery,American Barleywine,5.50 %,"('Brew_Factory_Name', 'ABV')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Salty Nut Bee Transfixed Honey Amber Ale,Salty Nut Brewery,Amber Ale,-,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Salty Nut Bee Transfixed Honey Amber Ale,Salty Nut Brewery,American Barleywine,5.50 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Salty Nut Bee Transfixed Honey Amber Ale,Golden City Brewery,Amber Ale,5.50 %,"('Beer_Name', 'Style', 'ABV')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Centurion Barleywine Ale,Salty Nut Brewery,Amber Ale,5.50 %,"('Brew_Factory_Name', 'Style', 'ABV')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Liberty Street Red Glare Amber Ale,Golden City Brewery,American Barleywine,-,"('Beer_Name',)",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Centurion Barleywine Ale,Liberty Street Brewing Company,American Barleywine,-,"('Brew_Factory_Name',)",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Liberty Street Red Glare Amber Ale,Liberty Street Brewing Company,American Barleywine,-,"('Beer_Name', 'Brew_Factory_Name')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Liberty Street Red Glare Amber Ale,Golden City Brewery,Amber Ale,-,"('Beer_Name', 'Style')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Liberty Street Red Glare Amber Ale,Golden City Brewery,American Barleywine,5.20 %,"('Beer_Name', 'ABV')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Centurion Barleywine Ale,Liberty Street Brewing Company,Amber Ale,-,"('Brew_Factory_Name', 'Style')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Centurion Barleywine Ale,Liberty Street Brewing Company,American Barleywine,5.20 %,"('Brew_Factory_Name', 'ABV')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Liberty Street Red Glare Amber Ale,Liberty Street Brewing Company,Amber Ale,-,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Liberty Street Red Glare Amber Ale,Liberty Street Brewing Company,American Barleywine,5.20 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Liberty Street Red Glare Amber Ale,Golden City Brewery,Amber Ale,5.20 %,"('Beer_Name', 'Style', 'ABV')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Centurion Barleywine Ale,Liberty Street Brewing Company,Amber Ale,5.20 %,"('Brew_Factory_Name', 'Style', 'ABV')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Amazon Beer Priprioca Red Ale,Golden City Brewery,American Barleywine,-,"('Beer_Name',)",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Centurion Barleywine Ale,Amazon Beer,American Barleywine,-,"('Brew_Factory_Name',)",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Amazon Beer Priprioca Red Ale,Amazon Beer,American Barleywine,-,"('Beer_Name', 'Brew_Factory_Name')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Amazon Beer Priprioca Red Ale,Golden City Brewery,Amber Ale,-,"('Beer_Name', 'Style')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Amazon Beer Priprioca Red Ale,Golden City Brewery,American Barleywine,6 %,"('Beer_Name', 'ABV')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Centurion Barleywine Ale,Amazon Beer,Amber Ale,-,"('Brew_Factory_Name', 'Style')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Centurion Barleywine Ale,Amazon Beer,American Barleywine,6 %,"('Brew_Factory_Name', 'ABV')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,-,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Amazon Beer Priprioca Red Ale,Amazon Beer,American Barleywine,6 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Amazon Beer Priprioca Red Ale,Golden City Brewery,Amber Ale,6 %,"('Beer_Name', 'Style', 'ABV')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Centurion Barleywine Ale,Amazon Beer,Amber Ale,6 %,"('Brew_Factory_Name', 'Style', 'ABV')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,GoodLife Redside India Red Ale,Golden City Brewery,American Barleywine,-,"('Beer_Name',)",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Centurion Barleywine Ale,GoodLife Brewing Company,American Barleywine,-,"('Brew_Factory_Name',)",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,GoodLife Redside India Red Ale,GoodLife Brewing Company,American Barleywine,-,"('Beer_Name', 'Brew_Factory_Name')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,GoodLife Redside India Red Ale,Golden City Brewery,India Pale Ale &#40; IPA &#41;,-,"('Beer_Name', 'Style')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,GoodLife Redside India Red Ale,Golden City Brewery,American Barleywine,6 %,"('Beer_Name', 'ABV')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Centurion Barleywine Ale,GoodLife Brewing Company,India Pale Ale &#40; IPA &#41;,-,"('Brew_Factory_Name', 'Style')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Centurion Barleywine Ale,GoodLife Brewing Company,American Barleywine,6 %,"('Brew_Factory_Name', 'ABV')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,GoodLife Redside India Red Ale,GoodLife Brewing Company,India Pale Ale &#40; IPA &#41;,-,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,GoodLife Redside India Red Ale,GoodLife Brewing Company,American Barleywine,6 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,GoodLife Redside India Red Ale,Golden City Brewery,India Pale Ale &#40; IPA &#41;,6 %,"('Beer_Name', 'Style', 'ABV')",0@4161
Golden City Centurion Barleywine Ale,Golden City Brewery,Barley Wine,11.20 %,Centurion Barleywine Ale,GoodLife Brewing Company,India Pale Ale &#40; IPA &#41;,6 %,"('Brew_Factory_Name', 'Style', 'ABV')",0@4161
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,23rd Street Pumpkin Ale Bourbon Barrel Aged,Cervejaria AmazÃ ´ nia Ltda .,American Amber / Red Ale,6.00 %,"('Beer_Name',)",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,23rd Street Pumpkin Ale Bourbon Barrel Aged,23rd Street Brewery,American Amber / Red Ale,6.00 %,"('Beer_Name', 'Brew_Factory_Name')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,23rd Street Pumpkin Ale Bourbon Barrel Aged,Cervejaria AmazÃ ´ nia Ltda .,Specialty Grain,6.00 %,"('Beer_Name', 'Style')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,23rd Street Pumpkin Ale Bourbon Barrel Aged,Cervejaria AmazÃ ´ nia Ltda .,American Amber / Red Ale,-,"('Beer_Name', 'ABV')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,23rd Street Pumpkin Ale Bourbon Barrel Aged,23rd Street Brewery,Specialty Grain,6.00 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,23rd Street Pumpkin Ale Bourbon Barrel Aged,23rd Street Brewery,American Amber / Red Ale,-,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,23rd Street Pumpkin Ale Bourbon Barrel Aged,Cervejaria AmazÃ ´ nia Ltda .,Specialty Grain,-,"('Beer_Name', 'Style', 'ABV')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Cervejaria AmazÃ ´ nia Ltda .,American Amber / Red Ale,6.00 %,"('Beer_Name',)",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Amber / Red Ale,6.00 %,"('Beer_Name', 'Brew_Factory_Name')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Cervejaria AmazÃ ´ nia Ltda .,American Strong Ale,6.00 %,"('Beer_Name', 'Style')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Cervejaria AmazÃ ´ nia Ltda .,American Amber / Red Ale,7.60 %,"('Beer_Name', 'ABV')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Red Ale Priprioca,Rock Bottom Orland Park,American Strong Ale,6.00 %,"('Brew_Factory_Name', 'Style')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Red Ale Priprioca,Rock Bottom Orland Park,American Amber / Red Ale,7.60 %,"('Brew_Factory_Name', 'ABV')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,6.00 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Amber / Red Ale,7.60 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Cervejaria AmazÃ ´ nia Ltda .,American Strong Ale,7.60 %,"('Beer_Name', 'Style', 'ABV')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Red Ale Priprioca,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('Brew_Factory_Name', 'Style', 'ABV')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Outpost Mr. Grain Jeans Organic Amber Ale,Cervejaria AmazÃ ´ nia Ltda .,American Amber / Red Ale,6.00 %,"('Beer_Name',)",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Red Ale Priprioca,Lakefront Brewery,American Amber / Red Ale,6.00 %,"('Brew_Factory_Name',)",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Outpost Mr. Grain Jeans Organic Amber Ale,Lakefront Brewery,American Amber / Red Ale,6.00 %,"('Beer_Name', 'Brew_Factory_Name')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Outpost Mr. Grain Jeans Organic Amber Ale,Cervejaria AmazÃ ´ nia Ltda .,Amber Ale,6.00 %,"('Beer_Name', 'Style')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Outpost Mr. Grain Jeans Organic Amber Ale,Cervejaria AmazÃ ´ nia Ltda .,American Amber / Red Ale,5.50 %,"('Beer_Name', 'ABV')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Red Ale Priprioca,Lakefront Brewery,American Amber / Red Ale,5.50 %,"('Brew_Factory_Name', 'ABV')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Outpost Mr. Grain Jeans Organic Amber Ale,Lakefront Brewery,Amber Ale,6.00 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Outpost Mr. Grain Jeans Organic Amber Ale,Lakefront Brewery,American Amber / Red Ale,5.50 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Outpost Mr. Grain Jeans Organic Amber Ale,Cervejaria AmazÃ ´ nia Ltda .,Amber Ale,5.50 %,"('Beer_Name', 'Style', 'ABV')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,406 Imperial Red Ale,Cervejaria AmazÃ ´ nia Ltda .,American Amber / Red Ale,6.00 %,"('Beer_Name',)",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Red Ale Priprioca,406 Brewing Company,American Amber / Red Ale,6.00 %,"('Brew_Factory_Name',)",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Red Ale Priprioca,Cervejaria AmazÃ ´ nia Ltda .,American Strong Ale,6.00 %,"('Style',)",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Red Ale Priprioca,Cervejaria AmazÃ ´ nia Ltda .,American Amber / Red Ale,9.20 %,"('ABV',)",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,406 Imperial Red Ale,406 Brewing Company,American Amber / Red Ale,6.00 %,"('Beer_Name', 'Brew_Factory_Name')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,406 Imperial Red Ale,Cervejaria AmazÃ ´ nia Ltda .,American Strong Ale,6.00 %,"('Beer_Name', 'Style')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,406 Imperial Red Ale,Cervejaria AmazÃ ´ nia Ltda .,American Amber / Red Ale,9.20 %,"('Beer_Name', 'ABV')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Red Ale Priprioca,406 Brewing Company,American Strong Ale,6.00 %,"('Brew_Factory_Name', 'Style')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Red Ale Priprioca,406 Brewing Company,American Amber / Red Ale,9.20 %,"('Brew_Factory_Name', 'ABV')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Red Ale Priprioca,Cervejaria AmazÃ ´ nia Ltda .,American Strong Ale,9.20 %,"('Style', 'ABV')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,406 Imperial Red Ale,406 Brewing Company,American Strong Ale,6.00 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,406 Imperial Red Ale,406 Brewing Company,American Amber / Red Ale,9.20 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,406 Imperial Red Ale,Cervejaria AmazÃ ´ nia Ltda .,American Strong Ale,9.20 %,"('Beer_Name', 'Style', 'ABV')",0@862
Amazon Beer Priprioca Red Ale,Amazon Beer,Amber Ale,6 %,Red Ale Priprioca,406 Brewing Company,American Strong Ale,9.20 %,"('Brew_Factory_Name', 'Style', 'ABV')",0@862
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Capitol City Amber Waves Ale,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,"('Beer_Name',)",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,American Amber / Red Ale,8.00 %,"('Beer_Name', 'Brew_Factory_Name')",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Capitol City Amber Waves Ale,Hillcrest Brewing Company,Amber Ale,8.00 %,"('Beer_Name', 'Style')",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Capitol City Amber Waves Ale,Hillcrest Brewing Company,American Amber / Red Ale,5.60 %,"('Beer_Name', 'ABV')",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,8.00 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,American Amber / Red Ale,5.60 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Capitol City Amber Waves Ale,Hillcrest Brewing Company,Amber Ale,5.60 %,"('Beer_Name', 'Style', 'ABV')",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Salty Nut Bee Transfixed Honey Amber Ale,Hillcrest Brewing Company,American Amber / Red Ale,8.00 %,"('Beer_Name',)",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Salty Nut Bee Transfixed Honey Amber Ale,Salty Nut Brewery,American Amber / Red Ale,8.00 %,"('Beer_Name', 'Brew_Factory_Name')",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Salty Nut Bee Transfixed Honey Amber Ale,Hillcrest Brewing Company,Amber Ale,8.00 %,"('Beer_Name', 'Style')",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Salty Nut Bee Transfixed Honey Amber Ale,Hillcrest Brewing Company,American Amber / Red Ale,5.50 %,"('Beer_Name', 'ABV')",0@2242
Hillcrest Big Red Balls,Hillcrest Brewing Company,Imperial IPA,8 %,Salty Nut Bee Transfixed Honey Amber Ale,Salty Nut Brewery,Amber Ale,8.00 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@2242
