ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,originalRightId
adobe photoshop cs3 [ mac ],adobe,649.0,adobe photoshop cs3 for mac,adobe,999.0,"('title',)",0@839
adobe photoshop cs3 [ mac ],adobe,649.0,adobe photoshop cs3 for mac,,999.0,"('title', 'manufacturer')",0@839
adobe photoshop cs3 [ mac ],adobe,649.0,adobe photoshop cs3 for mac,adobe,609.99,"('title', 'price')",0@839
adobe photoshop cs3 [ mac ],adobe,649.0,adobe photoshop cs3 for mac,adobe,199.0,"('title',)",0@923
adobe photoshop cs3 [ mac ],adobe,649.0,adobe photoshop cs3 for mac,,199.0,"('title', 'manufacturer')",0@923
adobe photoshop cs3 [ mac ],adobe,649.0,adobe photoshop cs3 for mac,adobe,609.99,"('title', 'price')",0@923
adobe photoshop cs3 [ mac ],adobe,649.0,adobe photoshop cs3 for mac,onone software,59.95,"('title',)",0@853
adobe photoshop cs3 [ mac ],adobe,649.0,adobe photoshop cs3 for mac,,59.95,"('title', 'manufacturer')",0@853
adobe photoshop cs3 [ mac ],adobe,649.0,adobe photoshop cs3 for mac,onone software,609.99,"('title', 'price')",0@853
adobe photoshop cs3 [ mac ],adobe,649.0,adobe photoshop cs3 for mac,onone software,399.95,"('title',)",0@958
adobe photoshop cs3 [ mac ],adobe,649.0,adobe photoshop cs3 for mac,,399.95,"('title', 'manufacturer')",0@958
adobe photoshop cs3 [ mac ],adobe,649.0,adobe photoshop cs3 for mac,onone software,609.99,"('title', 'price')",0@958
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],,699.0,"('title',)",1@2839
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],adobe,699.0,"('title', 'manufacturer')",1@2839
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],,649.0,"('title', 'price')",1@2839
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],,725.99,"('title',)",1@331
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],adobe,725.99,"('title', 'manufacturer')",1@331
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],,649.0,"('title', 'price')",1@331
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],,192.99,"('title',)",1@984
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],adobe,192.99,"('title', 'manufacturer')",1@984
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],,649.0,"('title', 'price')",1@984
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],,85.95,"('title',)",1@750
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],adobe,85.95,"('title', 'manufacturer')",1@750
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],,649.0,"('title', 'price')",1@750
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],,308.99,"('title',)",1@372
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],adobe,308.99,"('title', 'manufacturer')",1@372
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],,649.0,"('title', 'price')",1@372
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],,264.99,"('title',)",1@361
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],adobe,264.99,"('title', 'manufacturer')",1@361
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],,649.0,"('title', 'price')",1@361
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],,1025.99,"('title',)",1@355
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],adobe,1025.99,"('title', 'manufacturer')",1@355
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],,649.0,"('title', 'price')",1@355
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],,1035.99,"('title',)",1@566
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],adobe,1035.99,"('title', 'manufacturer')",1@566
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],,649.0,"('title', 'price')",1@566
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],,619.99,"('title',)",1@465
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],adobe,619.99,"('title', 'manufacturer')",1@465
adobe photoshop cs3 for mac,,609.99,adobe photoshop cs3 [ mac ],,649.0,"('title', 'price')",1@465
adobe photoshop cs3 [ mac ],adobe,649.0,adobe photoshop cs3 ( mac os x v. 10.4.8 ),adobe,149.99,"('title',)",0@546
adobe photoshop cs3 [ mac ],adobe,649.0,adobe photoshop cs3 ( mac os x v. 10.4.8 ),,149.99,"('title', 'manufacturer')",0@546
adobe photoshop cs3 [ mac ],adobe,649.0,adobe photoshop cs3 ( mac os x v. 10.4.8 ),adobe,649.0,"('title', 'price')",0@546
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],,699.0,"('title',)",1@2839
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],adobe,699.0,"('title', 'manufacturer')",1@2839
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],,649.0,"('title', 'price')",1@2839
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],,725.99,"('title',)",1@331
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],adobe,725.99,"('title', 'manufacturer')",1@331
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],,649.0,"('title', 'price')",1@331
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],,192.99,"('title',)",1@984
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],adobe,192.99,"('title', 'manufacturer')",1@984
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],,649.0,"('title', 'price')",1@984
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],,85.95,"('title',)",1@750
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],adobe,85.95,"('title', 'manufacturer')",1@750
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],,649.0,"('title', 'price')",1@750
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],,308.99,"('title',)",1@372
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],adobe,308.99,"('title', 'manufacturer')",1@372
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],,649.0,"('title', 'price')",1@372
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],,264.99,"('title',)",1@361
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],adobe,264.99,"('title', 'manufacturer')",1@361
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],,649.0,"('title', 'price')",1@361
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],,1025.99,"('title',)",1@355
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],adobe,1025.99,"('title', 'manufacturer')",1@355
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],,649.0,"('title', 'price')",1@355
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],,1035.99,"('title',)",1@566
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],adobe,1035.99,"('title', 'manufacturer')",1@566
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],,649.0,"('title', 'price')",1@566
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],,619.99,"('title',)",1@465
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],adobe,619.99,"('title', 'manufacturer')",1@465
adobe photoshop cs3 ( mac os x v. 10.4.8 ),,649.0,adobe photoshop cs3 [ mac ],,649.0,"('title', 'price')",1@465
intuit inc quicken home inventory manager,,29.78,intuit quicken home inventory manager windows,,89.95,"('title',)",1@2146
intuit inc quicken home inventory manager,,29.78,intuit quicken home inventory manager windows,intuit,89.95,"('title', 'manufacturer')",1@2146
intuit inc quicken home inventory manager,,29.78,intuit quicken home inventory manager windows,,34.95,"('title', 'price')",1@2146
intuit inc quicken home inventory manager,,29.78,intuit quicken home inventory manager windows,,54.95,"('title',)",1@2367
intuit inc quicken home inventory manager,,29.78,intuit quicken home inventory manager windows,intuit,54.95,"('title', 'manufacturer')",1@2367
intuit inc quicken home inventory manager,,29.78,intuit quicken home inventory manager windows,,34.95,"('title', 'price')",1@2367
intuit inc quicken home inventory manager,,29.78,intuit quicken home inventory manager windows,,89.99,"('title',)",1@2773
intuit inc quicken home inventory manager,,29.78,intuit quicken home inventory manager windows,intuit,89.99,"('title', 'manufacturer')",1@2773
intuit inc quicken home inventory manager,,29.78,intuit quicken home inventory manager windows,,34.95,"('title', 'price')",1@2773
quicken 2007 home & business,intuit,89.95,intuit quicken home and business 2007 software for windows tax & finance software,intuit,34.95,"('title',)",0@1308
quicken 2007 home & business,intuit,89.95,intuit quicken home and business 2007 software for windows tax & finance software,,34.95,"('title', 'manufacturer')",0@1308
quicken 2007 home & business,intuit,89.95,intuit quicken home and business 2007 software for windows tax & finance software,intuit,89.95,"('title', 'price')",0@1308
intuit quicken home and business 2007 software for windows tax & finance software,,89.95,quicken 2007 home & business,,89.99,"('title',)",1@2837
intuit quicken home and business 2007 software for windows tax & finance software,,89.95,quicken 2007 home & business,intuit,89.99,"('title', 'manufacturer')",1@2837
intuit quicken home and business 2007 software for windows tax & finance software,,89.95,quicken 2007 home & business,,89.95,"('title', 'price')",1@2837
intuit quicken home and business 2007 software for windows tax & finance software,,89.95,quicken 2007 home & business,,69.99,"('title',)",1@1136
intuit quicken home and business 2007 software for windows tax & finance software,,89.95,quicken 2007 home & business,intuit,69.99,"('title', 'manufacturer')",1@1136
intuit quicken home and business 2007 software for windows tax & finance software,,89.95,quicken 2007 home & business,,89.95,"('title', 'price')",1@1136
intuit quicken home and business 2007 software for windows tax & finance software,,89.95,quicken 2007 home & business,intuit,73.99,"('title',)",1@3055
intuit quicken home and business 2007 software for windows tax & finance software,,89.95,quicken 2007 home & business,intuit,73.99,"('title', 'manufacturer')",1@3055
intuit quicken home and business 2007 software for windows tax & finance software,,89.95,quicken 2007 home & business,intuit,89.95,"('title', 'price')",1@3055
intuit quicken home and business 2007 software for windows tax & finance software,,89.95,quicken 2007 home & business,,79.99,"('title',)",1@3134
intuit quicken home and business 2007 software for windows tax & finance software,,89.95,quicken 2007 home & business,intuit,79.99,"('title', 'manufacturer')",1@3134
intuit quicken home and business 2007 software for windows tax & finance software,,89.95,quicken 2007 home & business,,89.95,"('title', 'price')",1@3134
intuit quicken home and business 2007 software for windows tax & finance software,,89.95,quicken 2007 home & business,,29.99,"('title',)",1@3143
intuit quicken home and business 2007 software for windows tax & finance software,,89.95,quicken 2007 home & business,intuit,29.99,"('title', 'manufacturer')",1@3143
intuit quicken home and business 2007 software for windows tax & finance software,,89.95,quicken 2007 home & business,,89.95,"('title', 'price')",1@3143
reader rabbit 1st grade,,17.9,reader rabbit learning system 1st grade,,15.95,"('title',)",1@3062
reader rabbit 1st grade,,17.9,reader rabbit learning system 1st grade,encore software,15.95,"('title', 'manufacturer')",1@3062
reader rabbit 1st grade,,17.9,reader rabbit learning system 1st grade,,29.99,"('title', 'price')",1@3062
reader rabbit 1st grade,,17.9,reader rabbit learning system 1st grade,,9.9,"('title',)",1@2064
reader rabbit 1st grade,,17.9,reader rabbit learning system 1st grade,encore software,9.9,"('title', 'manufacturer')",1@2064
reader rabbit 1st grade,,17.9,reader rabbit learning system 1st grade,,29.99,"('title', 'price')",1@2064
reader rabbit 1st grade,,17.9,reader rabbit learning system 1st grade,,17.9,"('title',)",1@1837
reader rabbit 1st grade,,17.9,reader rabbit learning system 1st grade,encore software,17.9,"('title', 'manufacturer')",1@1837
reader rabbit 1st grade,,17.9,reader rabbit learning system 1st grade,,29.99,"('title', 'price')",1@1837
adobe creative suite cs3 production premium upgrade,adobe,799.0,production prem cs3 mac upgrad,adobe,805.99,"('title', 'price')",0@26
adobe creative suite cs3 production premium upgrade,adobe,799.0,production prem cs3 mac upgrad,adobe,1699.0,"('title',)",0@883
adobe creative suite cs3 production premium upgrade,adobe,799.0,production prem cs3 mac upgrad,adobe software,1699.0,"('title', 'manufacturer')",0@883
adobe creative suite cs3 production premium upgrade,adobe,799.0,production prem cs3 mac upgrad,adobe,805.99,"('title', 'price')",0@883
adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe dreamweaver cs3 upgrade,adobe,299.0,"('title',)",0@26
adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe dreamweaver cs3 upgrade,adobe,205.99,"('title', 'price')",0@26
adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe dreamweaver cs3 upgrade,adobe,399.0,"('title',)",0@615
adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe dreamweaver cs3 upgrade,,399.0,"('title', 'manufacturer')",0@615
adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe dreamweaver cs3 upgrade,adobe,205.99,"('title', 'price')",0@615
adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe dreamweaver cs3 upgrade,adobe,799.0,"('title',)",0@736
adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe dreamweaver cs3 upgrade,,799.0,"('title', 'manufacturer')",0@736
adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe dreamweaver cs3 upgrade,adobe,205.99,"('title', 'price')",0@736
adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe dreamweaver cs3 upgrade,adobe,399.0,"('title',)",0@465
adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe dreamweaver cs3 upgrade,,399.0,"('title', 'manufacturer')",0@465
adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe dreamweaver cs3 upgrade,adobe,205.99,"('title', 'price')",0@465
adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe dreamweaver cs3 upgrade,adobe,349.0,"('title',)",0@837
adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe dreamweaver cs3 upgrade,,349.0,"('title', 'manufacturer')",0@837
adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe dreamweaver cs3 upgrade,adobe,205.99,"('title', 'price')",0@837
adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe dreamweaver cs3 upgrade,,199.0,"('title', 'manufacturer')",0@1199
adobe dreamweaver cs3 upgrade,,205.99,adobe dreamweaver cs3 upgrade [ mac ],,205.99,"('title',)",1@192
adobe dreamweaver cs3 upgrade,,205.99,adobe dreamweaver cs3 upgrade [ mac ],adobe,205.99,"('title', 'manufacturer')",1@192
adobe dreamweaver cs3 upgrade,,205.99,adobe dreamweaver cs3 upgrade [ mac ],,199.0,"('title', 'price')",1@192
adobe dreamweaver cs3 upgrade,,205.99,adobe dreamweaver cs3 upgrade [ mac ],,619.99,"('title',)",1@893
adobe dreamweaver cs3 upgrade,,205.99,adobe dreamweaver cs3 upgrade [ mac ],adobe,619.99,"('title', 'manufacturer')",1@893
adobe dreamweaver cs3 upgrade,,205.99,adobe dreamweaver cs3 upgrade [ mac ],,199.0,"('title', 'price')",1@893
adobe dreamweaver cs3 upgrade,,205.99,adobe dreamweaver cs3 upgrade [ mac ],,413.99,"('title',)",1@430
adobe dreamweaver cs3 upgrade,,205.99,adobe dreamweaver cs3 upgrade [ mac ],adobe,413.99,"('title', 'manufacturer')",1@430
adobe dreamweaver cs3 upgrade,,205.99,adobe dreamweaver cs3 upgrade [ mac ],,199.0,"('title', 'price')",1@430
adobe creative suite cs3 web premium upsell [ mac ],adobe,1399.0,adobe cs3 web premium upsell,adobe,799.0,"('title',)",0@620
adobe creative suite cs3 web premium upsell [ mac ],adobe,1399.0,adobe cs3 web premium upsell,,799.0,"('title', 'manufacturer')",0@620
adobe creative suite cs3 web premium upsell [ mac ],adobe,1399.0,adobe cs3 web premium upsell,adobe,1434.99,"('title', 'price')",0@620
adobe creative suite cs3 web premium upsell [ mac ],adobe,1399.0,adobe cs3 web premium upsell,adobe,99.99,"('title',)",0@527
adobe creative suite cs3 web premium upsell [ mac ],adobe,1399.0,adobe cs3 web premium upsell,,99.99,"('title', 'manufacturer')",0@527
adobe creative suite cs3 web premium upsell [ mac ],adobe,1399.0,adobe cs3 web premium upsell,adobe,1434.99,"('title', 'price')",0@527
adobe cs3 web premium upsell,,1434.99,adobe creative suite cs3 web premium upsell [ mac ],,799.0,"('title',)",1@1017
adobe cs3 web premium upsell,,1434.99,adobe creative suite cs3 web premium upsell [ mac ],adobe,799.0,"('title', 'manufacturer')",1@1017
adobe cs3 web premium upsell,,1434.99,adobe creative suite cs3 web premium upsell [ mac ],,1399.0,"('title', 'price')",1@1017
adobe cs3 web premium upsell,,1434.99,adobe creative suite cs3 web premium upsell [ mac ],,1698.95,"('title',)",1@2193
adobe cs3 web premium upsell,,1434.99,adobe creative suite cs3 web premium upsell [ mac ],adobe,1698.95,"('title', 'manufacturer')",1@2193
adobe cs3 web premium upsell,,1434.99,adobe creative suite cs3 web premium upsell [ mac ],,1399.0,"('title', 'price')",1@2193
adobe cs3 web premium upsell,,1434.99,adobe creative suite cs3 web premium upsell [ mac ],,934.99,"('title',)",1@917
adobe cs3 web premium upsell,,1434.99,adobe creative suite cs3 web premium upsell [ mac ],adobe,934.99,"('title', 'manufacturer')",1@917
adobe cs3 web premium upsell,,1434.99,adobe creative suite cs3 web premium upsell [ mac ],,1399.0,"('title', 'price')",1@917
sims 2 nightlife expansion pack,aspyr media,34.99,aspyr sims 2 nightlife expansion pack,aspyr media,34.99,"('title',)",0@900
sims 2 nightlife expansion pack,aspyr media,34.99,aspyr sims 2 nightlife expansion pack,,34.99,"('title', 'manufacturer')",0@900
sims 2 nightlife expansion pack,aspyr media,34.99,aspyr sims 2 nightlife expansion pack,aspyr media,35.99,"('title', 'price')",0@900
aspyr sims 2 nightlife expansion pack,,35.99,sims 2 nightlife expansion pack,,19.87,"('title',)",1@1177
aspyr sims 2 nightlife expansion pack,,35.99,sims 2 nightlife expansion pack,aspyr media,19.87,"('title', 'manufacturer')",1@1177
aspyr sims 2 nightlife expansion pack,,35.99,sims 2 nightlife expansion pack,,34.99,"('title', 'price')",1@1177
aspyr sims 2 nightlife expansion pack,,35.99,sims 2 nightlife expansion pack,,37.99,"('title',)",1@147
aspyr sims 2 nightlife expansion pack,,35.99,sims 2 nightlife expansion pack,aspyr media,37.99,"('title', 'manufacturer')",1@147
aspyr sims 2 nightlife expansion pack,,35.99,sims 2 nightlife expansion pack,,34.99,"('title', 'price')",1@147
microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft windows vista business retail no open box returns,microsoft,709.0,"('title',)",0@443
microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft windows vista business retail no open box returns,,709.0,"('title', 'manufacturer')",0@443
microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft windows vista business retail no open box returns,microsoft,299.99,"('title', 'price')",0@443
apple iwork '06 family pack software apple & mac software,,99.0,apple . mac 4.0 family pack ( new or renewal ),,99.0,"('price',)",1@515
apple iwork '06 family pack software apple & mac software,,99.0,apple iwork '06 family pack ( mac dvd ) [ older version ],,99.0,"('title', 'price')",1@515
apple iwork '06 family pack software apple & mac software,,99.0,apple iwork '06 family pack ( mac dvd ) [ older version ],,99.0,"('title', 'price')",1@2158
corel corporation corel wordperfect office x3 pro dvd,,369.09,corel wordperfect office x3 professional edition,me-too-software,27.9,"('title',)",1@1447
corel corporation corel wordperfect office x3 pro dvd,,369.09,corel wordperfect office x3 professional edition,corel,27.9,"('title', 'manufacturer')",1@1447
corel corporation corel wordperfect office x3 pro dvd,,369.09,corel wordperfect office x3 professional edition,me-too-software,399.99,"('title', 'price')",1@1447
corel corporation corel wordperfect office x3 pro dvd,,369.09,corel wordperfect office x3 professional edition,,199.99,"('title',)",1@2853
corel corporation corel wordperfect office x3 pro dvd,,369.09,corel wordperfect office x3 professional edition,corel,199.99,"('title', 'manufacturer')",1@2853
corel corporation corel wordperfect office x3 pro dvd,,369.09,corel wordperfect office x3 professional edition,,399.99,"('title', 'price')",1@2853
corel corporation corel wordperfect office x3 pro dvd,,369.09,corel wordperfect office x3 professional edition,,23.53,"('title',)",1@100
corel corporation corel wordperfect office x3 pro dvd,,369.09,corel wordperfect office x3 professional edition,corel,23.53,"('title', 'manufacturer')",1@100
corel corporation corel wordperfect office x3 pro dvd,,369.09,corel wordperfect office x3 professional edition,,399.99,"('title', 'price')",1@100
corel corporation corel wordperfect office x3 pro dvd,,369.09,corel wordperfect office x3 professional edition,,99.99,"('title',)",1@1037
corel corporation corel wordperfect office x3 pro dvd,,369.09,corel wordperfect office x3 professional edition,corel,99.99,"('title', 'manufacturer')",1@1037
corel corporation corel wordperfect office x3 pro dvd,,369.09,corel wordperfect office x3 professional edition,,399.99,"('title', 'price')",1@1037
corel corporation corel wordperfect office x3 pro dvd,,369.09,corel wordperfect office x3 professional edition,,189.95,"('title',)",1@2591
corel corporation corel wordperfect office x3 pro dvd,,369.09,corel wordperfect office x3 professional edition,corel,189.95,"('title', 'manufacturer')",1@2591
corel corporation corel wordperfect office x3 pro dvd,,369.09,corel wordperfect office x3 professional edition,,399.99,"('title', 'price')",1@2591
corel corporation corel wordperfect office x3 pro dvd,,369.09,corel wordperfect office x3 professional edition,,399.99,"('title', 'price')",1@3070
kids power fun for girls,,15.9,kids power fun for girls,,15.9,"('title',)",1@2099
kids power fun for girls,,15.9,kids power fun for little ones,topics entertainment,15.9,"('manufacturer',)",1@2099
kids power fun for girls,,15.9,kids power fun for girls,topics entertainment,15.9,"('title', 'manufacturer')",1@2099
kids power fun for girls,,15.9,kids power fun for girls,,19.99,"('title', 'price')",1@2099
adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade from pagemaker,adobe,1599.0,"('title',)",0@139
adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade from pagemaker,,1599.0,"('title', 'manufacturer')",0@139
adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade from pagemaker,adobe,205.99,"('title', 'price')",0@139
adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade from pagemaker,adobe,205.99,"('title', 'price')",0@350
adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade from pagemaker,adobe,199.0,"('title',)",0@216
adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade from pagemaker,,199.0,"('title', 'manufacturer')",0@216
adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade from pagemaker,adobe,205.99,"('title', 'price')",0@216
adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade from pagemaker,adobe,599.0,"('title',)",0@772
adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade from pagemaker,,599.0,"('title', 'manufacturer')",0@772
adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade from pagemaker,adobe,205.99,"('title', 'price')",0@772
adobe indesign cs3 for mac upgrade from pagemaker,,205.99,adobe indesign cs3 upgrade from pagemaker [ mac ],,206.99,"('title',)",1@176
adobe indesign cs3 for mac upgrade from pagemaker,,205.99,adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,206.99,"('title', 'manufacturer')",1@176
adobe indesign cs3 for mac upgrade from pagemaker,,205.99,adobe indesign cs3 upgrade from pagemaker [ mac ],,192.99,"('title',)",1@984
adobe indesign cs3 for mac upgrade from pagemaker,,205.99,adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,192.99,"('title', 'manufacturer')",1@984
adobe indesign cs3 for mac upgrade from pagemaker,,205.99,adobe indesign cs3 upgrade from pagemaker [ mac ],,1865.99,"('title',)",1@521
adobe indesign cs3 for mac upgrade from pagemaker,,205.99,adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,1865.99,"('title', 'manufacturer')",1@521
adobe indesign cs3 for mac upgrade from pagemaker,,205.99,adobe indesign cs3 upgrade from pagemaker [ mac ],,1639.99,"('title',)",1@369
adobe indesign cs3 for mac upgrade from pagemaker,,205.99,adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,1639.99,"('title', 'manufacturer')",1@369
adobe indesign cs3 for mac upgrade from pagemaker,,205.99,adobe indesign cs3 upgrade from pagemaker [ mac ],,569.97,"('title',)",1@1213
adobe indesign cs3 for mac upgrade from pagemaker,,205.99,adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,569.97,"('title', 'manufacturer')",1@1213
adobe indesign cs3 for mac upgrade from pagemaker,,205.99,adobe indesign cs3 upgrade from pagemaker [ mac ],,308.99,"('title',)",1@372
adobe indesign cs3 for mac upgrade from pagemaker,,205.99,adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,308.99,"('title', 'manufacturer')",1@372
adobe indesign cs3 for mac upgrade from pagemaker,,205.99,adobe indesign cs3 upgrade from pagemaker [ mac ],,1437.99,"('title',)",1@354
adobe indesign cs3 for mac upgrade from pagemaker,,205.99,adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,1437.99,"('title', 'manufacturer')",1@354
marine aquarium & goldfish screen saver by encore software,encore software,,encore software 10561 marine aquarium & goldfish screen saver by,encore software,30.66,"('title',)",0@1038
marine aquarium & goldfish screen saver by encore software,encore software,,encore software 10561 marine aquarium & goldfish screen saver by,,30.66,"('title', 'manufacturer')",0@1038
marine aquarium & goldfish screen saver by encore software,encore software,,encore software 10561 marine aquarium & goldfish screen saver by,encore software,17.97,"('title', 'price')",0@1038
encore software 10561 marine aquarium & goldfish screen saver by,,17.97,marine aquarium & goldfish screen saver by encore software,,125.99,"('title',)",1@561
encore software 10561 marine aquarium & goldfish screen saver by,,17.97,marine aquarium & goldfish screen saver by encore software,encore software,125.99,"('title', 'manufacturer')",1@561
encore software 10561 marine aquarium & goldfish screen saver by,,17.97,marine aquarium & goldfish screen saver by encore software,,,"('title', 'price')",1@561
encore software 10561 marine aquarium & goldfish screen saver by,,17.97,marine aquarium & goldfish screen saver by encore software,,19.99,"('title',)",1@402
encore software 10561 marine aquarium & goldfish screen saver by,,17.97,marine aquarium & goldfish screen saver by encore software,encore software,19.99,"('title', 'manufacturer')",1@402
encore software 10561 marine aquarium & goldfish screen saver by,,17.97,marine aquarium & goldfish screen saver by encore software,,,"('title', 'price')",1@402
